THYM	Labels	N:GEXP::MARCKSL1:65108:	N:GEXP::MYBL2:4605:	N:GEXP::ARHGAP15:55843:	B:MUTA:COMP:SMAD3::	N:GEXP::LTBP3:4054:	N:GEXP::CD247:919:	N:GEXP::TRAF3IP3:80342:	N:GEXP::NEFL:4747:	N:GEXP::SLAMF1:6504:	N:METH:cg15059932:ZNF236:TssD669:Island	N:METH:cg11745019:ANGPT1:TssD483:NA	N:GEXP::CXCR4:7852:	N:GEXP::CD3E:916:	N:GEXP::CYP11A1:1583:	N:GEXP::TCF7:6932:	N:GEXP::CD1C:911:	B:MUTA:COMP:DKK2::	N:MIR::hsa-miR-498:Uncorrected:	N:GEXP::WDR67:93594:	N:GEXP::SCPEP1:59342:	N:GEXP::LTBP2:4053:	N:GEXP::TRAT1:50852:	N:GEXP::PCSK5:5125:	N:GEXP::RASGRP1:10125:	N:GEXP::LDHA:3939:	N:MIR::hsa-miR-625-3p:Corrected:	N:GEXP::LEF1:51176:	N:GEXP::LTBP4:8425:	N:GEXP::ARHGEF1:9138:	N:GEXP::BCAM:4059:	N:GEXP::CD52:1043:	N:GEXP::IKZF1:10320:	N:GEXP::ZYG11A:440590:	N:GEXP::C6orf105:84830:	N:GEXP::CHRM3:1131:	N:GEXP::TYRP1:7306:	N:GEXP::SH2D1A:4068:	N:GEXP::SIT1:27240:	N:GEXP::BCL6B:255877:	N:METH:cg06805572:HPCAL1:TssD605:Island	N:METH:cg16891895:RGS16:TssD89:Island	N:GEXP::PTGES:9536:	N:METH:cg01981027:NR4A1:TssD3185:Shelf	N:METH:cg14784398:PDE4D:TssD83074:NA	N:GEXP::SPN:6693:	N:GEXP::PRKCB:5579:	N:GEXP::CCDC109B:55013:	N:GEXP::TEAD2:8463:	N:GEXP::APBB1IP:54518:	N:METH:cg00594866:ACKR3:TssD292:Shore	N:GEXP::C18orf1:753:	N:GEXP::GRAP2:9402:	N:METH:cg08028435:PALLD:TssD104803:NA	B:MUTA:COMP:GTF2I::	N:GEXP::DNTT:1791:	N:METH:cg24244437:EDN1:TssU700:NA	N:MIR::hsa-miR-3922-3p:Corrected:	N:GEXP::VSIG10:54621:	N:GEXP::CD1A:909:	N:METH:cg21363465:OSBPL8:TssU146:Island	N:METH:cg06658146:IGFBP7-AS1:TssD53745:Shore	N:GEXP::ELOVL4:6785:	N:GEXP::TTC7A:57217:	B:MUTA:COMP:ZFP36L2::	N:GEXP::RPSAP52:204010:	N:GEXP::PTPN7:5778:	N:GEXP::DPPA4:55211:	N:METH:cg11817999:RAI1:TssD69721:Island	N:GEXP::HOXA9:3205:	N:METH:cg23335390:OSBPL8:TssU257:Shore	N:GEXP::ZAP70:7535:	N:GEXP::JAKMIP2:9832:	N:METH:cg13566279:NA:NA:NA	N:GEXP::RLTPR:146206:	N:METH:cg25739835:TECTA:TssD10114:NA	N:GEXP::CALN1:83698:	N:GEXP::MYH15:22989:	N:METH:cg25760412:TGM2:TssD28:Island	N:GEXP::FCN2:2220:	N:METH:cg24014487:TGM2:TssD31:Island	N:GEXP::TSHR:7253:	N:METH:cg24358246:MIR100HG:TssD93894:NA	N:GEXP::ZNF578:147660:	N:GEXP::CD3G:917:	N:GEXP::SASH3:54440:	N:MIR::hsa-miR-515-3p:Uncorrected:	N:METH:cg13239572:WIZ:TssU197:Shelf	I:CNVR::CDKN2B:1030:	N:GEXP::LOC257358:257358:	N:MIR::hsa-miR-519d-5p:Uncorrected:	N:MIR::hsa-miR-527:Uncorrected:	N:MIR::hsa-miR-520a-3p:Uncorrected:	N:MIR::hsa-miR-517b-3p:Uncorrected:	N:GEXP::CBFA2T3:863:	N:MIR::hsa-miR-526b-3p:Uncorrected:	N:MIR::hsa-miR-515-5p:Uncorrected:	N:MIR::hsa-miR-518d-3p:Uncorrected:	N:GEXP::ARL5C:390790:	N:METH:cg16672925:CH25H:TssU41:Shore	N:GEXP::RAP1GDS1:5910:	I:CNVR::RYR2:6262:	N:GEXP::ZNF788:388507:	N:METH:cg04099803:LPHN2:TssD151:NA
TCGA-X7-A8DB	THYM_1	8022.5	3524.3	2686.6	0	1259.2	8868.9	4876.4	3447.6	2790.3	0.037388	0.027338	9711.6	27904.0	0.0	41811.0	5918.2	0	0.23135	772.16	276.53	329.59	2065.5	195.38	1920.7	7219.7	1222.6	22317.0	361.42	12090.0	238.45	10745.0	6187.9	14.981	9.9875	0.6242	0.6242	13845.0	5370.2	16.854	0.029825	0.023674	453.18	0.063348	0.022668	3787.1	3611.1	1370.8	12.484000000000002	10878.0	0.053439999999999994	3549.3	4787.1	0.019104	0	26292.0	0.024168000000000002	11.555	42.446999999999996	23893.0	0.027443000000000002	0.07359299999999999	7724.1	6488.0	0	0.6242	5772.2	755.93	0.06818099999999999	194.13	0.03946	7704.7	515.54	0.24441	3428.2	0.047804	1598.6	5.617999999999999	0.01593	0.0	0.015974000000000002	1297.8	0.078195	17.477999999999998	1489.4	10263.0	0.0	0.27189	0	139.82	0.0	0.23135	2.5448	1.3881	8829.6	0.23135	0.0	0.0	179.78	0.023686000000000002	1566.2	0	141.07	0.082148
TCGA-X7-A8DD	THYM_2	7536.1	4764.5	2359.3	0	5996.6	6699.4	4262.4	0.0	1667.6	0.15832000000000002	0.099324	13546.0	20028.0	0.0	31181.0	3428.6	0	29.285	439.18	894.62	1537.5	380.48	176.1	1232.7	5482.3	955.78	15135.0	933.52	8625.2	6647.1	14908.0	4228.4	3.5361	2.8289	16.973	31.116999999999997	7145.7	3502.1	217.82	0.1199	0.056375	22.631	0.12428	0.056759000000000004	2427.9	2176.8	1232.7	146.39	5885.4	0.30074	3054.5	2930.0	0.11384000000000001	1	23191.0	0.083538	9.6402	154.88	14697.0	0.32064000000000004	0.09078	4569.3	6618.7	0	5.6577	5340.9	499.29	0.18433	290.67	0.22385	8276.5	354.31	0.22504000000000002	3439.9	0.095223	760.96	0.7072	0.16435999999999998	39.604	0.19763	1724.2	0.19552999999999998	123.06	1188.1	9978.8	97.04	0.16926	0	89.816	5.0253	116.8	1059.6	552.09	7584.9	21.660999999999998	78.325	5.3719	191.66	0.050842	1539.6	0	113.86	0.068811
TCGA-X7-A8DE	THYM_2	5745.2	2385.3	1279.0	0	11208.0	4294.6	2591.6	20.048	1261.3	0.08497	0.079947	7746.2	13242.0	4.7571	27449.0	1870.2	0	16.611	445.8	3622.2	1539.2	1150.2	281.35	1601.1	5434.6	678.64	13646.0	1586.1	9361.9	8925.6	4210.0	4387.0	3.7377	14.950999999999999	53.687	51.988	6070.0	2273.5	135.24	0.067485	0.043022000000000005	33.299	0.12599000000000002	0.023683000000000003	3138.6	2623.2	771.32	195.04	5700.3	0.15125	3151.6	3558.9	0.24228000000000002	1	13183.0	0.029176	5.4326	197.76	6402.6	0.20051	0.080827	3733.6	5885.5	0	4.4173	3642.9	381.92	0.24905	226.3	0.16842000000000001	7195.4	311.77	0.22486	2773.4	0.050781	550.12	2.0387	0.014258000000000002	29.221999999999998	0.01475	774.04	0.20772	192.32	1139.3	6279.3	41.765	0.24359	0	87.666	3.0849	70.47800000000001	632.65	453.72	5690.8	11.865	51.494	3.0849	93.78200000000001	0.019728	1294.9	0	184.17	0.080822
TCGA-X7-A8DF	THYM_2	7107.7	2782.0	1727.9	0	8030.4	4538.9	2914.4	24.16	975.32	0.24325	0.20631999999999998	8615.0	14490.0	0.5252	29256.0	1973.7	0	40.352	409.66	951.68	3340.9	701.68	136.56	1187.0	6305.7	766.55	11850.0	1075.6	8209.0	7835.6	6138.1	3588.2	4.7269	12.08	24.16	71.954	5286.8	2469.0	321.43	0.29528000000000004	0.18292	9.979	0.26669	0.098085	2375.0	1750.0	962.18	178.57	5408.1	0.34308	2391.8	2347.7	0.25814000000000004	1	15692.0	0.12918	5.9981	253.68	6318.8	0.40518000000000004	0.10212	3308.8	4278.8	0	22.584	3551.5	250.0	0.29803	193.8	0.32352	6358.2	274.69	0.1971	2549.4	0.22834000000000002	198.53	1.5756	0.29859	11.555	0.28775	745.8	0.2887	198.0	706.93	6786.8	116.87	0.21616999999999997	0	71.429	9.1363	203.28	800.0	875.19	4989.0	32.358000000000004	95.551	10.277999999999999	87.71	0.24427	1378.7	0	131.3	0.095648
TCGA-X7-A8DG	THYM_1	6410.1	2489.1	2127.4	0	3315.8	10095.0	4509.1	5048.3	2874.7	0.047014999999999994	0.029216000000000002	12276.0	27905.0	198.39	33868.0	6662.9	0	0.0	654.18	408.99	584.49	1441.7	214.16	1695.0	8296.4	809.68	18356.0	823.58	15401.0	1010.3	10266.0	6215.3	19.331	17.296	2.5435	0.5087	9743.6	4977.6	71.218	0.028506999999999998	0.021504	1100.8	0.072475	0.030817	3750.6	3069.5	1377.0	92.074	9081.8	0.086214	3135.1	4967.4	0.039682999999999996	0	15706.0	0.026823000000000003	7.269	92.583	20444.0	0.029529000000000003	0.040877	5366.2	4872.2	0	0.0	5585.5	500.56	0.068628	73.252	0.040799	9674.9	306.72	0.14861	2945.4	0.045551	3319.2	19.839000000000002	0.014725	0.0	0.021212	1223.4	0.064354	34.591	1383.7	8613.8	0.0	0.1849	0	100.21	0.0	0.0	1.4548	0.9698700000000001	6382.1	0.16165	0.0	0.0	164.82	0.025588	1236.1	0	97.67	0.11837
TCGA-X7-A8DJ	THYM_2	4640.0	2448.6	1615.7	0	6096.8	3753.5	2388.8	0.7437	912.9	0.24559	0.19907	8608.7	12202.0	0.0	28162.0	2013.6	0	24.32	485.27	2575.1	4474.1	1370.6	218.65	1960.4	6756.5	1033.5	14247.0	2269.4	8163.3	3861.7	2750.2	5218.6	1.8593	11.899000000000001	50.571999999999996	97.053	5475.1	1722.4	114.16	0.24525999999999998	0.19897	22.683000000000003	0.11338	0.1102	4082.6	2732.4	771.59	232.03	5135.6	0.39638	3473.8	3044.3	0.27057	1	17297.0	0.23212	7.3260000000000005	274.06	12948.0	0.39804	0.079817	3040.3	4595.2	0	8.5526	3438.1	442.13	0.33691	139.07	0.33183	6814.9	351.19	0.25282	2411.1	0.2091	165.47	1.8593	0.04319	153.2	0.063123	1361.3	0.27045	155.81	1498.9	6413.7	63.277	0.24859	0	103.38	3.603	86.696	610.93	468.16	5015.5	14.637	46.388000000000005	4.0533	60.24	0.18266	1604.2	0	182.21	0.14855
TCGA-X7-A8M0	THYM_2	3486.4	298.7	673.8	0	8913.9	1465.8	1693.1	795.93	318.27	0.12953	0.11955	7255.6	4212.8	3.1721	3414.0	825.8	0	21.816999999999997	212.0	2849.3	5385.7	367.17	92.78399999999999	548.51	4587.6	286.54	1195.3	1975.2	7312.2	5326.7	5547.7	2279.1	6.6085	71.372	116.57	212.53	440.66	890.03	305.05	0.1597	0.14382999999999999	157.55	0.13604000000000002	0.065545	2138.2	1548.2	443.56	497.75	1955.3	0.27964	667.99	478.99	0.12502	1	6.6085	0.038667	2.2438	331.75	1062.1	0.31044	0.14171	25.641	1119.8	0	2.6434	1403.4	22.998	0.36977	13.481	0.19552999999999998	2617.2	64.97800000000001	0.03676	1267.8	0.049751	2.6434	3.1721	0.013422	5.0225	0.013588	76.65899999999999	0.4565	293.15	285.49	2880.5	62.553000000000004	0.14069	0	8.7232	3.9202	80.791	348.05	505.88	2032.2	12.102	43.293	6.8178	1.3217	0.022274000000000002	860.16	0	172.61	0.083384
TCGA-X7-A8M1	THYM_2	3010.9	998.5	737.61	0	16371.0	1488.0	840.09	3.3784	460.21	0.31956999999999997	0.4465	5056.3	5527.8	1.1261	10115.0	761.26	0	30.756999999999998	272.9	3849.5	8551.8	503.75	267.27	934.68	3789.8	325.89	6241.0	2590.8	4476.0	12585.0	756.38	2071.3	2.6276	8.6336	124.25	196.7	2061.2	737.99	275.15	0.16622	0.18434	8.6336	0.19448	0.22993000000000002	1800.7	1218.8	349.1	487.61	3204.9	0.49236	2025.2	1330.3	0.47446000000000005	1	7103.2	0.31893	2.2754	508.26	1741.0	0.54095	0.15937	2331.5	2104.7	0	12.387	1237.2	117.49	0.43096	59.309	0.4621	2637.8	176.8	0.16085	1172.3	0.23123000000000002	45.79600000000001	1.5015	0.24147	343.09	0.20731999999999998	611.49	0.47871	332.96	629.88	2639.3	69.289	0.12286	0	27.778000000000002	2.5919	124.76	904.56	801.24	2655.0	12.440999999999999	55.638999999999996	10.195	43.544	0.37346	920.04	0	175.3	0.11214
TCGA-X7-A8M3	THYM_4	1539.9	116.5	24.474	1	3566.9	47.479	38.179	9288.3	5.3842	0.6629	0.034572000000000006	707.29	111.6	414.1	63.632	0.0	1	0.12397000000000001	224.18	1746.9	16169.0	7.8316	0.4895	33.284	10461.0	34.744	48.948	979.44	3537.0	651.98	127.75	54.821000000000005	69.506	26.921	59.227	0.0	19.09	17.621	53.353	0.054887	0.046596	852.18	0.036660000000000005	0.017291	22.516	26.432	118.45	30.837	995.59	0.014126	153.21	5.8737	0.021128	0	4.8948	0.027881	-0.047139999999999994	93.49	2.9369	0.023597	0.02076	60.206	324.93	0	0.0	23.495	0.0	0.073211	12.237	0.044469	32.795	1.9579	0.02531	18.111	0.048822000000000004	1565.8	19.09	0.42195	0.0	0.38013	62.163000000000004	0.057217	4.4053	5.3842	76.358	0.12397000000000001	0.10945	-1	0.9790000000000001	0.0	0.0	1.1158	0.6198600000000001	754.28	0.0	0.0	0.0	0.0	0.025896	560.94	1	9.3	0.044013
TCGA-X7-A8M4	THYM_2	7699.6	3707.7	1850.5	0	6229.6	6026.4	2758.2	5.0	1104.1	0.24536	0.12622	16028.0	20267.0	0.4545	28729.0	3035.4	0	25.486	498.18	2366.8	3116.8	1335.0	220.91	1969.1	5659.6	803.85	15788.0	1881.8	7718.2	7365.9	5518.2	4361.4	0.4545	4.0909	38.181999999999995	20.454	8231.4	2805.4	339.55	0.10993	0.17271	6.8182	0.09590499999999999	0.095252	2945.0	2695.9	1110.9	205.91	7879.6	0.33583	4140.9	3677.3	0.22049000000000002	1	23680.0	0.16509000000000001	8.7537	301.82	12552.0	0.27956	0.079416	6051.8	5553.6	0	15.909	3654.1	529.09	0.24286999999999997	120.0	0.27563000000000004	7130.4	385.0	0.26108000000000003	2545.9	0.1648	353.18	2.2727	0.015271999999999999	98.182	0.016174	1544.5	0.26439	131.36	1102.7	9292.7	74.248	0.20178	0	115.91	3.8303	114.61	816.58	581.02	5702.3	21.066	45.521	5.7454	127.73	0.10192000000000001	1603.2	0	155.45	0.11457
TCGA-X7-A8M5	THYM_3	2798.3	398.61	484.44	0	26454.0	1114.3	1191.0	6.9742	222.64	0.29154	0.35401	1806.3	3354.6	3.7554	1652.9	446.35	0	56.678000000000004	115.88	6055.8	2295.6	87.98299999999999	67.06	288.63	2814.4	265.0	719.42	1662.5	4698.5	22300.0	4479.6	917.92	1.073	27.897	53.111999999999995	47.747	402.9	650.75	248.39	0.078636	0.34718000000000004	91.738	0.24178000000000002	0.41878000000000004	663.09	388.95	242.49	432.94	957.62	0.38829	517.7	245.71	0.14718	1	398.61	0.082403	1.0263	288.09	325.64	0.24427	0.061237	129.83	996.25	0	15.020999999999999	1064.4	17.704	0.38221	4.8283	0.10845999999999999	1529.5	22.531999999999996	0.031939999999999996	676.5	0.27657	12.339	2.6824	0.11227000000000001	8.5837	0.11802	446.35	0.45021000000000005	348.71	104.08	1979.1	137.43	0.10325999999999999	0	7.5107	6.9973	200.82	1126.4	932.87	2012.9	30.228	117.27	11.475999999999999	7.5107	0.026069	562.23	0	136.8	0.09954099999999999
TCGA-X7-A8M6	THYM_1	5563.8	4923.8	1860.5	0	3224.6	6345.5	4007.9	6787.7	1487.9	0.04887	0.034319	10128.0	20729.0	75.542	27695.0	3416.3	0	0.11465	319.99	86.57600000000001	734.2	239.36	151.93	1025.3	6052.7	723.37	10051.0	561.89	8380.0	915.84	17955.0	3420.6	11.883	6.7903	1.6976	0.8488	4499.4	3026.8	61.961000000000006	0.020772	0.031346	3506.3	0.047691000000000004	0.032415	2255.2	2349.4	938.75	54.321999999999996	4361.1	0.023885	1834.2	1998.0	0.025764	0	16939.0	0.032381	5.3577	59.415	9188.1	0.027412	0.061828999999999995	3748.2	5290.5	0	5.9415	4844.0	485.5	0.07615	192.67	0.03852	7460.8	224.08	0.3041	4507.9	0.041248	2464.0	18.673	0.014641999999999999	0.0	0.016564	1163.7	0.078815	21.22	1000.7	9046.3	0.11465	0.18022	0	86.57600000000001	0.0	0.0	0.68788	0.80252	8335.9	0.0	0.22929000000000002	0.0	106.95	0.024884	1127.2	0	93.366	0.082022
TCGA-X7-A8M7	THYM_1	6602.8	3348.6	2308.9	0	1567.6	10295.0	5294.8	2346.9	2231.2	0.043403	0.037933	8652.2	25306.0	288.61	38931.0	3806.7	0	0.0	545.46	249.78	536.63	715.8	120.92	1638.1	6889.7	1015.0	15746.0	242.72	9676.1	374.23	17867.0	5788.2	23.831	20.3	0.8826	0.8826	5646.1	4030.0	61.783	0.031944	0.030164999999999997	1481.0	0.058883000000000005	0.024021999999999998	2671.7	2450.1	1119.2	30.009	6075.0	0.041444999999999996	2143.9	2457.2	0.023709	0	11871.0	0.02565	7.2779	98.853	13430.0	0.041881	0.079547	5395.4	4992.9	0	0.8826	7585.2	603.71	0.07180299999999999	102.38	0.050781	7318.6	374.23	0.21115	3225.9	0.059039	2314.2	12.357000000000001	0.013787	1.7652	0.014353999999999999	1419.2	0.044763	116.5	1158.9	8684.0	0.35379	0.2057	0	96.205	0.0	0.35379	3.7148	4.2455	5795.2	0.0	0.1769	0.0	233.89	0.020375	1236.5	0	66.196	0.075186
TCGA-X7-A8M8	THYM_2	6848.4	3548.8	2063.1	0	7251.8	7565.6	3580.7	17.809	1775.0	0.13188	0.098927	12703.0	19935.0	0.5397	30830.0	2746.4	0	19.385	451.16	1633.6	2179.2	1144.6	223.42	1942.3	6599.0	850.34	17170.0	1048.0	11718.0	3815.4	6385.3	5576.4	4.857	8.6346	38.856	79.331	8054.5	4327.6	120.34	0.12893	0.060679	25.904	0.077032	0.063351	3419.3	3088.0	1312.5	165.68	7861.9	0.22734000000000001	3226.1	4156.0	0.14256	1	21015.0	0.031536	10.183	154.88	6732.3	0.18011	0.086505	5646.0	5481.9	0	6.476	4814.4	609.82	0.16929	207.77	0.20453	9139.8	430.11	0.15102000000000002	3340.5	0.11678	796.01	3.238	0.015151	151.65	0.016687	1353.5	0.16962	104.69	1304.4	9491.6	46.976000000000006	0.20097	0	134.38	2.8299	77.115	484.48	475.42	8898.0	11.32	41.317	8.3482	123.58	0.071631	1438.8	0	98.759	0.11617000000000001
TCGA-XH-A853	THYM_2	5844.5	2581.5	1828.1	0	6782.5	4685.8	2719.8	2.5466	1047.0	0.22332	0.10325	13987.0	16406.0	0.3638	25025.0	2648.8	0	33.44	492.95	2367.3	3149.1	1582.2	317.96	1577.4	6420.7	900.73	14782.0	1675.3	8466.4	1864.5	4644.3	4272.9	0.3638	5.8208	44.748000000000005	149.52	6046.0	2807.5	166.62	0.19633	0.14667	13.460999999999999	0.090896	0.12572	3094.5	2680.5	1001.9	207.73	8117.5	0.33771	3583.8	3815.9	0.16308	1	18228.0	0.16024000000000002	6.047000000000001	201.91	11396.0	0.32172	0.071482	4795.6	4571.0	0	7.6398	3379.0	430.38	0.24381999999999998	123.33	0.2292	7101.8	409.23	0.25089	2361.1	0.068535	526.78	3.2742	0.15825999999999998	524.6	0.15716	1344.2	0.25927	163.71	1256.2	7655.8	103.68	0.21006	0	103.32	3.5617	154.93	802.76	825.12	5989.3	28.691	60.747	8.7063	108.05	0.095773	1481.8	0	159.34	0.18497
TCGA-XM-A8R8	THYM_1	3000.0	829.01	1273.3	0	2519.8	2110.7	2852.1	16.118	618.78	0.041759	0.036456	33524.0	7104.4	34.338	3056.8	149.97	0	0.15613	230.55	2341.3	1816.4	546.6	224.95	1522.8	7562.7	680.07	1267.0	2166.8	12846.0	978.98	8140.1	4562.7	21.724	44.849	5.6062	18.22	1837.4	1038.5	179.4	0.030369	0.02143	285.21	0.071729	0.024194999999999998	1890.7	3133.8	990.19	440.08	2152.8	0.018147	625.79	600.56	0.023821000000000002	0	3.5039	0.023009	1.7507	74.282	8.4093	0.020003999999999997	0.031094	39.243	1923.7	0	0.0	2557.8	7.7085	0.077473	9.11	0.04204	3083.4	64.40100000000001	0.026876999999999998	1603.4	0.057755999999999995	0.0	16.118	0.014955000000000001	7.0077	0.017601	130.34	0.042789999999999995	14.716	613.17	4021.0	0.31226	0.11395999999999999	0	16.118	0.0	0.62452	2.4981	9.2117	834.62	0.31226	1.4052	0.0	0.7008	0.024138	1121.9	0	55.361000000000004	0.23731
TCGA-XM-A8R9	THYM_1	4121.5	735.14	942.47	0	4609.9	1950.3	2316.3	1559.1	470.86	0.10201	0.12943	9977.6	7760.0	1.5189	10331.0	962.98	0	0.0	290.87	2009.5	3170.7	663.75	92.652	1105.0	5053.4	571.68	5418.6	1263.7	8576.4	2068.0	7557.2	3150.9	6.835	48.605	18.986	2.2783	2384.7	1146.0	260.49	0.088077	0.09373300000000001	198.97	0.071278	0.029573000000000002	2251.0	1733.0	628.06	262.77	3576.2	0.055362	1389.8	855.89	0.10117999999999999	1	4343.3	0.023869	3.3617	240.74	3551.9	0.23786999999999997	0.055725	962.22	1856.1	0	3.7972	2077.1	202.01	0.2534	171.63	0.19150999999999999	4545.3	134.25	0.1181	1875.1	0.044664999999999996	17.467	6.835	0.012320999999999999	4.5567	0.015802	488.32	0.18320999999999998	209.61	356.94	3767.6	0.0	0.18767	0	25.820999999999998	0.0	0.2365	1.419	0.70949	2931.5	0.0	0.47298999999999997	0.0	31.897	0.039238999999999996	1065.5	0	138.98	0.099345
TCGA-XM-A8RB	THYM_1	5601.2	3547.8	1700.7	0	2626.7	5726.0	2741.8	6956.0	2886.0	0.091644	0.026969	18295.0	24973.0	6.7489	40572.0	2414.0	0	0.0	664.77	427.71	2540.1	1740.0	249.71	1424.9	7830.9	1313.2	22960.0	937.68	11597.0	435.73	7744.0	8552.2	1.6872	16.451	5.0617	0.0	8082.2	3264.8	47.663999999999994	0.023083000000000003	0.026628	343.77	0.064364	0.027282999999999998	3900.9	3833.8	1079.0	21.511999999999997	7101.6	0.2906	4607.4	6003.6	0.05935	0	14822.0	0.025331	12.481	43.446000000000005	5901.9	0.024269	0.069482	3862.1	5001.4	0	0.0	4718.8	600.65	0.08167	169.15	0.041048	7125.2	435.19	0.37235999999999997	2664.6	0.06862599999999999	1555.2	17.715999999999998	0.015837	0.0	0.015962999999999998	1114.8	0.052582000000000004	32.900999999999996	2056.7	7317.1	0.18553	0.24950999999999998	0	75.925	0.0	0.18553	2.0408	0.9276399999999999	5553.5	0.0	0.0	0.0	132.87	0.031675	1490.2	0	110.09	0.13284
TCGA-XM-A8RC	THYM_1	3035.1	2336.3	940.97	0	4020.8	1475.8	1113.8	6484.4	315.06	0.031226	0.037069	7104.8	6196.0	29.026	12755.0	771.3	0	0.0	348.31	741.48	1032.5	488.96	113.2	1005.6	6848.8	432.67	6860.2	797.42	6023.4	1116.2	1500.4	2804.7	37.205999999999996	38.789	2.1109999999999998	0.5277	1890.9	671.03	169.67	0.046007	0.029044	400.82	0.08427799999999999	0.037449	2705.0	1727.8	489.75	93.675	2812.6	0.11647	1965.1	1513.8	0.036504	0	7078.4	0.033701999999999996	1.1373	177.59	2897.1	0.028436000000000003	0.026632	708.76	2879.3	0	0.2639	2162.4	553.34	0.081851	178.38	0.10222	4110.9	196.53	0.20177	1755.3	0.044417	1484.5	48.553000000000004	0.012437	2.3749	0.014668	608.75	0.049132	15.040999999999999	778.95	4381.6	0.0	0.2139	0	51.718999999999994	0.0	0.41175	1.2353	0.68625	2132.1	0.13725	0.2745	0.0	40.109	0.023469	1284.5	0	126.13	0.12100999999999999
TCGA-XM-A8RD	THYM_1	3701.1	2576.7	1273.7	0	4032.2	3362.6	1874.8	9820.8	1730.2	0.056479999999999995	0.03528	8804.8	13058.0	285.9	21488.0	2999.2	0	0.0	371.05	1095.0	795.0	860.59	186.25	1046.1	9628.8	518.17	12090.0	413.44	8042.8	497.87	7508.6	3433.6	12.32	34.786	3.6235	0.0	6595.9	2836.1	39.134	0.025404	0.025637	694.27	0.088374	0.034912	2123.4	1924.5	690.28	19.205	6329.6	0.018718000000000002	2048.0	3211.9	0.026945999999999998	0	10883.0	0.028739999999999998	3.0199	54.353	13702.0	0.030815	0.030088999999999998	2655.7	3476.7	0	1.4494	3026.4	396.05	0.069592	101.46	0.049192	4644.6	303.55	0.11917	1691.1	0.039342	3272.8	27.539	0.0187	0.3624	0.020275	771.08	0.066015	2.5365	1107.3	4937.0	0.37559000000000003	0.16112	0	74.282	0.0	1.5024	3.0047	2.4413	4316.7	0.0	0.56339	0.1878	84.79	0.023856	1100.8	1	73.557	0.066718
TCGA-XM-A8RE	THYM_2	7525.6	3890.9	2204.3	0	5997.1	7500.7	3767.5	7.984	1988.7	0.17498	0.055227	14053.0	25296.0	1.6633	38411.0	4170.0	0	23.511	531.6	1039.9	1588.2	1148.0	264.8	1460.4	6513.6	1172.5	18906.0	1417.5	14398.0	4654.7	9914.2	5455.8	0.998	4.6574	20.625	21.623	10278.0	4031.6	164.34	0.10679000000000001	0.094924	25.615	0.073889	0.052627999999999994	3147.7	2933.8	1120.1	130.41	9045.2	0.24769000000000002	3550.2	5668.3	0.14032999999999998	0	23621.0	0.045555	10.652999999999999	128.41	20237.0	0.14454	0.089647	5047.6	7214.3	0	1.6633	5743.9	424.48	0.13969	228.21	0.15617	11374.0	398.54	0.3082	4161.0	0.093712	981.37	2.3287	0.032491	115.44	0.045409	1593.2	0.13924	86.494	1294.7	9271.8	85.39299999999999	0.33391	0	135.73	5.2666	75.801	328.97	462.89	9072.2	12.978	53.606	6.3951	168.66	0.039687	1597.5	0	126.08	0.097329
TCGA-XM-A8RF	THYM_3	2017.4	351.96	289.27	0	5642.1	425.6	443.73	15.106	145.39	0.65463	0.66587	2533.6	1950.2	0.3776	3170.3	247.73	0	25.816999999999997	165.03	2233.4	1664.7	211.1	38.141999999999996	261.71	2947.5	153.85	1941.8	1453.9	2608.8	23956.0	1080.4	720.54	3.0211	13.217	94.03299999999999	407.1	689.2	259.06	293.81	0.5827100000000001	0.38043000000000005	14.728	0.12568	0.66808	476.96	291.92	159.74	321.75	1233.4	0.68597	693.73	260.95	0.62357	1	1288.5	0.5396	0.78963	324.4	1184.3	0.73955	0.39726999999999996	350.83	895.01	1	19.637	614.43	29.834	0.58831	13.595	0.6462399999999999	1450.9	47.961000000000006	0.031716	814.58	0.055342999999999996	50.982	0.7553	0.072156	127.64	0.12852	170.69	0.6966	330.82	140.86	839.5	96.035	0.08182400000000001	0	10.952	6.6102	114.24	607.52	741.84	2401.4	21.576999999999998	74.458	13.595	4.9094	0.62166	575.91	0	154.83	0.10221000000000001
TCGA-XM-A8RG	THYM_3	745.56	51.386	45.54	0	17835.0	97.234	103.08	0.6154	43.078	0.19178	0.60349	382.17	291.39	0.0	186.78	94.772	0	16.899	134.47	18810.0	990.49	28.924	657.25	115.39	2200.7	130.84	57.54	1708.0	1417.0	18946.0	268.93	278.78	1.5385	3.077	388.32	191.39	48.925	66.156	193.54	0.10661	0.71783	19.385	0.11133	0.09214800000000001	333.86	183.7	29.846999999999998	97.541	141.54	0.49249	1144.0	61.233000000000004	0.55288	1	1.8462	0.047955000000000005	0.10547999999999999	877.57	445.55	0.28659	0.080669	85.23299999999999	521.45	0	20.616	159.7	0.0	0.35173000000000004	1.5385	0.16823	148.31	5.2309	0.018078999999999998	93.84899999999999	0.068107	4.6155	3.077	0.072015	115.39	0.16333	846.18	0.5736600000000001	356.01	51.386	225.24	62.81399999999999	0.033262	0	3.077	2.8697	80.829	292.71	566.12	1171.4	9.8844	35.552	6.5365	0.0	0.5987899999999999	338.16	0	172.31	0.22383000000000003
