PCPG	Labels	N:GEXP::MGST1:4257:	N:GEXP::ACSF2:80221:	N:GEXP::SFXN3:81855:	N:GEXP::NDUFA4L2:56901:	N:GEXP::CELF4:56853:	N:GEXP::STAR:6770:	N:GEXP::RHPN2:85415:	N:GEXP::RET:5979:	N:GEXP::CHST11:50515:	N:GEXP::NAV1:89796:	N:GEXP::AQP1:358:	N:GEXP::CPB1:1360:	N:GEXP::SHC3:53358:	N:GEXP::PTN:5764:	N:GEXP::EGFLAM:133584:	N:GEXP::CYP17A1:1586:	N:GEXP::TRIM14:9830:	N:GEXP::MTF2:22823:	N:GEXP::CNTNAP4:85445:	N:GEXP::CYP11A1:1583:	N:GEXP::CYP21A2:1589:	N:GEXP::CDH23:64072:	B:MUTA:nons:HRAS::	N:GEXP::SALL4:57167:	N:GEXP::RGS5:8490:	B:MUTA:COMP:EGFR::	N:GEXP::NTNG2:84628:	N:GEXP::TBL1X:6907:	N:GEXP::CRYBB1:1414:	N:GEXP::EPAS1:2034:	N:GEXP::PLAGL1:5325:	N:METH:cg06344807:RP11-452I5.2:TssU524:Island	N:GEXP::BMP1:649:	N:GEXP::SLC4A10:57282:	N:GEXP::FAR2:55711:	N:GEXP::ADORA2A:135:	N:GEXP::EFNB3:1949:	N:GEXP::THEM5:284486:	N:MIR::hsa-miR-202-5p:Corrected:	N:GEXP::PTPRO:5800:	N:GEXP::INHA:3623:	N:METH:cg24912904:ACTN3:TssU96:Shore	N:GEXP::EML4:27436:	N:GEXP::MID1IP1:58526:	N:GEXP::KCNB2:9312:	N:METH:cg08473199:WNT10A:TssU70:Island	N:GEXP::ASTN1:460:	N:MIR::hsa-miR-139-5p:Corrected:	N:GEXP::PNMT:5409:	N:GEXP::ALAS1:211:	N:GEXP::AADAC:13:	N:GEXP::TCHP:84260:	N:GEXP::OPRM1:4988:	N:GEXP::BCHE:590:	N:GEXP::ZNF423:23090:	N:GEXP::BLMH:642:	N:GEXP::ABTB2:25841:	N:GEXP::FLRT1:23769:	N:GEXP::GLP1R:2740:	N:METH:cg20420826:ATP1A1:TssD1:Island	N:METH:cg22395573:ARHGDIA:TssU851:Island	N:GEXP::DKK3:27122:	N:GEXP::USH2A:7399:	N:GEXP::KCNK13:56659:	N:METH:cg17808823:TMEM154:TssD223:NA	N:GEXP::EIF4E3:317649:	N:GEXP::MC2R:4158:	N:METH:cg16159491:MMP11:TssD253:Island	N:GEXP::CD83:9308:	N:GEXP::JAKMIP1:152789:	N:METH:cg24390938:ALDH3B1:TssU57:NA	N:GEXP::AQP6:363:	N:METH:cg14841337:CD247:TssD62422:Shore	N:METH:cg15573040:ST8SIA2:TssD999:Island	N:MIR::hsa-miR-1185-1-3p:Corrected:	N:GEXP::ALG3:10195:	N:GEXP::CPN2:1370:	N:GEXP::FDXR:2232:	N:METH:cg00414166:ALDH3B1:TssU130:NA	N:GEXP::GSTA3:2940:	N:GEXP::KDM3A:55818:	N:MIR::hsa-miR-138-5p:Corrected:	N:METH:cg11102611:B3GNT5:TssD79:Island	N:GEXP::RGS4:5999:	B:MUTA:COMP:EPAS1::	N:GEXP::AKAP7:9465:	N:METH:cg22627800:PLEKHA6:TssD13758:NA	N:METH:cg21714809:ARAP1:TssD265:Island	N:METH:cg16256504:WNT6:TssU388:Island	N:METH:cg22372709:NA:NA:Island	N:GEXP::MGC14436:84983:	N:GEXP::VGLL1:51442:	N:GEXP::P4HA1:5033:	N:METH:cg02453208:LRRC71:TssD775:Shore	N:GEXP::DGCR9:25787:	N:METH:cg20584198:STAC3:TssD7278:Shore	N:GEXP::PROK2:60675:	N:GEXP::EPHB1:2047:	N:METH:cg05362405:PSMB9:TssD413:Island	N:GEXP::ABCD4:5826:	N:GEXP::CLIP2:7461:	B:MUTA:COMP:RXRA::	N:METH:cg23473081:EMP1:TssU82:NA	N:GEXP::CYP11B1:1584:	N:GEXP::FAM166B:730112:	N:GEXP::UPF1:5976:	N:GEXP::SHB:6461:	N:GEXP::MGC12982:84793:	N:METH:cg02580197:SLITRK3:TssU217:NA	N:METH:cg13286351:C11orf45:TssU106:NA	I:CNVR::NMD3:51068:	I:CNVR::IFITM5:387733:	I:CNVR::ARHGEF3:50650:	I:CNVR::ZCCHC16:340595:	I:CNVR::KBTBD11:9920:	N:MIR::hsa-miR-670-3p:Uncorrected:	N:METH:cg03477792:SOWAHB:TssU273:Island	N:METH:cg06499892:NA:NA:Island
TCGA-QR-A70I	PCPG_2	0.8463	19.041	3369.5	13322.0	624.98	2.1157	540.77	2244.3	179.41	872.1	8037.8	0.0	78.281	3858.2	8454.8	0.4485	504.38	260.23	798.04	1.6926	12.517000000000001	6.3471	0	1.2694	193680.0	1	1861.0	2640.0	62.625	29071.0	56.701	0.39816	641.91	454.88	811.55	2629.8	2318.8	0.8463	-0.18977	43.16	292.81	0.090836	1222.5	405.37	54.162	0.32785	3872.2	102.22	5.9239999999999995	840.36	0.4231	374.48	6.7703	1131.5	198.45	553.47	172.64	1419.2	0.0	0.10665999999999999	0.053693	9566.0	3.3851	89.28299999999999	0.17113	1166.2	0.0	0.11988	704.53	69.818	0.17656	3.8083	0.41851000000000005	0.26865	1.8275	369.4	0.0	176.03	0.13592	0.0	2186.4	12.578	0.28781999999999996	22642.0	0	22.003	0.29325	0.31821	0.21520999999999998	0.10123	9.3091	0.0	1004.1	0.072252	104.09	0.13505999999999999	16.079	41.468	0.38099	202.26	1408.6	0	0.15685	0.0	2.5388	3168.5	209.46	20.311	0.094591	0.42983999999999994	0	0	0	0	0	0.0	0.19457	0.10552
TCGA-QR-A70J	PCPG_2	2.0294	96.905	3108.6	54753.0	1643.8	8.6251	189.24	6564.7	396.25	1865.5	38883.0	0.0	20.294	21034.0	2451.6	1.0857	679.86	327.25	4.0589	6.5956	50.653999999999996	1947.3	0	47.184	136380.0	0	2025.4	1278.5	63.927	23865.0	151.7	0.16002	1405.9	32.978	491.02	7033.5	348.05	2.5368	-0.070362	504.31	791.98	0.0533	964.49	501.78	222.73	0.16076	195.33	86.76799999999999	211.57	740.74	0.0	510.4	27.397	57.839	410.45	615.42	21.309	235.41	5.0736	0.14345	0.041207	4959.4	9.1324	176.56	0.067004	650.94	0.0	0.029513	158.29	121.26	0.083582	30.441	0.048743	0.32487	1.9667	706.24	0.0	217.66	0.084454	0.0	1905.1	7.3068	0.019469	13735.0	0	67.986	0.08340299999999999	0.080243	0.085435	0.088252	49.214	0.5074	2806.7	0.20457999999999998	659.56	0.061102	25.368000000000002	54.287	0.049331	552.0	1296.8	0	0.08276900000000001	0.5074	7.103	4570.3	229.83	48.706	0.087869	0.07183099999999999	-1	-1	-1	0	0	0.58743	0.14409	0.066686
TCGA-QR-A70K	PCPG_1	1.0309	123.2	1506.2	790.21	2626.3	6.1856	201.03	53568.0	317.01	3208.2	649.2	0.0	106.7	25072.0	11276.0	1.9897	981.44	107.73	3.0928	107.22	9.2474	4.6392	0	384.54	284050.0	0	241.75	9.7938	5.1546	2213.9	15.979000000000001	0.047751	206.19	0.0	618.51	342.26	7.732	15.464	-0.24744000000000002	1101.5	52.577	0.027476	2173.7	2287.1	86.598	0.023787	6747.9	113.68	28807.0	1191.8	0.0	1471.7	893.3	1500.5	368.04	844.85	5.1546	940.72	824.23	0.030184	0.024825	14685.0	367.53	19.072	0.041089999999999995	1158.8	0.0	0.022198	359.28	2700.5	0.041348	60.309	0.061929	0.014790000000000001	0.8796700000000001	476.29	0.0	511.86	0.06639199999999999	0.0	686.08	95.36200000000001	0.015583000000000001	22684.0	0	257.73	0.058173	0.033145	0.033836	0.06636399999999999	130.93	0.5155	326.29	0.037906999999999996	101.55	0.027544	3.6082	77.32	0.04589	494.33	1639.2	0	0.033718	0.0	1.0309	3623.2	399.49	6.1856	0.098949	0.056247000000000005	0	-1	0	-1	-1	0.0	0.032996	0.13498
TCGA-QR-A70N	PCPG_2	2.9433	47.093	3283.3	64871.0	2037.5	13.245	18.396	2287.7	195.0	2039.7	17832.0	0.7358	15.453	6202.4	2633.6	2.2075	338.36	751.29	18.396	1.4717	56.446000000000005	1835.9	0	9.5659	131150.0	0	6159.7	1541.6	91.979	11732.0	240.62	0.13848	3349.5	275.94	320.03	4522.6	770.42	1.4717	0.025032	308.31	237.68	0.045089	907.28	337.75	194.26	0.30358	517.29	136.61	51.508	294.33	0.7358	442.97	16.924	201.62	539.37	596.76	10.302	459.16	0.7358	0.15014	0.042336	3128.0	16.188	830.02	0.038083	322.3	0.0	0.024903	55.923	22.811	0.061475999999999996	84.62100000000001	0.057797	0.021248	4.6749	562.18	0.7358	460.63	0.054223	0.0	2406.2	18.382	0.014375	19443.0	0	136.13	0.097331	0.065137	0.06816699999999999	0.081571	12.509	0.0	1766.0	0.10497000000000001	428.99	0.050011	2.9433	32.376999999999995	0.05193300000000001	785.87	868.28	0	0.049966	0.0	5.8867	2735.8	286.24	90.508	0.065326	0.060374000000000004	-1	-1	-1	0	1	17.862000000000002	0.10311	0.042841000000000004
TCGA-QR-A70P	PCPG_2	1.1657	7.5769	3937.6	15795.0	952.35	15.737	444.12	71.10600000000001	20.982	427.8	2988.8	0.0	13.405	4638.2	5743.3	19.234	461.02	219.15	1309.0	2.9142	26.572	32.639	0	1.7485	143330.0	1	2834.3	3417.2	2.9142	9625.0	296.59	0.45865	589.25	502.99	435.92	913.27	2035.3	0.0	-0.24744000000000002	125.31	426.64	0.71727	608.48	40.798	23.313000000000002	0.7044	5422.7	90.861	25.061999999999998	520.47	0.0	414.46	0.5828	286.75	71.10600000000001	694.16	8.1597	129.97	0.0	0.6753100000000001	0.4104	5027.5	9.3254	150.37	0.78438	625.38	0.0	0.62542	296.08	38.467	0.71982	0.0	0.78804	0.68805	2.3438	507.07	0.0	482.59	0.56797	0.0	2487.5	0.66632	0.61198	38681.0	1	156.2	0.37126	0.77586	0.63784	0.68955	0.0	0.0	846.28	0.6358699999999999	42.547	0.67774	1.7485	103.75	0.8856700000000001	630.63	1318.4	1	0.55228	1.7485	1.7485	1878.5	8.1597	19.234	0.05571	0.6626	0	0	-1	0	0	5.2042	0.29646	0.63026
TCGA-QR-A70R	PCPG_3	31.863000000000003	52.696000000000005	1229.2	51477.0	3504.9	58.211000000000006	4.902	22596.0	44.73	3000.0	1981.0	0.6127	36.152	93.75	127.45	3.6765	500.0	186.89	2.451	6.1275	29.546999999999997	68.015	0	26.961	218850.0	1	164.83	851.1	4.2892	6742.6	54.534	0.038313	1142.2	2.451	216.51	557.57	30.024	7.9657	-0.07044500000000001	9.1912	431.99	0.040041	946.08	2092.5	265.93	0.018889	2457.1	187.6	8497.5	349.26	0.0	732.23	0.0	31.863000000000003	1088.8	385.42	200.98	2559.4	1.8382	0.036563	0.049123	13844.0	12.255	298.41	0.045381	774.51	0.0	0.029705000000000002	153.8	963.24	0.05505499999999999	55.147	0.041951	0.017388	-0.072187	697.3	0.0	148.28	0.03748	0.0	562.5	24.326999999999998	0.015565	3424.0	0	2523.9	0.06789400000000001	0.055421000000000005	0.048382999999999995	0.070145	6.7402	3.6765	297.79	0.050427	36.152	0.040316000000000005	61.275	149.51	0.049731	438.11	1107.2	0	0.043222000000000003	0.0	6.1275	4523.9	621.32	39.216	0.067027	0.062437	-1	-1	-1	-1	1	2.4953	0.15805999999999998	0.055834
TCGA-QR-A70W	PCPG_1	0.7475	10.465	1249.1	807.29	4721.9	82.22399999999999	107.64	14721.0	603.97	2879.3	895.71	0.0	124.83	1472.6	1915.1	17.252	826.73	179.4	0.0	96.426	23.314	25.415	1	897.74	148120.0	0	286.29	68.76899999999999	9.7174	2334.4	21.677	0.06349199999999999	259.38	0.0	346.84	205.56	234.71	19.435	0.0021093	118.1	101.66	0.023142	1608.6	631.63	423.08	0.018872	2390.5	26.149	25126.0	389.44	0.0	1092.1	63.537	841.68	115.11	698.9	8.2224	2832.2	1.495	0.045519	0.030733999999999997	12140.0	14.202	3.7375	0.039504000000000004	1382.9	0.7475	0.025968	269.1	3632.1	0.045969	110.63	0.048098	0.014273	0.69211	310.21	0.0	216.03	0.048764	0.0	884.28	95.416	0.017063	2025.0	0	161.46	0.03848	0.036403	0.043657	0.052309	230.23	0.0	152.49	0.04595	25.415	0.037964	14.202	8.2224	0.04042	458.21	2420.4	0	0.044538999999999995	15.697000000000001	0.7475	5605.4	304.23	8.9699	0.074891	0.05205800000000001	-1	0	0	-1	0	4.5274	0.035892	0.035812000000000004
TCGA-QR-A70X	PCPG_4	1618.1	259.57	800.0	1072.3	4088.3	14917.0	134.04	10439.0	541.49	1139.4	2455.3	237.23	56.383	11176.0	2498.9	34288.0	493.62	244.68	39.361999999999995	3829.8	11399.0	53.638000000000005	0	170.21	123660.0	0	152.13	240.43	31.915	7051.1	177.66	0.046592	773.4	6.382999999999999	410.62	240.43	231.91	48.93600000000001	7.4518	298.94	421.28	0.029501	4198.9	1167.0	228.72	0.02102	2042.5	99.221	42586.0	2198.9	307.45	785.11	97.87200000000001	46.809	502.13	485.11	464.89	800.0	44.681000000000004	0.044492000000000004	0.033875999999999996	11829.0	41.489	23.404	0.047712	2825.5	220.21	0.025976999999999997	1040.4	1768.1	0.064546	100.0	0.05411900000000001	0.016704	1.1688	469.15	3.1915	2446.8	0.044797000000000003	82.979	788.3	72.367	0.021053	1216.0	0	454.25	0.048874	0.043945	0.061551	0.063762	324.47	0.0	278.72	0.062885	48.93600000000001	0.027114999999999997	237.23	25.531999999999996	0.057897000000000004	492.55	870.21	0	0.061716	13784.0	1657.5	8828.7	361.7	36.17	0.067847	0.06460199999999999	0	0	0	0	0	0.74033	0.054876	0.084107
TCGA-QR-A7IN	PCPG_2	7.5153	37.576	2896.5	18081.0	1528.1	106.47	494.13	902.46	72.021	1113.5	4919.8	3.7576	16.283	6113.7	7346.8	269.66	616.88	373.26	641.3	50.728	76.33	24.680999999999997	0	26.303	194870.0	0	1544.4	1135.4	100.2	14724.0	338.72	0.41917	1720.4	10.02	327.48	2573.9	4215.4	4.3839	-0.24744000000000002	187.88	802.88	0.11277000000000001	1493.7	289.96	129.01	0.22629000000000002	1985.9	93.148	84.54700000000001	658.84	3.1314	725.22	53.858999999999995	41.96	755.91	739.63	145.29	925.63	1.2525	0.08539400000000001	0.11857999999999999	8716.5	74.52600000000001	124.63	0.049245	772.19	5.6364	0.052538999999999995	117.74	345.7	0.1318	12.525	0.05725	0.024935	2.157	652.58	0.6263	256.14	0.1185	0.6263	1651.5	4.5597	0.012299	20157.0	1	132.14	0.10397	0.047994999999999996	0.087293	0.16433	8.7678	0.0	613.75	0.072522	130.26	0.06869299999999999	0.6263	21.293000000000003	0.059496	630.66	693.28	0	0.11419000000000001	63.88	7.5153	2499.4	379.52	21.293000000000003	0.19158	0.1085	-1	-1	-1	-1	0	1.5721	0.079766	0.063164
TCGA-QR-A7IP	PCPG_2	4.9402	307.22	2002.6	11719.0	1274.3	62.06100000000001	511.62	1122.0	49.093	1620.4	3920.1	0.0	5.5577	1803.8	7788.5	150.51	280.66	219.53	469.01	146.66	71.558	99.421	0	10.189	196890.0	1	1501.2	3529.4	66.075	14838.0	609.98	0.44283	432.26	331.92	577.24	2067.6	2559.3	1.8526	-0.12752	62.37	547.12	0.076926	858.05	407.26	89.85	0.67148	1727.5	283.39	5.5577	841.99	0.3088	600.54	5.8665	556.39	206.25	1080.7	288.69	1098.3	1.235	0.63345	0.06308899999999999	4733.9	8.9541	83.67399999999999	0.25079	812.66	1.235	0.37334	321.11	97.569	0.071158	20.07	0.63656	0.024431	2.6180000000000003	686.38	0.6175	244.85	0.17484	0.0	2064.4	10.161	0.027674	13202.0	0	599.3	0.4375	0.44798000000000004	0.49606999999999996	0.43183999999999995	2.4701	0.6175	977.23	0.14168	452.33	0.099156	0.0	68.854	0.48428000000000004	604.55	1657.1	0	0.38445999999999997	35.508	3.0876	2349.7	106.52	60.826	0.067535	0.69102	-1	-1	-1	-1	0	1.527	0.056524	0.056733000000000006
TCGA-QT-A5XJ	PCPG_2	16.17	33.001	930.45	716.35	1111.9	9.7022	806.9	1005.1	225.74	3771.3	140.56	30.724	30.4	555.94	613.83	0.3234	535.56	230.59	9.0554	0.0	15.216	6.1448	0	47.541000000000004	12792.0	1	1204.4	1216.0	3.2341	5884.7	697.46	0.30233000000000004	388.41	2032.0	15.058	161.37	3211.8	0.3234	-0.24744000000000002	882.58	126.13	0.55512	1256.8	733.49	35.575	0.7765	2181.4	49.567	225.74	469.26	0.0	529.42	1.2936	55.303000000000004	78.91199999999999	1536.5	672.04	1445.3	4191.7	0.041299	0.1262	2098.9	136.8	7.7618	0.044920999999999996	445.33	0.0	0.027331	155.88	533.62	0.6060399999999999	0.6468	0.076498	0.7144199999999999	-0.017125	334.4	0.0	501.93	0.61241	0.0	3306.5	3.0039999999999996	0.017343	599.27	0	56.596000000000004	0.03391	0.033549	0.13407	0.092539	7.115	0.0	1411.0	0.055695	417.84	0.07980599999999999	0.3234	189.19	0.05936	1106.1	5371.2	1	0.079766	0.0	8.4086	3721.5	208.92	101.55	0.09102	0.060379999999999996	-1	-1	-1	-1	0	3.0667	0.09415499999999999	0.072911
TCGA-QT-A5XK	PCPG_1	1.0371	23.853	1186.4	203.27	3401.1	107.34	264.45	40362.0	563.65	3158.9	1095.7	0.5185	151.41	3449.8	2887.2	1.0371	1652.6	144.15	26.445	17.63	15.821	10.889000000000001	0	143.63	314440.0	0	19.704	496.76	18.149	5838.7	43.038999999999994	0.038019	326.68	16.593	707.24	210.01	12.963	23.853	-0.24744000000000002	500.39	38.372	0.026761	2524.8	958.26	1108.1	0.017433	5556.6	57.123999999999995	27715.0	727.51	0.0	974.85	219.34	1827.8	486.91	481.2	532.02	3952.3	312.68	0.049982	0.033342000000000004	26259.0	506.09	65.854	0.029138999999999998	1174.3	0.0	0.031132999999999997	589.06	2363.5	0.13874	110.97	0.048947000000000004	0.01425	1.0888	348.98	0.0	178.9	0.11544000000000001	0.0	950.48	31.694000000000003	0.014528999999999999	3577.4	0	208.45	0.041199	0.057908	0.044625	0.054143	143.63	0.0	231.27	0.0486	5.7039	0.04823	0.5185	25.408	0.050885	291.94	1571.2	0	0.033471	0.0	1.0371	14272.0	542.91	8.2966	0.06628099999999999	0.042072000000000005	-1	0	-1	-1	0	0.0	0.033174	0.054078999999999995
TCGA-QT-A5XL	PCPG_2	1.8659	55.512	2391.2	13622.0	927.38	13.995	375.52	998.28	229.51	2389.8	16802.0	4.1984	20.525	1392.5	6448.7	0.0	672.21	337.27	912.91	5.1314	13.23	242.11	0	5.1314	125730.0	0	4236.6	2029.2	72.305	23146.0	172.6	0.23064	2022.2	614.36	359.63	3267.7	2581.5	2.7989	-0.24744000000000002	795.83	280.82	0.046764	655.88	498.21	95.163	0.46248	2010.6	87.16	53.178999999999995	811.22	0.4665	319.11	66.708	535.06	466.02	818.68	13.062000000000001	1310.8	51.78	0.34021999999999997	0.06528300000000001	13356.0	58.31100000000001	527.6	0.57386	388.12	0.0	0.046095	237.44	20.059	0.11515999999999998	7.9303	0.059976999999999996	0.45631000000000005	2.7294	582.64	0.0	468.82	0.07195599999999999	0.0	1256.2	21.035999999999998	0.014650999999999999	16648.0	1	95.63	0.076166	0.058114	0.10048	0.11259000000000001	6.9973	0.0	907.78	0.059164999999999995	169.34	0.042779000000000005	0.0	200.12	0.03775	757.11	1714.3	0	0.062081	0.0	4.6649	2859.1	176.8	34.986	0.058409	0.053037	0	-1	-1	0	0	25.741	0.11473	0.18311
TCGA-QT-A5XM	PCPG_1	10.744000000000002	34.919000000000004	891.33	462.0	2134.1	158.03	76.105	33445.0	385.0	2071.4	2089.6	26.861	332.18	980.41	3700.9	46.903	1437.9	117.29	0.4477	103.86	11.222999999999999	8.9536	0	45.663000000000004	135320.0	0	47.45399999999999	731.95	13.878	7242.5	42.082	0.029513	480.81	4.4768	481.6	175.04	17.012	23.726999999999997	0.49971000000000004	466.93	83.26799999999999	0.0259	1842.2	1865.0	388.14	0.037697	6710.7	41.181000000000004	2608.2	951.76	1.7907	875.66	108.79	1118.3	616.45	385.9	829.55	2684.7	696.14	0.022744999999999998	0.041339	27840.0	135.2	21.041	0.036523	2102.8	0.0	0.02089	459.76	1339.0	0.062376999999999995	75.21	0.044071	0.015609	-0.050435	282.49	0.0	210.41	0.10884	0.0	675.1	22.584	0.013911000000000001	2569.2	0	314.72	0.03495	0.078713	0.054797000000000005	0.06460199999999999	223.84	0.4477	498.26	0.046033	20.145	0.038704	69.83800000000001	30.89	0.040681999999999996	267.26	590.49	0	0.035989	21.488000000000003	3.1337	7193.3	363.96	8.9536	0.061166	0.061776	-1	0	0	0	0	1.005	0.045269	0.067389
TCGA-QT-A5XN	PCPG_1	8.8393	7.3020000000000005	2304.7	373.17	4023.8	99.92200000000001	226.75	23660.0	441.96	3134.9	466.34	0.0	174.86	2171.0	5740.5	91.555	1374.7	117.6	371.63	20.753	38.812	3.0745	0	568.79	194400.0	0	121.06	416.98	8.4549	4409.6	20.369	0.46145	547.65	280.94	1650.3	112.22	2501.9	61.875	0.2477	258.64	195.62	0.031271	4065.3	939.65	908.91	0.015009999999999999	7954.6	65.314	26178.0	532.66	2.6902	712.25	237.51	3898.9	327.05	239.43	74.173	2684.4	14.22	0.030758999999999998	0.024487000000000002	23060.0	324.36	41.122	0.049433	1965.0	7.3020000000000005	0.029227	408.14	3320.1	0.087518	84.165	0.13135	0.013640000000000001	1.2954	296.31	1.1529	191.0	0.05574	0.0	1527.7	105.14	0.013791999999999999	12920.0	0	109.15	0.048856000000000004	0.040186	0.06879600000000001	0.065469	393.15	0.7686	313.6	0.048634	22.675	0.051942999999999996	82.243	48.038999999999994	0.072298	145.27	2127.2	0	0.33445	76.094	5.3804	8725.5	68.408	3.0745	0.08995700000000001	0.067549	-1	-1	-1	-1	-1	1.5719999999999998	0.05864400000000001	0.054939999999999996
TCGA-QT-A5XO	PCPG_1	498.47	166.5	1179.8	669.05	1572.4	4555.6	109.64	12501.0	316.17	2766.4	876.37	207.29	115.76	6512.8	1308.3	6918.2	1357.0	151.45	7.6492	1407.2	3381.8	4.5895	0	179.75	284540.0	0	295.26	528.56	20.653000000000002	6399.3	89.735	0.027631	440.59	10.964	549.16	130.78	502.55	42.835	4.06	376.85	210.61	0.022287	2161.1	1095.6	538.5	0.022987	4365.6	135.27	8767.5	3769.5	168.79	903.37	60.683	1382.2	233.3	663.44	144.06	3271.3	788.88	0.032154	0.03537	13716.0	162.42	8.669	0.039868	2546.9	132.08	0.032964999999999994	323.05	1056.6	0.038130000000000004	81.336	0.041069999999999995	0.015411000000000001	0.86411	302.14	7.3942	1206.3	0.031757	25.497	1058.1	48.661	0.016825	5827.4	0	728.71	0.056695	0.038428	0.049979	0.053457000000000005	281.49	1.2749	456.65	0.033243	5.8644	0.028827	29.066999999999997	34.166	0.084263	364.36	1020.4	0	0.030583999999999997	4528.6	377.36	3579.6	293.47	10.199	0.08338200000000001	0.051445000000000005	-1	0	0	-1	0	1.4491	0.043867	0.041017000000000005
TCGA-QT-A5XP	PCPG_1	5.0761	55.838	1036.4	1022.0	4585.4	29.611	24.535	20586.0	518.61	1855.3	1585.9	9.3063	56.684	1561.8	575.3	1.692	494.08	134.52	1.692	64.298	6.2437	24.535	0	5.0761	328860.0	0	90.525	365.48	0.846	4971.2	33.841	0.040607	258.04	221.66	546.47	137.06	49.915	9.3063	-0.10232000000000001	1401.9	27.073	0.024356	2261.4	1306.3	618.44	0.029537	6917.1	123.54	5947.6	1000.0	0.0	683.59	48.223	2407.8	1054.2	235.19	76.142	2288.5	759.73	0.034751	0.056209	39667.0	162.44	6.7682	0.045135	2151.4	0.0	0.027452999999999998	415.4	1225.9	0.040089	65.99	0.041955	0.019301	-0.24045	459.39	0.0	499.15	0.073729	0.0	884.1	53.226000000000006	0.013191999999999999	6613.4	0	453.47	0.060046	0.061236	0.055642	0.06098200000000001	834.18	1.692	343.49	0.06282599999999999	1.692	0.043064	142.98	121.83	0.052215	115.06	1991.5	0	0.043758	0.0	2.5381	5900.2	219.12	6.7682	0.083496	0.06252	-1	0	0	0	0	2.1958	0.10764000000000001	0.09246
TCGA-QT-A69Q	PCPG_3	1.1772	30.605999999999998	1142.4	4640.4	3646.8	150.09	239.55	5294.3	144.79	1314.3	2169.0	3.5315	13.537	1074.2	112.42	1.1772	662.15	235.43	1.1772	0.5886	14.485	17.069000000000003	0	4.7087	94129.0	1	68.275	115.95	1.7657	7718.7	20.6	0.033839999999999995	1244.3	23.543000000000003	178.91	83.555	4122.4	14.714	-0.24744000000000002	22.366	229.55	0.027083999999999997	1033.5	828.72	107.71	0.019864	646.85	135.86	2014.1	589.76	0.0	672.86	81.22399999999999	8.2401	863.45	398.47	23.543000000000003	1784.0	0.0	0.041594	0.036618	27601.0	1.7657	90.64200000000001	0.034824	548.56	0.0	0.034451999999999997	67.687	466.16	0.069104	18.246	0.045507	0.016913	-0.24045	559.74	0.0	70.63	0.32547	0.0	974.69	7.2582	0.016854	2720.4	0	190.7	0.056879	0.09824400000000001	0.045922000000000004	0.07156599999999999	17.657	0.0	530.31	0.055678	10.595	0.040874	4.7087	37.080999999999996	0.28659	277.22	1260.7	0	0.038114999999999996	0.0	0.0	3791.6	370.81	10.006	0.048096	0.045563	0	0	0	-1	0	6.2562	0.051476	0.06267400000000001
TCGA-QT-A7U0	PCPG_2	2.3011	54.842	2699.9	11766.0	1739.6	15.34	522.72	371.62	81.687	1328.5	2660.5	0.3835	19.942	6343.6	12360.0	0.767	631.64	360.88	927.71	1.534	3.4861	255.54	0	19.942	244210.0	0	1800.2	2124.3	131.16	14008.0	36.433	0.239	874.02	426.08	669.1	2285.2	2000.8	3.4516	-0.24744000000000002	691.47	524.64	0.030607	897.41	471.72	212.85	0.11275	3641.8	51.244	24.160999999999998	1034.3	0.0	774.32	150.34	667.69	378.91	419.94	20.709	1598.1	0.0	0.34514	0.061833000000000006	6868.6	74.78399999999999	107.38	0.14079	487.44	0.0	0.041949	306.04	528.86	0.085248	33.365	0.042975	0.40731999999999996	2.7454	586.0	0.0	263.47	0.082334	0.0	1428.2	11.995999999999999	0.016211	42417.0	1	268.84	0.099786	0.061640999999999994	0.13065	0.114	35.283	0.0	1341.1	0.26237	263.47	0.036532	14.573	61.745	0.051459000000000005	390.41	1280.5	0	0.060957000000000004	0.0	0.3835	3391.4	209.78	11.122	0.05393200000000001	0.052425	0	-1	0	0	0	4.4824	0.067264	0.055288
TCGA-RT-A6Y9	PCPG_2	20.009	17.281	2197.4	40456.0	3159.6	409.73	92.315	236.02	104.14	1701.2	2215.6	5.0023	1.819	519.33	2130.1	326.86	631.65	257.39	1001.8	63.665	276.5	18.645	0	2.2738	202590.0	0	1128.2	657.57	43.202	7586.6	42.292	0.17986	538.88	726.24	82.656	132.78	1034.6	1.3643	0.07118200000000001	22.738000000000003	144.61	0.39648	1035.5	690.77	3.1833	0.58055	2436.1	1257.6	156.89	476.58	7.7308	312.42	0.0	45.93	107.32	969.08	74.579	155.53	0.0	0.25282	0.12566	9608.9	5.457000000000001	28.195	0.61552	437.47	0.9095	0.09567200000000001	289.68	802.64	0.62988	5.457000000000001	0.10027	0.17089000000000001	1.4272	246.02	0.4548	256.94	0.5921	0.4548	939.97	6.6991	0.32405	21676.0	0	151.89	0.067835	0.05797000000000001	0.10885999999999998	0.27412	4.0928	0.0	374.72	0.063776	48.658	0.053502	0.4548	77.763	0.33913000000000004	438.38	1366.5	1	0.1892	406.09	23.191999999999997	4422.9	171.44	23.191999999999997	0.13551	0.054535	-1	0	-1	0	0	5.3221	0.10987000000000001	0.07306499999999999
