SARC	Labels	B:MUTA:COMP:TP53::	N:GEXP::ATP1B1:481:	N:GEXP::MDM2:4193:	N:GEXP::MAPK10:5602:	N:GEXP::DAB2:1601:	N:GEXP::EPM2AIP1:9852:	N:GEXP::KCNH2:3757:	N:GEXP::ITGB1BP2:26548:	B:MUTA:COMP:MACF1::	N:GEXP::MYH11:4629:	N:GEXP::CDK4:1019:	N:GEXP::TSPAN31:6302:	N:GEXP::PAPSS2:9060:	N:GEXP::COL4A5:1287:	N:GEXP::SPATA18:132671:	N:GEXP::NFASC:23114:	N:GEXP::CTDSP2:10106:	N:GEXP::ACTG2:72:	N:GEXP::EGF:1950:	N:GEXP::LMOD1:25802:	N:GEXP::PGD:5226:	N:GEXP::SYNPO2:171024:	N:GEXP::FRS2:10818:	N:METH:cg24549639:MDM2:TssU476:Shore	N:GEXP::MARVELD2:153562:	N:METH:cg05258214:STK19:TssU25:Shore	N:GEXP::CNN1:1264:	N:GEXP::S100A10:6281:	N:GEXP::CSRP1:1465:	N:GEXP::KYNU:8942:	N:GEXP::SPEG:10290:	N:GEXP::YEATS4:8089:	I:CNVR::MDM2:4193:	N:GEXP::FKBP9:11328:	N:MIR::hsa-miR-26a-5p:Corrected:	N:MIR::hsa-miR-3913-5p:Corrected:	N:GEXP::MYLK:4638:	N:GEXP::CCT2:10576:	B:MUTA:COMP:PIK3CB::	N:GEXP::PPP1R12B:4660:	N:MIR::hsa-miR-143-3p:Corrected:	N:GEXP::ASAP3:55616:	N:GEXP::KCNMB1:3779:	N:GEXP::METTL1:4234:	N:GEXP::AKAP1:8165:	N:MIR::hsa-miR-145-3p:Corrected:	N:GEXP::SORBS1:10580:	N:GEXP::TBC1D1:23216:	N:GEXP::C9orf122:158228:	N:GEXP::CYP27B1:1594:	N:MIR::hsa-miR-145-5p:Corrected:	N:GEXP::RAMP1:10267:	N:GEXP::RBM24:221662:	N:GEXP::C10orf28:27291:	N:GEXP::LOC728264:728264:	N:GEXP::LHX2:9355:	N:GEXP::MARCH9:92979:	N:GEXP::C15orf52:388115:	N:GEXP::ANXA2P3:305:	I:CNVR::FAS:355:	N:GEXP::RBM20:282996:	N:GEXP::C6orf155:79940:	N:GEXP::SLC35E3:55508:	N:GEXP::ADPGK:83440:	N:METH:cg25533943:MAP3K14-AS1:TssD1:Island	N:MIR::hsa-miR-490-3p:Corrected:	N:GEXP::C6orf147:387097:	N:GEXP::FAM119B:25895:	N:GEXP::TSFM:10102:	N:GEXP::LOC401093:401093:	N:GEXP::CAP2:10486:	N:GEXP::FBXL22:283807:	N:GEXP::NPAS4:266743:	N:GEXP::RYR3:6263:	N:GEXP::MYOCD:93649:	N:GEXP::BCAN:63827:	I:CNVR::SCHIP1:29970:	N:METH:cg03577153:ZNF350:TssU63:NA	N:METH:cg21729847:RBM6:TssU207:Shore	N:METH:cg11345918:KRTAP5-AS1:TssD1285:Shore	N:GEXP::DNAH14:127602:	I:CNVR::ELMO1-AS1:100861514:	N:METH:cg16154073:CMTM7:TssU43:Island	I:CNVR::H6PD:9563:	N:GEXP::LEFTY1:10637:	N:GEXP::RPRD1A:55197:	I:CNVR::PSEN2:5664:	I:CNVR::ZCCHC5:203430:	I:CNVR::KERA:11081:	I:CNVR::PPDPF:79144:	N:METH:cg24526499:EFNA1:TssD17:Island	N:METH:cg05270922:NA:NA:NA	N:METH:cg16346212:SEMA3A:TssU37:NA
TCGA-DX-A3M2	SARC_2	1	1169.0	653.91	13.135	17897.0	133.07	23.415	13.135	0	189.46	6546.0	1093.1	2442.6	1.1422	15.991	16.562	2668.2	3843.5	1.7133	165.62	5542.0	383.78	271.85	0.11553	0.0	0.24051999999999998	3128.5	47657.0	4406.1	603.65	4.5688	247.29	1	6771.6	1444.9	2.4766	182.75	2440.9	0	406.62	42612.0	1472.3	88.521	1207.3	266.13	24.500999999999998	37.122	1968.6	2.2844	37.122	1243.1	34.266	1.7133	215.88	69.67399999999999	3.9977	399.77	51.97	84.523	0	4.5688	2.2844	90.805	1338.7	0.10359000000000002	1.0034	4.5688	282.7	985.72	49.732	0.0	19.337	4.5688	19.989	0.0	2.8555	-1	0.07231	0.056879	0.16702999999999998	12.564	1	0.07706299999999999	0	1.7761	393.49	-1	0	1	0	0.053891999999999995	0.022155	0.039177
TCGA-DX-A3U5	SARC_3	0	480.66	23525.0	33.48	20044.0	321.41	31.805999999999997	0.4185	0	235.7	76398.0	16209.0	3680.7	12.136	434.82	16.2	62575.0	12287.0	0.0	79.096	3155.1	3264.7	7061.7	0.1533	66.541	0.47307	1636.7	9589.0	7461.4	156.94	976.77	3877.8	1	6123.0	13018.0	13.614	361.16	27646.0	1	213.01	45125.0	2809.4	20.925	7471.4	548.23	15.793	96.67299999999999	2812.3	0.0	138.52	1451.9	1.2555	0.8370000000000001	431.05	62.775	25.947	343.17	64.449	79.096	0	7.5329999999999995	5.022	2041.0	1768.4	0.62503	0.56312	0.8370000000000001	5857.3	8079.1	278.94	9.6254	9.1232	12.136	6.2775	0.4185	2.0925	1	0.089209	0.062327	0.34936999999999996	1.2555	0	0.11679	-1	692.62	854.15	-1	0	1	1	0.051266	0.44277	0.037683999999999995
TCGA-DX-A3U6	SARC_3	0	547.17	23194.0	160.62	7600.7	523.65	40.704	9.3509	0	541.57	27517.0	12749.0	2286.0	270.08	312.43	102.99	24447.0	186.47	1.1001	204.07	1980.2	721.12	6200.2	0.15118	18.152	0.095577	169.42	8093.5	2824.0	262.38	31.353	245.88	1	4085.3	6422.9	28.25	951.04	34035.0	0	1522.0	14544.0	693.62	52.255	5419.7	473.05	11.765	215.07	1890.0	1.1001	790.98	695.95	72.057	34.103	369.09	72.607	0.0	2114.4	111.66	77.008	0	13.200999999999999	13.751	804.73	2051.6	0.36878	0.15556	11.550999999999998	3511.0	5771.2	61.083999999999996	104.51	4.9505	0.0	36.854	6.6007	0.0	0	0.057024	0.053357	0.1204	38.504	0	0.081362	0	0.0	680.97	0	0	0	0	0.08100800000000001	0.01644	0.058091
TCGA-DX-A3U7	SARC_1	0	582.34	1360.3	0.4594	987.71	1032.7	12.863	110.26	0	62980.0	2342.0	241.19	91.88	235.67	14.241	238.1	4696.9	43567.0	3.6752	7783.6	982.66	16748.0	1181.1	0.13462000000000002	20.214000000000002	0.037881	40560.0	13444.0	46889.0	24.808000000000003	2266.2	485.13	0	3081.7	1149.1	2.1912	75744.0	2763.3	0	10093.0	695960.0	242.1	4307.8	218.68	3751.0	533.25	6863.9	2517.1	2.2969999999999997	9.187999999999999	10732.0	1211.9	1429.2	407.03	4573.8	567.36	334.44	1287.7	138.74	-1	229.24	10.107000000000001	136.44	658.32	0.61301	0.15556	32.875	159.87	461.24	5700.4	2697.1	896.05	195.25	271.51	1096.1	45.481	1	0.075378	0.35278000000000004	0.068195	0.4594	-1	0.13187000000000001	1	16.079	1753.1	-1	0	0	-1	0.051057	0.016921000000000002	0.059682000000000006
TCGA-DX-A3U8	SARC_2	0	2236.2	1311.2	4.787	5087.1	813.31	19.148	0.9574	1	186.14	2198.2	962.66	244.62	124.46	8.1379	20.846999999999998	4540.4	274.29	2.8722	3091.4	3031.6	1598.4	628.05	0.12775	0.4787	0.058827	150.31	3554.8	12703.0	167.07	743.42	345.62	0	6232.2	998.21	1.4036	3677.8	2430.8	0	447.1	15031.0	1227.4	359.98	206.8	334.13	30.862	2394.4	1518.4	0.0	57.922	1242.0	2244.6	758.74	382.0	112.97	0.9574	302.06	818.57	420.78	1	9.574	19.148	210.15	1708.0	0.6380899999999999	0.15556	0.9574	263.76	423.65	86.625	1662.0	51.12	6.7018	12.446	2.3935	3.3509	1	0.059632000000000004	0.053232	0.23253000000000001	4.3083	0	0.14569000000000001	0	0.4787	685.5	0	0	0	0	0.50258	0.018697	0.056044000000000004
TCGA-DX-A3U9	SARC_1	0	2050.1	1265.1	1682.6	736.53	863.07	10288.0	226.35	0	251420.0	2869.1	464.67	147.31	703.39	71.457	180.54	4077.1	81130.0	150.5	17416.0	951.7	28479.0	830.34	0.06418099999999999	8.3832	0.30141	117440.0	3637.1	89255.0	43.114	2783.2	206.79	0	3234.7	830.77	1.8771	74419.0	3142.9	0	23878.0	1203700.0	281.04	8423.1	451.5	1813.6	306.01	8904.2	4301.0	0.0	32.335	14569.0	2913.0	2136.9	166.07	3772.8	309.78	362.48	925.75	26.346999999999998	-1	109.78	13.972000000000001	152.5	597.65	0.02081	0.87671	8.5749	211.58	467.86	4602.1	1497.0	497.76	71.058	235.53	2678.2	35.529	0	0.06257	0.066457	0.04912	3.5928	1	0.15813	1	8.8024	940.92	1	-1	0	1	0.043617	0.017505	0.047899000000000004
TCGA-DX-A3UA	SARC_1	0	6883.9	2032.6	10.645	1388.8	727.61	14.402000000000001	6.8879	0	1132.7	2987.5	1315.6	937.38	11.897	217.91	593.57	5362.6	540.39	1.8785	335.0	1419.5	7115.2	535.38	0.053140999999999994	0.0	0.0358	488.42	853.48	13079.0	34.44	77.01899999999999	186.6	0	5278.0	1020.3	3.2745	1088.3	2742.0	0	503.44	32692.0	791.48	89.54299999999999	315.59	387.6	35.03	2499.7	1137.1	0.0	23.795	2145.8	97.68299999999999	3.7569999999999997	293.68	295.55	1421.4	261.12	113.34	107.7	-1	496.56	18.159000000000002	264.25	922.35	0.024883000000000002	0.15556	6.4934	283.66	381.97	25.116	40.075	15.027999999999999	0.0	21.29	10.645	2130.2	-1	0.055866	0.025131999999999998	0.063101	46.336999999999996	0	0.06715299999999999	-1	0.8265	703.82	0	-1	0	1	0.025748000000000004	0.017874	0.036344
TCGA-DX-A3UB	SARC_1	0	720.1	1119.5	123.34	1765.7	1583.5	41398.0	687.86	0	229520.0	3583.5	1781.8	482.92	2297.9	287.48	513.92	2879.5	117820.0	0.9488	19172.0	1147.1	28775.0	422.2	0.057967	28.463	0.040949	60119.0	1111.0	13871.0	139.47	6694.5	126.19	0	2370.0	621.23	2.8931	98587.0	2080.7	0	5726.8	847210.0	388.99	5231.5	385.2	2244.8	337.33	7343.4	4923.1	0.9488	10.436	13755.0	86918.0	22.77	148.01	3852.0	0.0	742.88	1297.9	15.18	0	1020.9	34.156	91.08200000000001	627.13	0.020653	91.777	5.6926	105.31	586.34	326.33	435.48	1312.5	84.44	159.39	942.12	0.9488	0	0.055720000000000006	0.14664000000000002	0.05588200000000001	36.053000000000004	0	0.086628	0	17.078	654.65	0	0	0	0	0.034937	0.062314999999999995	0.048631
TCGA-DX-A3UC	SARC_1	0	2591.5	1143.2	1388.2	929.27	1420.9	14232.0	78.691	0	307910.0	1318.3	174.18	49.513999999999996	3450.0	100.8	1566.0	3626.9	145520.0	240.5	39090.0	214.85	41455.0	871.79	0.10212	17.683	0.032041	78529.0	328.03	100180.0	33.599000000000004	11587.0	275.86	0	3629.5	280.45	0.30594	79225.0	2176.8	0	42006.0	1603600.0	194.52	6866.5	122.9	5992.0	409.42	11348.0	7901.9	114.94	3.5367	21751.0	4270.6	883.29	138.81	17155.0	858.53	185.68	3488.9	11.494000000000002	-1	53.935	31.83	152.96	607.37	0.019678	3.7898	103.35	205.13	299.74	8988.1	1065.4	1664.7	802.83	483.64	3566.8	101.68	0	0.063368	0.076667	0.04546	167.99	0	0.090727	-1	45.278999999999996	1150.3	0	-1	0	0	0.051454	0.017559	0.042821
TCGA-DX-A3UD	SARC_1	0	8082.1	1531.2	1525.1	374.81	1427.6	3788.2	207.21	0	219240.0	1412.4	285.93	53.327	1485.0	1.5236	3434.4	1677.5	34709.0	161.0	24033.0	457.08	20951.0	503.3	0.069625	1.5236	0.038082	34011.0	1053.8	76814.0	16.76	6213.3	427.12	0	770.44	576.27	1.0372	44562.0	3913.2	0	30910.0	2045200.0	245.3	7696.8	254.44	2628.8	259.0	6279.3	3241.2	135.09	19.807000000000002	9843.3	1467.2	4698.3	283.9	21171.0	6.6023	39.614000000000004	4179.8	11.681	-1	312.34	13.713	118.84	630.74	0.02295	0.15556	117.14	234.64	449.98	1234.7	1419.0	448.74	109.7	239.21	1280.3	13.713	0	0.088877	0.071277	0.33760999999999997	1.5236	-1	0.3081	0	53.301	1198.1	1	-1	-1	0	0.083759	0.014783000000000001	0.57126
TCGA-DX-A3UE	SARC_1	1	941.56	1604.3	363.29	404.17	1177.8	3428.5	37.794000000000004	0	290120.0	2898.2	831.47	36.251	1597.8	28.153000000000002	1917.1	4050.5	41795.0	57.461999999999996	26259.0	1021.6	42302.0	767.45	0.068075	18.897000000000002	0.028625	70095.0	2976.9	58382.0	2.6996	11374.0	259.93	0	2090.2	990.62	1.3329	39506.0	2273.8	0	35002.0	1567800.0	193.21	6722.3	275.74	3969.9	150.04	4814.5	1682.6	0.3857	7.3274	7623.6	2925.6	1018.5	133.44	10459.0	0.0	426.92	1196.7	24.296	-1	377.17	53.606	210.57	576.56	0.02447	0.15556	76.244	438.49	602.0	8174.2	1089.9	1118.2	347.86	595.06	3883.9	116.85	0	0.048029	0.11438	0.066979	0.0	0	0.09530599999999999	0	55.093999999999994	1652.9	0	-1	0	0	0.082665	0.015998	0.049335000000000004
TCGA-DX-A3UF	SARC_1	1	4751.1	1126.9	1192.0	1810.1	1140.0	3968.3	36.802	0	63266.0	2636.6	410.75	114.64	244.08	13.536	1119.9	4106.6	61544.0	185.28	15208.0	523.69	21157.0	566.84	0.07194600000000001	24.112	0.038060000000000004	23856.0	2452.6	50980.0	66.413	1536.8	289.34	-1	3311.8	837.85	0.25186	69658.0	2340.9	0	17532.0	1804700.0	229.27	4136.6	192.47	1423.4	61.813	5572.8	4244.9	188.66	2.9611	3301.1	1580.4	606.18	138.32	2990.3	207.28	279.61	1122.2	35.533	-1	143.4	23.266	232.23	643.78	0.064841	25.005	20.08	211.08	676.4	3122.9	703.47	296.98	21.997	240.69	1671.3	139.59	-1	0.066238	0.65074	0.065492	104.91	1	0.69571	-1	14.492	955.58	1	-1	-1	0	0.060205999999999996	0.23281	0.044765
TCGA-DX-A48J	SARC_1	1	1014.8	693.11	825.89	753.24	1724.4	1586.2	125.68	0	450130.0	1773.3	845.09	232.57	2628.8	13.360999999999999	7640.9	6095.2	73747.0	36.743	48688.0	210.02	49795.0	876.83	0.087961	3.7578	0.035651999999999996	38489.0	2024.2	103250.0	10.437999999999999	12043.0	162.0	0	2222.1	1103.7	0.43068999999999996	92706.0	1990.4	0	52210.0	1883500.0	359.08	5974.1	173.69	8775.4	25.206	39006.0	5855.9	32.568000000000005	8.3507	1374.0	4002.9	352.4	495.62	15629.0	59.29	298.12	2452.2	24.635	-1	175.78	44.25899999999999	223.8	489.35	0.0197	0.44998999999999995	18.23	511.48	434.24	1961.4	1749.9	866.97	126.1	945.3	4465.1	114.41	0	0.056902999999999995	0.38325	0.054942	1.6701	-1	0.12144	-1	38.033	1875.2	-1	-1	0	0	0.10851	0.019366	0.061464
TCGA-DX-A48K	SARC_1	0	2765.6	860.64	10.877	5981.0	707.0	8.8375	56.424	0	1079.0	2611.8	683.89	1019.7	27.872	38.749	149.61	6588.7	424.2	229.1	397.01	2369.8	13909.0	617.27	0.073238	2.7192	0.10314000000000001	248.81	9824.6	4073.4	97.213	1531.6	202.58	0	7012.9	1172.2	3.4839	4692.7	2430.3	1	2157.7	41370.0	1246.8	56.424	471.79	933.38	37.308	1216.2	2228.4	0.0	36.03	2054.0	210.74	797.42	210.06	451.39	6.1183	312.03	433.04	97.89299999999999	-1	116.25	12.237	208.02	1089.0	0.49968	0.15556	3.3989999999999996	222.3	388.17	223.94	1375.9	49.544	12.915999999999999	254.93	29.912	86.336	0	0.066438	0.18754	0.057391	45.547	0	0.10901	1	2.7192	634.94	0	-1	0	0	0.047304	0.016572	0.080638
TCGA-DX-A48L	SARC_1	1	377.02	761.46	19.645	761.93	1109.9	5569.2	515.9	0	202650.0	1736.7	715.15	94.949	1561.3	23.854	792.59	6947.1	48759.0	0.0	20481.0	592.14	12609.0	857.81	0.091725	1.8709	0.033481	34436.0	3208.1	41228.0	14.032	17142.0	248.83	-1	2310.6	1013.3	1.9528	51510.0	2261.5	0	43216.0	1564100.0	232.93	3963.1	259.12	5173.5	89.31200000000001	9755.9	2050.1	0.0	8.8868	3144.5	4249.8	1234.8	216.09	9009.8	195.04	388.21	2863.0	34.611999999999995	-1	138.45	14.032	165.11	727.39	0.021197999999999998	0.26826	33.516999999999996	441.53	403.18	3212.7	1743.7	949.43	192.24	311.97	14169.0	140.32	0	0.06450299999999999	0.29905	0.1053	0.0	1	0.093952	1	77.76	1399.9	0	-1	-1	0	0.035579	0.017162	0.05442
TCGA-DX-A48N	SARC_3	0	415.0	72008.0	402.36	6547.8	713.06	552.41	2.8947	0	718.86	43436.0	5782.7	1441.6	299.12	404.78	96.70200000000001	61032.0	386.93	7.7192	328.07	2177.8	4826.0	32383.0	0.14162	3.8596	0.12688	556.27	4543.7	1648.5	41.973	2058.6	6980.6	1	3245.9	14584.0	53.692	598.24	50059.0	0	963.94	27975.0	3397.9	24.605	5065.2	426.0	9.2932	123.51	1104.8	0.0	391.75	718.51	144.74	103.25	550.96	131.23	429.38	777.71	158.73	17.368	0	47.763000000000005	20.262999999999998	485.35	1577.9	0.016595	0.15556	37.149	5911.0	4408.1	64.012	99.867	21.228	7.7192	12.061	12.544	3.3772	0	0.067103	0.02876	0.13818	97.93799999999999	0	0.08702599999999999	0	23.944000000000003	811.0	0	0	0	1	0.046874	0.037341	0.067892
TCGA-DX-A48O	SARC_1	1	3156.4	1516.3	4172.4	633.09	1017.4	6270.9	89.883	0	252390.0	2824.6	901.0	62.961000000000006	3708.2	419.45	2573.9	4374.7	177370.0	34.736999999999995	75148.0	287.45	33260.0	626.14	0.048405000000000004	1.7369	0.031983	75466.0	1528.4	139600.0	16.066	14000.0	284.85	0	1897.1	987.69	0.62358	119800.0	2538.9	0	46388.0	1611900.0	127.66	6641.8	281.37	5812.0	190.53	9256.2	8101.2	0.8684	7.8159	6326.7	4642.2	531.48	178.46	14285.0	0.8684	410.77	1312.6	31.698	-1	96.83	22.579	179.33	476.33	0.017536000000000003	11.290999999999999	27.395	298.31	723.4	3585.5	1719.5	1848.0	155.01	356.06	3613.1	188.45	-1	0.05680399999999999	0.52925	0.08806599999999999	1.7369	0	0.10690999999999999	-1	27.108	1506.7	1	-1	0	0	0.094783	0.015956	0.050825
TCGA-DX-A48P	SARC_1	0	471.72	735.62	1168.8	2030.4	862.58	5421.8	149.31	0	277310.0	2281.0	968.14	61.816	1272.9	8.5592	2223.0	4741.3	55633.0	158.34	29113.0	394.67	46068.0	696.62	0.08805299999999999	2.8531	0.041495	69220.0	2711.8	88770.0	33.286	7382.8	259.63	0	2191.2	663.61	0.48976000000000003	85350.0	2576.3	0	39671.0	1553900.0	256.3	7285.8	242.51	4585.8	111.97	5271.0	3586.8	39.467	16.643	3379.9	2873.0	321.92	176.41	8855.0	149.79	429.86	2403.2	20.921999999999997	-1	139.8	11.412	203.52	468.06	0.023319	0.15556	40.433	581.55	620.54	4257.6	964.81	859.12	72.278	440.32	1890.6	113.65	0	0.096562	0.38626	0.056775	19.02	-1	0.11629	-1	110.85	1016.6	0	-1	0	1	0.071124	0.017377	0.047654
TCGA-DX-A48R	SARC_1	0	2682.0	879.64	223.56	409.65	904.1	2134.7	1482.4	0	257150.0	1446.8	243.89	13.02	3951.4	13.655	876.32	3813.6	87021.0	26.358	25641.0	117.5	15389.0	676.4	0.061301999999999995	84.471	0.038965	45659.0	2218.5	115900.0	9.2093	10725.0	265.8	-1	2175.9	296.49	0.5332100000000001	156790.0	1633.8	0	60455.0	1988800.0	114.0	7701.2	96.539	6874.2	191.39	15784.0	4263.6	0.0	8.8917	10118.0	2304.5	2504.6	206.73	7403.6	610.35	182.91	1114.3	17.148	-1	87.012	20.959	217.53	362.93	0.025937	2.9264	57.012	76.215	350.9	1772.4	2037.8	1694.5	442.68	400.44	15259.0	48.269	-1	0.062987	0.053687	0.033574	1.2702	0	0.10164	-1	19.003	1204.2	1	-1	-1	0	0.033703	0.02839	0.037351999999999996
TCGA-DX-A48U	SARC_1	1	4438.6	949.5	2204.8	558.21	1887.9	6902.4	85.46799999999999	0	612560.0	2214.6	1190.3	50.747	4657.1	105.05	1763.4	6812.1	139590.0	77.9	62596.0	142.0	65443.0	865.36	0.082233	0.4451	0.030026999999999998	83983.0	4083.8	162670.0	9.3481	11973.0	234.59	0	1525.5	1075.9	0.20558	169370.0	2096.2	0	53634.0	1638900.0	237.26	7930.7	93.035	8609.1	179.26	11284.0	5667.1	3.116	4.8966	4612.9	3604.8	669.5	249.73	8366.5	7.1223	369.47	3525.1	16.916	-1	131.32	41.398	243.05	399.74	0.019353	12.911	49.18	478.98	574.24	9532.0	1613.7	1659.0	116.63	683.3	2860.9	147.79	0	0.09527999999999999	0.069525	0.065569	0.0	-1	0.13663	-1	39.155	1728.9	0	-1	0	0	0.084463	0.016064	0.04405
TCGA-DX-A6B7	SARC_1	1	1693.5	811.76	481.51	175.63	1256.3	4365.1	81.513	0	528170.0	2631.5	653.36	26.471	3161.3	32.773	4336.5	3591.2	178200.0	10.924000000000001	44692.0	243.7	62078.0	713.45	0.08770800000000001	1.6807	0.029276999999999997	68910.0	752.1	134670.0	7.9832	6354.6	364.29	0	3361.3	576.91	0.43582	103810.0	2718.5	0	31912.0	986620.0	69.748	8946.6	192.86	4031.5	229.24	9338.7	6134.4	0.8403	5.4622	8649.0	5605.9	1114.3	152.52	8966.0	186.56	407.14	827.73	16.387	-1	83.193	186.56	215.97	386.0	0.028908	0.15556	10.084	384.03	626.47	3096.2	2511.8	748.14	86.975	287.39	1974.0	78.571	0	0.14389000000000002	0.041343	0.066355	0.8403	0	0.11763	-1	40.269	1567.2	0	-1	0	0	0.041799	0.25931	0.055521
TCGA-DX-A6B9	SARC_1	0	115.75	811.09	680.37	1152.9	998.15	9953.8	813.86	0	699220.0	2115.9	1459.6	216.63	27.714000000000002	202.77	2013.3	6042.5	197480.0	10.162	34828.0	1318.7	35004.0	330.72	0.033943	26.79	0.03257	122900.0	1650.3	66664.0	50.346000000000004	6912.7	165.82	0	5723.3	497.56	1.524	141250.0	2312.7	0	44298.0	1555600.0	294.69	14572.0	328.87	6026.3	253.47	15231.0	5462.8	81.755	2.7714	10609.0	7809.2	234.18	154.73	5155.7	0.4619	661.89	2568.1	15.704	-1	129.33	94.226	305.77	212.93	0.012743	6.1965	19.935	175.52	759.35	1349.6	2481.3	640.24	37.413000000000004	329.79	4669.8	168.59	0	0.15078	0.014776	0.065597	60.04600000000001	0	0.078686	0	2.7714	1495.2	0	-1	0	0	0.013550999999999999	0.022587	0.081091
TCGA-DX-A6BA	SARC_1	1	1181.8	985.96	915.27	831.47	1382.7	4583.6	129.71	0	259700.0	2061.5	310.43	109.67	660.95	11.295	756.78	4641.9	82308.0	156.67	18376.0	573.14	39257.0	681.35	0.097423	78.337	0.032926	52877.0	2686.4	66916.0	42.994	3378.0	268.53	-1	4619.3	462.35	0.30894	89135.0	2331.2	0	46457.0	1488600.0	404.44	5346.2	174.16	3416.2	205.26	11756.0	4084.1	44.086999999999996	1.8218	11639.0	3914.7	807.05	200.76	1499.0	435.04	265.25	752.04	30.241999999999997	-1	60.119	18.947	210.96	401.16	0.016728	10.205	14.392000000000001	176.35	491.52	1681.7	1592.2	702.18	72.143	127.89	2742.9	7.2872	0	0.10067000000000001	0.43768999999999997	0.078224	4.7367	0	0.10857	-1	25.374000000000002	720.34	-1	-1	-1	0	0.028297000000000003	0.026666000000000002	0.076988
TCGA-DX-A6BB	SARC_1	1	2985.3	640.37	1401.5	831.34	960.28	7428.2	27.203000000000003	0	291770.0	2601.7	1049.5	67.465	2143.1	20.675	1870.9	3463.6	253480.0	51.141999999999996	60478.0	186.62	21804.0	390.1	0.075014	4.8966	0.023618	79960.0	2472.8	91042.0	13.058	8569.6	250.82	0	2787.3	641.67	0.2836	51607.0	1842.2	0	32808.0	1325600.0	147.99	8083.2	303.05	4889.6	255.68	7833.5	4527.8	28.836	5.4407	10753.0	7857.4	359.63	170.29	5855.3	712.19	510.34	3286.7	20.131	-1	176.28	40.805	147.99	285.04	0.013553	6.9328	11.735999999999999	482.05	727.42	7926.7	470.08	868.14	77.258	353.1	1475.5	451.58	0	0.048477	0.14465999999999998	0.067064	2.7203	1	0.11835999999999999	-1	13.058	918.39	0	-1	0	1	0.025217	0.013086000000000002	0.24008000000000002
TCGA-DX-A6BE	SARC_3	0	503.3	26793.0	69.767	4720.9	387.38	27.906999999999996	3.3223	0	2510.0	66364.0	19229.0	1915.6	596.68	603.99	156.29	17589.0	835.22	15.947000000000001	488.37	1937.5	1273.8	2928.2	0.35578000000000004	5.3156	0.059071000000000005	882.39	8152.2	4575.4	188.04	299.67	1642.5	1	11542.0	4859.8	13.13	944.19	9748.8	0	684.38	30106.0	2015.3	162.79	9747.5	750.17	12.062000000000001	400.0	2815.9	0.0	172.09	396.47	103.65	15.947000000000001	459.8	81.063	3.9867	6621.3	127.58	71.096	0	77.741	18.605	6630.6	1710.6	0.066304	0.38168	6.9767	3357.5	4513.4	62.95	188.7	19.269000000000002	1.9934	22.590999999999998	7.309	41.861000000000004	0	0.061225	0.054582000000000006	0.061952999999999994	43.18899999999999	0	0.098077	0	7.0897	415.28	0	0	0	0	0.014785	0.015437000000000001	0.13091
TCGA-DX-A6BF	SARC_3	0	839.55	20222.0	402.22	9354.0	601.48	1.8536	2.7804	0	169.22	143190.0	21684.0	811.86	14.829	215.01	9.2678	10779.0	156.63	0.0	39.852	3394.8	345.69	7609.8	0.11528	40.779	0.072087	396.66	9675.6	3119.6	288.23	176.09	3608.0	1	2596.8	7038.8	30.055	106.58	44413.0	0	631.14	10529.0	3267.8	24.096	408.71	349.4	2.0417	16.682000000000002	1429.1	0.0	15.755	114.98	38.925	0.9268	492.12	33.364000000000004	260.43	5437.4	75.99600000000001	75.07	-1	3.7071	3.7071	69.509	1772.0	0.043913	0.15556	12.048	321.59	477.29	59.602	1.8536	4.6339	0.0	15.755	0.0	6.4875	0	0.3533	0.045103	0.08654400000000001	16.682000000000002	-1	0.08691	0	13.902000000000001	426.32	-1	0	-1	0	0.017218	0.01583	0.078376
TCGA-DX-A6BG	SARC_3	0	1085.0	43771.0	15.757	6206.5	639.84	5.0647	9.0039	0	1534.0	42764.0	15019.0	3786.2	423.19	880.13	135.66	44600.0	2224.0	14.069	782.22	3081.0	1043.3	3094.5	0.13004000000000002	31.514	0.12659	1355.7	1655.0	6257.7	111.99	320.2	2825.0	1	7409.1	7881.3	7.2891	4146.3	4325.3	0	1239.7	212190.0	407.43	127.74	3801.3	384.92	30.113000000000003	265.05	3131.7	0.0	2152.5	1304.4	124.93	18.008	367.47	348.9	4.502	2467.6	168.26	46.145	0	72.031	17.445	778.84	2103.6	0.017763	0.15556	9.5667	4343.3	7027.6	196.88	192.46	29.601	1.6882	22.51	21.947	2.251	0	0.071737	0.036291000000000004	0.05241900000000001	39.955	0	0.079055	0	4.5751	698.93	0	0	0	0	0.04478	0.016207	0.054501
