ESCC	Labels	N:GEXP::SPARC:6678:	N:GEXP::AKR1C3:8644:	N:GEXP::IGF2:3481:	B:MUTA:LOF:HIST1H3C::	N:GEXP::AKR1C1:1645:	N:GEXP::TUBB6:84617:	N:GEXP::KRT8:3856:	N:GEXP::SLPI:6590:	N:GEXP::C3:718:	N:GEXP::DSP:1832:	N:GEXP::MGST1:4257:	N:GEXP::CLCA2:9635:	N:GEXP::CLU:1191:	N:GEXP::AKR1C2:1646:	N:GEXP::C4A:720:	N:GEXP::TXNRD1:7296:	N:GEXP::UGT1A6:54578:	N:GEXP::GSTA1:2938:	N:GEXP::PPL:5493:	N:GEXP::CLDN1:9076:	N:GEXP::GAPDH:2597:	N:GEXP::LGALS3BP:3959:	N:GEXP::DHCR24:1718:	N:GEXP::SPRR3:6707:	N:GEXP::GNAS:2778:	N:GEXP::HSPB1:3315:	N:GEXP::HSP90AB1:3326:	N:GEXP::B2M:567:	N:GEXP::AKR1B10:57016:	N:GEXP::LAMB3:3914:	N:GEXP::EPS8:2059:	N:GEXP::PKM2:5315:	N:METH:cg08195943:TRH:TssD955:Island	N:GEXP::A2ML1:144568:	N:GEXP::MYL9:10398:	N:GEXP::SPRR1A:6698:	N:GEXP::LCN2:3934:	N:GEXP::C7:730:	N:GEXP::HLA-B:3106:	N:GEXP::TPT1:7178:	N:GEXP::KRT16:3868:	N:GEXP::SERPINA3:12:	N:GEXP::GJA1:2697:	N:GEXP::TUBB2A:7280:	N:GEXP::HLA-A:3105:	N:GEXP::ALDOA:226:	N:GEXP::KLK10:5655:	N:GEXP::RBP1:5947:	N:GEXP::LY6D:8581:	N:GEXP::UBC:7316:	N:GEXP::SMARCD3:6604:	N:GEXP::GPC3:2719:	N:MIR::hsa-miR-221-3p:Corrected:	N:GEXP::ACTG1:71:	N:GEXP::TMSL3:7117:	N:GEXP::CYP4F11:57834:	N:GEXP::MATN2:4147:	N:GEXP::HSP90AA1:3320:	N:GEXP::C6orf168:84553:	N:GEXP::OLFM1:10439:	N:GEXP::TMBIM6:7009:	N:GEXP::STK32B:55351:	N:GEXP::MYH14:79784:	N:MIR::hsa-miR-203a:Corrected:	N:GEXP::XIST:7503:	N:GEXP::SERPINB5:5268:	N:GEXP::SMARCA2:6595:	N:GEXP::RHOD:29984:	N:GEXP::NEFL:4747:	N:GEXP::MCF2L:23263:	N:GEXP::SPRR1B:6699:	B:MUTA:LOF:PODXL::	N:METH:cg23706497:OTX2:TssD123:Shelf	N:GEXP::WNK2:65268:	N:GEXP::CEL:1056:	N:GEXP::SHH:6469:	N:GEXP::IRF6:3664:	N:GEXP::FERMT1:55612:	N:GEXP::TCF4:6925:	N:GEXP::TMEM51:55092:	N:GEXP::NTS:4922:	N:METH:cg07222309:MIR3663HG:TssD3812:Shore	N:GEXP::GLI2:2736:	N:GEXP::RAB6B:51560:	N:GEXP::SEL1L3:23231:	N:GEXP::DSG2:1829:	N:GEXP::ALCAM:214:	N:GEXP::SCN9A:6335:	N:GEXP::NDRG4:65009:	N:METH:cg12049688:RNF220:TssD5833:Shore	N:GEXP::CALB1:793:	N:GEXP::SYNPO2:171024:	N:GEXP::C9orf167:54863:	N:GEXP::TUB:7275:	N:GEXP::LRIG1:26018:	N:GEXP::SYNM:23336:	N:METH:cg07344528:RP11-24M17.4:TssU30:NA	N:GEXP::BDKRB1:623:	N:GEXP::FAM83A:84985:	N:METH:cg17205316:OTX2:TssD1781:Island	N:GEXP::TLE2:7089:	N:GEXP::PI3:5266:	N:GEXP::UGT1A7:54577:	N:GEXP::PKN1:5585:	N:GEXP::RNF222:643904:	N:GEXP::CDC42BPA:8476:	N:GEXP::LRP1B:53353:	N:GEXP::KIAA1549:57670:	N:GEXP::FAM69B:138311:	N:METH:cg13880950:RNF220:TssD5725:Shore	N:GEXP::GNG5:2787:	N:METH:cg20701977:NA:NA:Island	N:GEXP::RHCG:51458:	N:GEXP::PPP2R2C:5522:	N:GEXP::GEFT:115557:	N:METH:cg14868994:RP11-89K21.2:TssU136:Shore	N:GEXP::NUCKS1:64710:	N:METH:cg27061249:PHACTR2:TssU151:Shore	N:MIR::hsa-miR-129-5p:Corrected:	N:GEXP::DSG1:1828:	N:GEXP::NPDC1:56654:	N:GEXP::DEPDC7:91614:	N:GEXP::ABHD2:11057:	N:GEXP::ABCA2:20:	N:METH:cg20264068:CR1L:TssD142:Island	N:METH:cg05372242:SFTA3:TssU507:Island	N:METH:cg26053083:CALCB:TssD69226:Island	N:METH:cg09427998:LINC01097:TssD2527:Shore	N:GEXP::EHD4:30844:	B:MUTA:LOF:PTPRD::	N:MIR::hsa-miR-5589-3p:Corrected:	N:GEXP::PHC3:80012:	N:METH:cg08749108:RP11-175E9.1:TssD7720:Shore	N:GEXP::KATNAL2:83473:	N:GEXP::CDC14B:8555:	N:METH:cg22009488:NA:NA:Island	N:METH:cg02427443:COMMD4:TssU31:Island	N:GEXP::LMBR1:64327:	N:GEXP::GATS:352954:	N:GEXP::CEP68:23177:	N:GEXP::FAM190A:401145:	N:GEXP::CABYR:26256:	N:GEXP::GANC:2595:	N:GEXP::COCH:1690:	N:GEXP::JAKMIP3:282973:	N:GEXP::DDX60L:91351:	N:GEXP::WDSUB1:151525:	N:GEXP::RGS9:8787:	N:METH:cg07214715:ST3GAL5:TssU210:Shore	N:METH:cg18807485:LHX5:TssD6993:Island	N:GEXP::PRKAA2:5563:	N:GEXP::SLCO4C1:353189:	N:GEXP::NUDT7:283927:	N:GEXP::RHOQ:23433:	N:GEXP::PANX2:56666:	N:GEXP::PITPNM1:9600:	N:GEXP::PRKG2:5593:	N:GEXP::AKR1C4:1109:	N:GEXP::RHOG:391:	N:GEXP::GNG10:2790:	I:CNVR::RHOV:171177:	N:METH:cg15438207:NA:NA:NA	N:METH:cg14475758:HLA-DMA:TssD6:NA	N:GEXP::SDK1:221935:	N:GEXP::MED8:112950:	N:METH:cg03778788:RP5-921G16.1:TssU70:Island	N:GEXP::LOC100130093:100130093:	N:GEXP::PNLIPRP3:119548:	N:METH:cg14971325:LINC01586:TssD49:Island	I:CNVR::MGA:23269:	N:METH:cg16899280:TGFB2-AS1:TssD442:Shore	N:GEXP::RPS6KB2:6199:	N:GEXP::GPR85:54329:	I:CNVR::RHOD:29984:	I:CNVR::NBAS:51594:	I:CNVR::PAXIP1-AS2:100132707:	I:CNVR::AKIRIN1:79647:	I:CNVR::SYT12:91683:	I:CNVR::GRB14:2888:	I:CNVR::C11orf86:254439:	I:CNVR::C3orf79:152118:	I:CNVR::GALNT3:2591:	I:CNVR::HIST2H2BA:337875:	I:CNVR::LINC00624:100289211:	I:CNVR::HIST2H2BF:440689:	I:CNVR::NDUFS5:4725:	N:METH:cg12311600:ARL17B:TssU305:Island	N:METH:cg24294989:CAMTA1:TssD895330:Island
TCGA-L5-A4OM	ESCC_1	4614.1	480.74	94.35799999999999	0	2505.8	2188.7	3646.9	3835.6	1379.7	82553.0	1418.5	11918.0	3281.0	3623.1	252.82	2227.5	491.41	11.708	9113.7	6741.5	29457.0	2895.9	11877.0	5061.5	11956	19591.0	40220.0	11292.0	1519.9	15884.0	907.58	25326	0.3268	6007.1	885.11	17943.0	6154.7	785.57	5062.5	23792.0	27696.0	2293.3	8217.6	1014.3	8538.1	15792.0	3924.0	3523.5	2834.2	24333.0	86.205	127.4	371.42	68999.0	7354.1	217.6	619.6	44893.0	384.22	43.042	14786.0	8.2078	8643.9	28170.0	19639.0	11476.0	2252.0	455.74	277.32	895.85	18223.0	0	0.38881	790.42	141.84	2.6487	5169.3	3281.3	1665.1	299.78	518.79	0.18365	426.59	430.66	816.05	6587.2	6434.6	130.2	537.49	0.49792	55.81100000000001	1608.7	276.23	556.56	2370.7	1547.2	0.37853000000000003	103.71	3376.6	0.45198	381.67	7277.3	0.74422	778.36	23.217	2231.2	18.375999999999998	409.16	140.24	0.55467	889.87	0.039737	6530.5	963.95	345.73	0.088812	17114.0	0.092614	1.8969	46.63399999999999	321.57	109.83	5423.9	1323.3	0.054421000000000004	0.087873	0.23754	0.36989	1070.5	1	0	3855.4	0.1484	70.638	760.27	0.43298000000000003	0.28957	931.73	567.51	1624.9	47.967	121.18	363.69	66.417	22.3	511.44	286.51	9.3876	0.078323	0.041849000000000004	412.13	14.952	91.30799999999999	1103.5	381.89	1611.9	101.26	0.35106	762.05	167.87	-1	0.09062200000000001	0.1448	1198.7	530.34	0.019193	78.959	28.514	0.20037	-1	0.028061000000000003	763.67	3.7233	1	1	-1	1	1	1	1	1	1	1	1	1	1	0.014646000000000001	0.018769
TCGA-L5-A88S	ESCC_1	60522.0	632.5	2771.7	0	1018.0	6417.5	2255.9	10651.0	30324.0	31523.0	311.36	30502.0	6054.4	1163.4	50326.0	1287.1	7.3387	0.96888	3760.4	1760.0	58338.0	12438.0	5264.2	1838.4	22280	37007.0	57362.0	56307.0	6200.8	15726.0	895.62	54411	0.1224	653.69	46600.0	6066.5	85.501	2735.8	18110.0	68477.0	45616.0	1441.6	14650.0	3046.8	21799.0	28631.0	1381.8	2105.8	130.39	45349.0	323.64	153.72	112.31	78104.0	77607.0	316.37	1573.3	21347.0	284.34	481.15	15107.0	86.118	872.61	4008.4	3.1129	5775.8	2080.8	659.25	2626.1	801.77	13426.0	0	0.031186000000000002	760.81	5.305	0.0	1079.7	953.21	1730.2	254.81	2.181	0.23449	260.48	241.4	1278.0	2234.5	3333.9	60.098	196.22	0.05965	7.8443	18297.0	433.49	255.2	1858.7	31084.0	0.027735000000000003	167.82	527.32	0.049329000000000005	514.12	9829.3	1.1243	1588.9	29.156999999999996	1574.4	1.1603	102.41	91.551	0.51682	2223.8	0.037199	3862.0	2520.4	901.86	0.25825	7610.5	0.052201	1.9826	2240.0	1002.8	104.8	3403.7	1117.8	0.023971	0.26629	0.23513	0.04434	1566.4	0	0	7741.8	0.021822	29.006999999999998	317.78	0.29585	0.017258000000000003	569.8	117.94	511.54	8.1275	18.980999999999998	318.76	26.226	11.487	401.79	136.94	50.434	0.063486	0.14375	298.45	2.0644	92.785	2461.6	166.93	1385.6	49.257	0.6272800000000001	1125.6	455.51	1	0.040067	0.026927999999999997	641.27	938.22	0.037195	53.711000000000006	222.92	0.32738	-1	0.040142000000000004	851.5	33.535	0	0	-1	0	0	1	0	1	1	-1	-1	-1	0	0.014976	0.018351
TCGA-L5-A88Z	ESCC_1	9767.4	20720.0	969.03	1	46140.0	2462.0	3003.6	8767.5	434.86	82654.0	6452.9	5640.0	15201.0	49442.0	1211.3	11202.0	2343.8	10942.0	5323.4	2865.1	43748.0	7307.1	1178.6	38929.0	23717	50495.0	43604.0	12099.0	104390.0	7063.6	1791.7	29127	0.5937399999999999	10242.0	996.82	35721.0	5448.6	21.076999999999998	3460.4	58231.0	62196.0	90.775	16426.0	1874.3	5833.7	23357.0	19099.0	1155.8	5345.2	76215.0	233.09	196.43	206.65	72895.0	21161.0	8978.8	2221.4	43440.0	405.24	2035.7	16030.0	177.54	32803.0	195830.0	841.69	17098.0	2567.4	1544.5	3584.1	356.04	18482.0	1	0.48285	295.03	56.477	11.217	4446.6	3324.4	3210.0	80.866	6875.2	0.72795	1742.1	1413.9	937.98	3512.7	3572.5	4809.0	3913.2	0.81224	251.63	558.31	98.209	164.14	1416.1	472.86	0.028292	114.99	119.01	0.11215	148.59	136170.0	1666.3	1113.0	15.954	1494.6	36.188	270.6	343.59	0.71558	821.38	0.42631	17044.0	3473.7	317.61	0.59715	13864.0	0.044243	13.339	1004.1	598.69	35.073	5618.2	1568.7	0.6028600000000001	0.7692	0.48913	0.50415	1830.2	0	0	1781.7	0.042845	68.07	387.7	0.7922399999999999	0.068625	1267.4	215.17	464.72	122.66	1215.7	401.17	1163.4	240.61	250.53	318.75	33.016999999999996	0.40521	0.097308	100.32	69.847	154.22	2154.8	763.05	1028.6	57.786	1.9914	1449.4	393.14	0	0.059061	0.041024	1851.8	576.37	0.12799000000000002	57.748999999999995	1.8112	0.081295	0	0.84398	620.47	291.41	0	0	0	-1	0	0	0	1	0	1	1	1	-1	0.44881000000000004	0.021269
TCGA-L5-A8NK	ESCC_2	4644.2	551.88	257.03	0	843.87	4756.5	1762.2	8296.5	2440.9	143590.0	1752.0	19105.0	4021.1	1066.8	1278.7	1060.3	694.95	4.0767	91216.0	5908.1	35256.0	7381.5	21275.0	279790.0	18392	40307.0	30041.0	45119.0	5548.1	9469.4	584.6	33200	0.45003000000000004	45192.0	2766.6	33868.0	5028.4	450.7	14234.0	54468.0	40775.0	367.45	6771.1	1576.2	14687.0	17284.0	4917.1	1204.7	22871.0	42369.0	134.4	147.86	564.22	76246.0	19734.0	37.555	822.06	40992.0	67.263	286.16	25761.0	19.902	10368.0	78935.0	6209.1	13321.0	3101.7	2158.7	522.01	362.94	34995.0	0	0.070186	188.73	191.84	0.17429	3207.6	1624.1	1061.9	515.21	26.399	0.12136	66.962	126.76	674.19	4761.5	3136.0	22.095	1238.9	0.053233	6.7794	3198.5	483.88	96.09700000000001	844.91	2126.4	0.014912	208.25	5815.9	0.050881	187.34	8246.9	466.24	299.96	237.81	913.71	3.5977	48.071000000000005	39.858000000000004	0.052585	1771.9	0.024113	64809.0	2102.3	123.3	0.22563000000000002	10505.0	0.030488	1.0731	9121.8	280.3	202.55	3152.0	730.07	0.09936	0.31212	0.2187	0.031744	1127.8	0	0	1582.4	0.13944	47.581	296.61	0.030042000000000003	0.017072999999999998	811.27	77.669	540.24	38.701	25.199	649.36	24.528000000000002	6.5718	697.74	166.77	15.06	0.037156	0.048606	337.49	7.6835	78.678	719.86	27.665	1811.9	37.054	0.036881	1019.5	292.01	0	0.042395	0.019114	114.82	816.57	0.015962	27.346999999999998	154.64	0.10197	0	0.021471	1403.7	14.970999999999998	1	-1	-1	0	1	-1	1	0	-1	0	0	0	0	0.0093527	0.012988999999999999
TCGA-L5-A8NQ	ESCC_2	6429.3	733.35	338.6	0	1708.9	8261.0	2915.0	25320.0	6337.7	104760.0	4166.5	13637.0	23614.0	2690.3	8210.5	1049.3	267.16	44.216	50910.0	6617.9	63185.0	13537.0	18929.0	167060.0	14656	79693.0	36127.0	84374.0	10894.0	12694.0	441.25	57842	0.053831	25255.0	13467.0	70826.0	3681.9	702.27	66639.0	72896.0	273860.0	916.8	6527.7	10560.0	51267.0	25866.0	9714.2	1987.0	31330.0	49508.0	205.93	38.644	371.01	138620.0	35182.0	658.44	629.3	27656.0	99.102	203.43	16830.0	31.705	10943.0	64964.0	2.3523	14042.0	1196.2	3382.5	120.1	566.48	80095.0	0	0.034383	544.5	47.373999999999995	5.6826	1962.4	2760.3	450.35	373.42	49.342	0.09588300000000001	105.78	85.97399999999999	948.27	1952.2	1093.4	6.7644	1117.3	0.11625999999999999	2.9089	5790.0	668.19	79.752	954.42	5260.1	0.025963	234.15	3009.0	0.060025	356.01	10340.0	188.4	788.89	208.24	626.82	1.1779	76.191	68.237	0.2365	2667.7	0.032631	86375.0	2372.6	226.06	0.20540999999999998	4043.3	0.06331200000000001	0.32136	3667.6	1051.0	126.08	1989.0	647.6	0.17024	0.12075	0.24128000000000002	0.045605	2236.1	0	0	972.38	0.028301999999999997	7.558	181.28	0.028051	0.019791999999999997	563.36	30.495	444.45	8.2554	23.134	547.68	6.6529	4.7733	626.81	85.741	7.1698	0.048577999999999996	0.065296	76.29	8.5825	48.873999999999995	582.67	89.363	3008.1	10.449000000000002	0.036881	1969.1	304.56	0	0.052788	0.096472	423.5	1300.1	0.029029000000000003	37.373000000000005	85.773	0.097288	0	0.040465	2739.8	11.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016515000000000002	0.031249000000000002
TCGA-L7-A56G	ESCC_2	10601.0	302.23	369.96	0	234.8	4513.2	1237.2	8499.1	487.32	97544.0	972.97	15117.0	865.63	717.62	644.66	1461.3	110.15	31.281	53763.0	5295.8	92128.0	8996.4	11344.0	163020.0	24069	16203.0	38424.0	33859.0	3295.2	8602.3	1562.3	42421	0.028799	20865.0	954.03	32826.0	5126.2	4.5054	13165.0	50810.0	116040.0	264.98	7774.8	2491.5	15403.0	26947.0	7916.5	1703.8	8412.2	38478.0	303.47	22.401	539.48	116490.0	9561.1	278.38	1056.4	27121.0	263.74	272.79	14685.0	8.182	8534.2	128850.0	12.231	9105.7	1932.0	887.55	291.64	313.88	30840.0	0	0.42973	311.43	7.0436	250.07	3155.4	2493.3	789.04	453.1	0.66562	0.1494	327.51	305.27	892.2	2731.9	720.03	6.5802	1090.4	0.10729000000000001	1.4409999999999998	1314.6	275.25	185.19	2026.7	960.77	0.016123	298.25	2858.4	0.40126	180.18	15340.0	12.716	432.4	205.22	1024.8	11.945	522.89	121.88	0.32031	1316.2	0.030527999999999996	61087.0	3069.8	178.11	0.22401999999999997	13739.0	0.047708999999999994	2.3304	2735.3	353.65	89.52	2329.6	1052.3	0.052739999999999995	0.22408000000000003	0.07591200000000001	0.19009	1228.0	0	0	1730.0	0.30401999999999996	27.829	269.92	0.61353	0.015037	1593.7	87.471	744.85	38.255	53.623999999999995	533.68	244.34	19.973	414.94	135.69	1.1351	0.03717	0.049454000000000005	67.751	4.6217	24.053	664.42	158.51	1140.9	4.6160000000000005	0.036881	861.77	300.65	1	0.02816	0.065555	689.4	722.2	0.081721	43.633	349.68	0.064604	1	0.025166	673.24	12.76	1	1	1	1	1	0	1	1	0	1	1	1	1	0.010373	0.01444
TCGA-LN-A49K	ESCC_1	7640.2	6039.5	1276.1	0	23644.0	2529.6	8535.3	2413.6	3972.7	39694.0	2745.2	7156.2	3392.5	16519.0	8867.5	10477.0	2693.2	8.1606	8059.0	5002.0	47009.0	10747.0	5115.9	1665.2	21685	14290.0	40544.0	50165.0	19952.0	10570.0	1252.3	22034	0.32924000000000003	1662.4	11959.0	5196.7	1096.1	1627.8	28872.0	36320.0	12447.0	383.94	3967.3	732.81	22937.0	22461.0	4748.7	710.58	1482.3	48568.0	201.23	681.14	147.85	75336.0	12101.0	6346.6	2837.9	31203.0	681.66	2817.3	10745.0	35.795	10220.0	31809.0	2503.1	9388.0	4553.1	269.14	1668.2	983.79	9508.3	0	0.62554	1765.9	42.187	24.228	4081.7	2179.1	3910.6	101.51	1720.2	0.56882	1515.2	1534.5	2208.7	4776.1	5605.6	2068.6	1267.1	0.54366	66.752	16066.0	105.13	390.62	3585.3	17736.0	0.025772000000000003	60.995	1608.8	0.62084	179.88	10276.0	2004.7	2022.8	12.286	2248.0	556.36	282.82	321.1	0.47952	874.08	0.027452999999999998	5773.7	872.0	531.98	0.40799	21231.0	0.16122999999999998	2.738	121.51	631.87	62.31100000000001	5224.6	1418.6	0.41063	0.5989399999999999	0.50776	0.10044	1288.7	0	0	3698.0	0.40342	141.21	540.36	0.59003	0.044128	1317.0	235.66	1814.7	143.54	638.92	621.78	988.07	272.67	531.42	263.8	51.86600000000001	0.27053	0.053487	465.78	4.0822	93.906	1908.1	525.32	798.8	104.58	7.3413	803.86	345.19	0	0.046698	0.062308	880.78	447.9	0.18694000000000002	75.615	6.8662	0.43498000000000003	0	0.6299600000000001	695.37	12.709000000000001	1	1	1	-1	1	1	1	1	1	1	1	1	-1	0.01408	0.03098
TCGA-LN-A49L	ESCC_1	19854.0	30.76	432.83	0	106.84	1444.6	39491.0	2973.3	1616.6	73440.0	4602.3	4436.4	887.65	197.43	1711.7	2059.4	3.8106	4.527	1520.2	96.76299999999999	23498.0	6606.9	11769.0	1.0881	21552	25400.0	32293.0	42490.0	1527.0	1406.4	1707.1	22027	0.78761	199.4	2512.8	92.412	103.77	98.72	21535.0	17218.0	7276.7	368.16	1107.3	1819.1	11157.0	16636.0	319.29	2716.3	1596.8	27134.0	118.4	37.196999999999996	298.44	53316.0	10615.0	77.423	290.58	29656.0	135.11	30.986	23798.0	20.473	1260.6	51391.0	12.43	846.4	1172.0	156.79	1.7915	825.07	517.88	0	0.27426	1736.3	7295.7	0.0	4451.0	784.65	997.61	463.36	2.1631	0.14492	38.145	101.3	1192.2	3935.9	1641.4	9.0805	94.93799999999999	0.23655	0.86295	1414.6	126.92	194.02	2078.2	1249.3	0.025287999999999998	14.991	423.95	0.30346999999999996	957.31	13.155	0.89002	1206.4	16.599	2549.9	2.5202	514.83	148.08	0.67891	2380.8	0.035795999999999994	213.58	105.29	215.74	0.6875600000000001	11619.0	0.13463	3.0767	16.259	163.58	34.742	1280.4	530.95	0.7311300000000001	0.40284000000000003	0.45873	0.16654000000000002	902.41	1	0	1767.6	0.51727	62.705	193.44	0.37526	0.015971	580.38	198.6	783.23	58.828	307.52	326.24	787.65	4.6603	168.03	230.62	4.6803	0.062739	0.061736	384.86	166.59	82.12200000000001	1271.1	15.543	519.45	28.871	0.036881	606.18	206.09	-1	0.061374	0.058566	204.8	660.64	0.43285	44.386	3.7164	0.38055	-1	0.044028	344.67	22.146	-1	1	-1	1	-1	-1	-1	1	-1	1	1	1	1	0.020165	0.019105
TCGA-LN-A49M	ESCC_2	20952.0	1728.4	6791.7	0	3478.1	7619.9	1581.6	10884.0	582.93	172170.0	17.307000000000002	41340.0	2422.7	2513.9	1047.6	1363.0	2.0233	0.96888	7721.8	7030.2	26906.0	19850.0	22693.0	298.64	18514	24668.0	47168.0	15441.0	3000.3	34734.0	226.44	67633	0.027712999999999998	4771.9	1224.7	35575.0	51.403999999999996	2.4219999999999997	4376.1	18326.0	368270.0	110.43	57783.0	7708.7	4480.5	27094.0	8908.0	2952.7	22863.0	52423.0	36.537	11.575	483.98	84889.0	18666.0	219.69	253.26	48478.0	31.151999999999997	200.43	16434.0	14.96	5002.6	160350.0	6.3053	11716.0	1005.2	3160.1	2034.7	96.94	69853.0	0	0.022476	234.83	26.561	0.11054000000000001	2748.1	2305.0	1201.1	790.11	0.28010999999999997	0.080963	328.9	67.37100000000001	344.05	2667.8	1187.8	9.6583	1794.7	0.033712	7395.3	416.8	800.09	21.034000000000002	338.51	970.17	0.021449	186.19	5964.6	0.031468	42.141000000000005	10457.0	0.5786600000000001	286.13	336.85	1094.0	0.010121	20.576999999999998	38.741	0.32675	2088.9	0.034897000000000004	10400.0	2574.1	171.76	0.06378500000000001	9936.3	0.029283	0.36665	23786.0	228.25	191.95	2385.7	298.21	0.01949	0.11145	0.081245	0.044314	1750.1	0	0	1872.3	0.019013	15.559000000000001	286.52	0.022084	0.014202000000000001	899.74	46.631	332.8	0.0	52.938	507.54	12.602	7.7268	2403.9	139.46	9.8786	0.028487000000000002	0.049210000000000004	8.021	0.0	84.146	1138.3	297.46	848.49	4.6261	0.36754000000000003	824.05	269.35	0	0.030568	0.07651000000000001	288.35	1498.0	0.017776	8.2695	861.24	0.057385000000000005	0	0.022893	1013.4	18.487000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013162	0.3759
TCGA-LN-A49N	ESCC_1	45824.0	1559.1	1078.0	0	1666.9	2523.5	486.23	499.32	5606.8	48049.0	950.7	18231.0	5725.3	3406.8	15611.0	4655.3	749.22	34.841	4845.6	22762.0	26512.0	9902.8	12864.0	316.64	13671	19743.0	18449.0	68032.0	1645.0	25716.0	1171.5	31230	0.047271	256.88	14253.0	622.64	3269.2	2151.7	24106.0	23723.0	29987.0	1523.4	25082.0	829.12	17997.0	9753.6	559.4	1789.5	9402.5	41232.0	126.91	383.19	202.92	54480.0	19307.0	49.803000000000004	2254.4	29931.0	381.41	368.76	14637.0	197.73	4665.8	9999.6	9.5717	6278.6	5559.1	538.39	241.05	325.04	4337.0	0	0.095054	989.58	510.19	1.4128	3672.6	2069.5	2110.3	344.81	811.32	0.092567	463.86	295.63	1189.2	3098.9	5969.7	287.79	1221.1	0.19730999999999999	347.67	14874.0	184.14	131.48	2180.5	16150.0	0.028738	146.62	5646.2	0.07654	138.34	1390.8	19.267	1000.5	9.5538	1686.5	6.71	90.648	64.751	0.45253000000000004	1058.1	0.034627	3894.1	918.28	541.11	0.15791	11357.0	0.10053	1.2925	67.688	493.09	97.042	5119.4	1233.1	0.028741000000000003	0.41916000000000003	0.1324	0.11092	1439.1	0	0	4218.7	0.028825999999999997	47.354	556.24	0.02667	0.016064	1091.9	151.91	1355.3	42.806999999999995	67.835	494.48	89.051	106.1	1184.7	202.58	79.403	0.053511	0.10027	494.39	34.82	144.5	1500.3	607.92	1003.9	63.327	0.036881	574.52	477.49	0	0.039138	0.034392	1756.9	530.48	0.19397	58.297	73.639	0.36619	0	0.028945	460.31	38.553000000000004	0	0	0	0	0	0	0	1	0	0	0	0	0	0.041149	0.021518000000000002
TCGA-LN-A49O	ESCC_2	9904.4	134.4	1952.2	0	456.59	4429.9	7681.7	833.76	138.99	63456.0	18.961	3239.6	214.29	77.729	330.34	805.3	0.13422	0.96888	5226.2	4698.5	95794.0	12298.0	2174.0	0.0	11863	14647.0	27424.0	86804.0	1000.6	28271.0	653.43	35055	0.059815999999999994	2028.3	567.68	1764.5	2.0918	4.2309	32623.0	29171.0	69959.0	15.462	19557.0	886.05	22515.0	21206.0	541.51	2266.9	5257.0	20640.0	21.866	14.032	669.53	106330.0	31987.0	0.8396299999999999	392.96	96447.0	93.28399999999999	337.19	15770.0	12.104000000000001	2417.2	66032.0	0.46563999999999994	16093.0	1887.2	983.48	1248.1	30.434	4572.0	0	0.027257999999999998	246.27	8.5296	0.0	2635.2	1615.2	736.61	512.11	0.0	0.5455800000000001	22.491999999999997	45.132	1017.9	4792.9	4041.9	29.730999999999998	83.92299999999999	0.22165	3.3588	179.26	182.36	57.098	1315.7	497.39	0.022226	159.57	4348.0	0.044994	27.539	141.16	0.0	330.42	4.8701	596.54	0.58478	195.24	38.141999999999996	0.15024	1479.0	0.06341000000000001	75.604	3936.8	91.412	0.1729	7929.9	0.09904299999999999	1.1829	7627.8	209.18	130.54	3710.0	479.29	0.42554	0.57481	0.05430700000000001	0.12991	1675.6	0	0	1855.2	0.11735	42.986999999999995	549.91	0.65347	0.019427	657.67	47.28	400.7	0.0	50.199	922.43	30.145	0.57814	3222.9	94.74	7.3499	0.28195	0.09213099999999999	4.9416	0.9988600000000001	28.133000000000003	631.24	91.34299999999999	757.32	1.9714	0.036881	844.66	581.62	0	0.048246	0.018209	479.9	733.92	0.016124	16.762	2.9171	0.099664	0	0.034983999999999994	662.31	16.173	0	0	-1	0	0	0	0	1	0	-1	-1	-1	0	0.019554	0.015134
