THCA	Labels	N:GEXP::FN1:2335:	B:MUTA:COMP:BRAF::	B:MUTA:nons:BRAF::	B:MUTA:HOTS:BRAF:pV600:	N:GEXP::CLDN1:9076:	N:GEXP::NQO1:1728:	B:MUTA:HOTS:NRAS:pQ61:	N:GEXP::IGF1R:3480:	N:GEXP::C17orf28:283987:	B:MUTA:nons:NRAS::	B:MUTA:COMP:NRAS::	N:MIR::hsa-miR-3074-5p:Corrected:	N:GEXP::PRR15:222171:	N:GEXP::PDK4:5166:	N:GEXP::PROS1:5627:	N:GEXP::RET:5979:	N:GEXP::TMEM116:89894:	N:MIR::hsa-miR-21-5p:Corrected:	B:MUTA:COMP:HRAS::	N:GEXP::TACSTD2:4070:	N:GEXP::ETV5:2119:	N:MIR::hsa-miR-96-5p:Corrected:	N:GEXP::RPS6KA2:6196:	N:GEXP::MDFIC:29969:	N:GEXP::ATRNL1:26033:	B:MUTA:nons:HRAS::	N:GEXP::STON2:85439:	N:GEXP::TMEM215:401498:	N:GEXP::PLEKHA6:22874:	N:GEXP::PTPRE:5791:	N:GEXP::RUNX2:860:	N:GEXP::TMPRSS6:164656:	N:GEXP::CLCN2:1181:	N:MIR::hsa-miR-125b-1-3p:Corrected:	B:MUTA:HOTS:HRAS:pQ61:	N:GEXP::C15orf23:90417:	N:GEXP::PDLIM4:8572:	N:GEXP::HGD:3081:	N:GEXP::B3GAT1:27087:	N:GEXP::AGPAT5:55326:	N:MIR::hsa-miR-195-5p:Corrected:	N:GEXP::ENTPD1:953:	N:GEXP::MTRF1:9617:	N:GEXP::PLCH2:9651:	N:MIR::hsa-miR-6715a-3p:Corrected:	N:GEXP::AHNAK:79026:	N:METH:cg07809452:FGFRL1:TssD873:Island	N:GEXP::ETV6:2120:	N:GEXP::SLIT1:6585:	N:GEXP::EPHA1:2041:	N:GEXP::PVRL4:81607:	N:GEXP::RBPJ:3516:	N:GEXP::LRRK2:120892:	N:MIR::hsa-miR-7704:Corrected:	N:GEXP::LOC389332:389332:	N:GEXP::KLHDC8A:55220:	N:GEXP::FAM176A:84141:	N:GEXP::DUSP2:1844:	N:METH:cg25339408:AC016700.5:TssD987:Island	N:GEXP::NSUN5P2:260294:	N:GEXP::POLG2:11232:	N:METH:cg01037890:PHYHIPL:TssD29:Island	N:GEXP::HDHD2:84064:	N:GEXP::RPS6KL1:83694:	N:MIR::hsa-miR-92b-5p:Corrected:	N:METH:cg15816267:HLA-E:TssD758:Island	N:GEXP::CRYL1:51084:	N:MIR::hsa-miR-335-5p:Corrected:	N:MIR::hsa-miR-485-5p:Corrected:	N:GEXP::HSF4:3299:	N:METH:cg02604675:HELT:TssU1194:Shore	N:METH:cg04655365:SERF2:TssD468:Shore	N:METH:cg27015057:SPRY4:TssD37:Island	N:GEXP::NSUN5P1:155400:	I:CNVR::CRELD2:79174:	N:GEXP::KCNAB1:7881:	N:GEXP::LLGL1:3996:	N:METH:cg11203377:MDK:TssU256:Island	N:GEXP::C15orf43:145645:	N:METH:cg00860370:RP11-153F1.1:TssU15:Island	N:METH:cg06161720:SNX6:TssU81:Island	N:GEXP::FAM153B:202134:	N:GEXP::C1orf130:400746:	N:GEXP::LOC150197:150197:	N:GEXP::KCNV1:27012:	N:GEXP::PDIA5:10954:	N:GEXP::GABRB3:2562:	I:CNVR::SPECC1:92521:	N:GEXP::TRIP12:9320:	N:GEXP::ZP4:57829:	N:METH:cg18695917:FSTL5:TssU154:NA	I:CNVR::KMT2C:58508:	N:METH:cg19557422:BTBD10:TssD658:Shore	N:METH:cg27243389:ALOX5:TssD26:Island	N:METH:cg04028010:BCR:TssD76:Shore	N:METH:cg07307975:CTD-2589M5.5:TssD684:Island
TCGA-DJ-A13U	THCA_1	166620.0	1	1	1	10214.0	2510.2	0	4014.5	336.06	0	0	6.5574	292.58	758.07	9398.2	8.0897	177.97	144020.0	0	1791.5	2150.8	17.487000000000002	6623.4	1224.2	6.0672	0	131.12	240.33	93.031	1203.3	293.92	919.86	129.1	4.3716	0	287.86	2476.1	105.84	1201.7	430.44	21.13	3519.3	67.077	68.425	1.4572	13438.0	0.034928	678.86	1492.5	172.58	668.07	526.84	4381.2	5.1002	2.6966	618.18	202.92	54.605	0.099259	269.86	108.2	0.034338	1177.7	15.842	1.4572	0.089237	931.32	18.944000000000003	0.0	117.01	0.090349	0.045541000000000005	0.021511000000000002	92.35700000000001	0	126.06	1072.2	0.08945399999999999	0.0	0.028419999999999997	0.23051	21.572	575.38	12.472000000000001	23.258000000000003	349.54	170.22	0	3581.4	0.0	0.07850900000000001	0	0.050064	0.033634	0.087055	0.058164
TCGA-DJ-A13W	THCA_2	1003.0	0	0	0	233.1	976.79	0	1788.1	1080.7	0	0	9.5841	32.291	2260.3	297.68	2.0182	198.79	35414.0	0	117.05	902.12	31.947	4136.2	808.27	5.0454	0	1391.5	0.0	31.281999999999996	124.12	22.2	0.0	74.672	8.5192	0	612.51	39.354	868.82	64.581	214.93	45.79	2033.3	158.43	1680.1	11.714	6419.8	0.066915	838.55	80.727	344.1	33.3	4991.9	41.372	2.1298	0.0	5.0454	3.0272	58.527	0.44732	446.0	114.03	0.083861	762.87	91.82600000000001	0.0	0.35791	593.34	63.361000000000004	0.0	618.57	0.33928	0.39963000000000004	0.29956	191.73	0	1081.7	196.77	0.25084	0.0	0.018837	0.076718	1.0091	314.83	95.863	7.0636	174.57	116.04	0	1449.0	0.0	0.096576	0	0.39688	0.1149	0.17595	0.11442999999999999
TCGA-DJ-A13X	THCA_1	447340.0	1	1	1	7760.6	1429.9	0	3734.7	452.03	0	0	3.3802	4760.1	6263.1	6838.7	21.355999999999998	105.81	92328.0	0	22183.0	2728.7	5.8385	7614.3	2086.4	8.4129	0	109.37	51.448	892.74	2177.0	563.99	296.07	102.9	3.6875	0	379.87	2597.6	122.31	1073.6	400.91	52.547	7211.7	60.184	106.45	0.46093999999999996	35122.0	0.059319000000000004	850.02	625.13	282.48	855.2	600.87	13615.0	3.8411	0.6471	88.65899999999999	407.05	966.19	0.051552	322.76	92.542	0.10844000000000001	1281.3	55.007	0.15365	0.11517000000000001	762.98	27.963	0.0	39.845	0.099092	0.035443999999999996	0.024364	110.98	0	371.46	1584.9	0.073956	0.0	0.069481	0.25361	0.3236	232.97	12.296	15.208	381.17	295.75	0	4280.5	0.0	0.14095	0	0.074003	0.094177	0.21299	0.068379
TCGA-DJ-A1QD	THCA_1	707200.0	1	1	1	22431.0	1020.9	0	3243.7	474.0	0	0	2.5967	890.85	5768.1	12310.0	17.358	149.01	218900.0	0	14247.0	2405.2	19.527	6668.0	2449.6	10.682	0	192.0	16.555999999999997	492.42	2881.4	229.92	1808.7	106.55	4.1548	0	526.34	3128.4	74.771	964.28	578.68	41.548	4352.2	58.482	154.62	0.41548	25573.0	0.018494	741.3	342.33	341.55	821.42	640.36	5900.5	2.2851	0.8011	392.82	613.66	33.914	0.046936	177.24	69.163	0.032452999999999996	992.86	25.636	0.31161	0.060153	808.87	14.749	0.20774	48.887	0.067477	0.040208999999999995	0.022878	63.823	0	104.95	1122.9	0.07058500000000001	0.0	0.017905	0.059725	1.8693	508.98	2.4034	65.692	469.19	54.743	0	4482.5	0.0	0.042769999999999996	0	0.053965	0.016943	0.031669	0.05171900000000001
TCGA-DJ-A1QE	THCA_1	1227200.0	1	1	1	17641.0	372.82	0	4409.2	278.78	0	0	2.0094	1926.1	3152.7	14669.0	61.358999999999995	113.38	320640.0	0	24736.0	1612.0	10.800999999999998	5889.4	3031.9	4.6686	0	419.51	244.44	698.29	3121.3	579.24	3727.2	113.71	5.9026	0	317.47	3936.6	46.019	1953.8	408.17	16.075	3336.1	59.358000000000004	55.023	0.0	38092.0	0.018000000000000002	1076.8	291.12	334.47	1461.6	702.63	2895.5	0.6279399999999999	0.0	891.37	1019.1	170.74	0.047661	148.76	74.69800000000001	0.040935	815.67	15.005999999999998	0.25117	0.12365999999999999	975.74	16.326	0.37676	41.361000000000004	0.06462799999999999	0.046924	0.018569	76.032	0	38.683	1356.9	0.07271699999999999	0.0	0.015556	0.19826	2.6678	372.15	2.6678	21.009	509.88	84.70200000000001	0	4592.2	0.0	0.043082	0	0.050345999999999995	0.25731	0.20909	0.053325
TCGA-DJ-A1QF	THCA_1	378500.0	1	1	1	11161.0	1085.6	0	5161.5	393.37	0	0	1.9828	891.9	5007.7	10898.0	39.27	151.09	171490.0	0	12848.0	2629.1	4.7918	6269.9	1982.6	7.3215	0	189.92	2005.7	1037.2	2171.8	771.87	1134.4	70.109	4.1309	0	372.73	2825.2	33.724000000000004	1081.2	508.74	23.794	8721.0	68.778	4.2154	0.0	49633.0	0.052699	958.68	258.46	239.61	668.26	776.31	7056.9	2.3133	0.6656	287.98	369.4	153.09	0.056718	125.24	84.531	0.059534000000000004	1263.3	27.955	0.16523	0.1686	876.81	17.184	0.0	59.717	0.09472	0.078488	0.57896	43.042	0	256.03	1535.8	0.09816799999999999	0.0	0.033047	0.6037600000000001	0.2219	339.9	9.9839	43.707	368.3	288.87	0	5186.8	0.0	0.051213	0	0.099386	0.033489	0.054094	0.44397
TCGA-DJ-A1QG	THCA_3	5850.7	0	0	0	6705.6	4901.4	1	1579.9	586.11	1	1	6.2347	93.75	36364.0	1424.3	4.8611	227.08	58964.0	0	458.33	2593.8	29.694000000000003	6600.7	633.33	45.138999999999996	0	203.47	70.139	111.81	586.81	55.556000000000004	3.4722	84.72200000000001	0.7397100000000001	0	839.58	84.72200000000001	325.69	577.78	686.81	36.668	6511.1	96.52799999999999	9.7222	3.8042	8021.5	0.14435	866.67	1827.0	65.278	157.64	680.56	28722.0	2.0078	16.667	318.75	13.194	10.417	0.064601	192.12	95.139	0.054217999999999995	1799.3	48.611000000000004	0.42268999999999995	0.13455999999999999	1275.0	30.855999999999998	0.0	168.69	0.11388	0.08504	0.018047999999999998	84.02799999999999	-1	1202.1	295.14	0.37585	0.0	0.014411000000000002	0.073702	0.6944	1690.3	4.1667	34.722	258.33	341.67	0	3500.0	0.0	0.09208	0	0.068071	0.018096	0.21023000000000003	0.039324
TCGA-DJ-A1QH	THCA_1	1154600.0	1	1	1	17850.0	1023.2	0	3789.0	485.9	0	0	1.2786	934.69	5891.7	18028.0	159.3	150.17	316860.0	0	16275.0	2104.9	22.162	7407.9	3329.9	8.8502	0	218.11	33.973	490.19	2376.1	603.24	2862.6	109.34	5.5404	0	355.15	4521.6	44.536	763.4	462.78	14.206	6278.2	58.81100000000001	162.73	0.14206	16571.0	0.022831999999999998	997.5	226.09	187.28	981.51	674.61	5743.2	4.546	0.5710000000000001	509.31	595.82	74.513	0.033805	198.81	90.786	0.058743	1074.0	46.535	0.56825	0.18503	1335.0	16.905	0.0	41.356	0.10605999999999999	0.036785000000000005	0.021628	69.66	0	37.97	1478.8	0.067079	0.0	0.012482	0.14520999999999998	1.4274	453.64	8.2792	39.683	383.41	7.9937	0	4109.6	0.0	0.3026	0	0.051798000000000004	0.021047999999999997	0.31767	0.032618
TCGA-DJ-A1QI	THCA_1	662480.0	1	1	1	17799.0	753.31	0	3535.0	311.28	0	0	1.2033	8322.3	35668.0	10788.0	63.641999999999996	107.12	201420.0	0	25714.0	2922.8	15.342	4937.9	4076.9	7.2464	0	457.47	966.92	481.1	2744.8	607.12	1264.3	104.28	11.13	0	189.98	4792.4	22.999000000000002	1045.7	702.9	34.895	11924.0	65.532	8.5066	0.0	28443.0	0.015543000000000001	1026.8	1297.0	202.27	1004.4	619.09	9143.7	1.9553	1.2602	433.21	551.36	252.05	0.043969	210.38	109.64	0.041638999999999995	1155.0	28.04	0.30082	0.07392699999999999	742.91	18.651	0.0	19.647000000000002	0.051779	0.034143	0.019257	84.751	0	944.87	1387.5	0.064552	0.0	0.013068999999999999	0.084368	0.6301	178.95	4.4108	50.725	446.44	10.712	0	4264.6	0.0	0.07828500000000001	0	0.049422	0.050654000000000005	0.025465	0.043312
TCGA-DJ-A1QL	THCA_2	6934.6	0	0	0	102.75	561.19	0	2314.1	843.49	0	0	25.55	46.424	765.66	542.07	7.5098	392.22	47108.0	0	71.685	1241.5	22.206999999999997	2686.1	675.88	13.995999999999999	0	858.85	3.4136	37.549	138.93	9.8993	11.606	225.64	3.8205	0	514.76	36.184	1836.8	480.29	312.68	18.625	3447.0	84.656	2228.7	18.625	9143.2	0.23959	701.14	461.17	561.53	151.22	446.49	202.42	0.47756000000000004	1.0241	10.241	4.4376	8.5339	0.12157000000000001	401.78	132.45	0.13957	1168.8	89.094	0.71635	0.27546	981.74	53.965	0.0	347.16	0.090563	0.25617	0.018552000000000003	177.85	0	3352.4	620.92	0.28445	0.0	0.011999	0.049833999999999996	8.8752	800.82	119.82	7.5098	1230.6	460.15	0	1997.3	0.0	0.051222000000000004	0	0.06476699999999999	0.038012	0.25677	0.060688
TCGA-DJ-A1QM	THCA_1	527390.0	1	1	1	8336.6	2175.1	0	2945.4	559.25	0	0	5.4571	1137.3	1378.3	3858.2	129.19	207.43	209150.0	0	5481.3	1219.8	11.732999999999999	4986.5	1956.7	14.073	0	466.37	138.76	342.53	1439.6	344.5	1443.6	91.75299999999999	3.0014	0	288.77	1833.9	1371.0	371.52	467.77	41.065	4158.2	81.903	104.42	3.6836	17324.0	0.031454	1069.5	163.52	381.93	460.74	615.82	2118.8	1.0914	9.5694	905.15	255.0	101.04	0.12344000000000001	152.48	102.17	0.029372000000000002	1135.1	47.001999999999995	0.54571	0.093514	929.64	15.552999999999999	0.0	36.943000000000005	0.10822999999999999	0.07262300000000001	0.049131	67.54899999999999	0	884.32	947.93	0.081835	0.8444	0.046145	0.11444000000000001	1.9702	218.41	19.983	25.049	1022.5	810.86	0	3615.2	0.0	0.038218	0	0.068302	0.038923	0.084745	0.08754400000000001
TCGA-DJ-A1QN	THCA_1	507680.0	1	1	1	17282.0	1397.7	0	3699.9	440.04	0	0	2.2983	8780.9	3748.9	9041.4	386.27	136.25	172710.0	0	19757.0	4312.6	15.935	3773.1	3558.9	7.0698	0	197.53	1478.9	900.22	2323.4	1014.0	621.71	78.839	7.9673	0	203.52	3394.8	30.206999999999997	1082.5	707.19	15.475	3968.5	49.489	105.62	1.6854	21050.0	0.017882	812.17	7269.9	243.59	902.15	666.7	12446.0	1.379	0.8569	1319.5	399.98	79.48100000000001	0.035869	298.04	149.11	0.030747000000000003	1120.2	20.352	0.0	0.073064	1215.2	19.459	0.0	52.343999999999994	0.064432	0.034723000000000004	0.018144999999999998	98.76299999999999	-1	534.52	1550.6	0.068863	0.0	0.012863	0.061725	5.7844	425.9	14.995999999999999	43.276	444.75	146.11	0	3624.9	0.0	0.047725	0	0.11749000000000001	0.071815	0.08702599999999999	0.055432
TCGA-DJ-A1QO	THCA_1	1084900.0	1	1	1	16712.0	1330.4	0	2558.3	468.1	0	0	3.0345	608.01	927.41	8806.4	4.8394	111.75	254750.0	0	20773.0	1773.9	20.775	5826.7	2218.7	10.999	0	304.44	85.79	205.46	1336.1	110.43	1759.3	102.95	3.9682	0	506.38	2244.6	97.228	2395.1	429.39	43.65	3396.8	61.593	156.62	0.0	25567.0	0.016799	946.33	113.07	419.71	1167.2	491.42	2325.1	3.2679	1.3198	253.85	503.3	38.275	0.046749	278.36	84.03	0.038814999999999995	835.46	47.95399999999999	0.70027	0.055126999999999995	902.33	16.573	0.0	79.899	0.08591599999999999	0.025727	0.015588	84.47	0	33.876	1135.1	0.069717	0.0	0.008739700000000001	0.054187	0.4399	195.78	9.6788	53.674	446.55	59.393	0	3620.3	0.0	0.0345	0	0.050004	0.012891	0.031863999999999996	0.045663
TCGA-DJ-A1QQ	THCA_1	315640.0	1	1	1	14992.0	774.72	0	6386.8	622.24	0	0	2.2315	2588.2	666.79	7778.7	51.793	123.14	251310.0	0	6726.9	2191.6	14.133	7318.4	2730.2	7.6059	0	448.03	492.21	461.43	2444.8	430.28	2143.4	94.531	8.3308	0	287.94	1766.0	34.408	1736.0	634.91	47.306999999999995	11601.0	74.611	209.71	0.14876	35980.0	0.01876	1030.4	1205.0	315.46	539.3	777.25	4268.7	1.4876	0.0	1079.0	639.99	26.802	0.049651	268.74	94.169	0.05360499999999999	938.07	27.164	0.8925799999999999	0.072491	703.01	19.488	0.14876	45.461999999999996	0.10457000000000001	0.043538	0.020469	74.973	0	164.07	1222.0	0.072308	0.0	0.008373100000000001	0.08316	0.7244	237.23	13.039000000000001	28.250999999999998	634.19	183.63	0	4384.6	0.0	0.049506	0	0.056478	0.013644	0.086975	0.18139
TCGA-DJ-A2PN	THCA_1	317730.0	1	1	1	11035.0	1464.0	0	4128.9	465.79	0	0	2.3695	1909.1	3035.9	7724.1	11.261	154.53	219100.0	0	17607.0	1757.1	15.472000000000001	6586.4	2423.7	12.825	0	456.71	49.111999999999995	389.77	1101.1	255.88	1593.2	99.476	8.0843	0	429.81	1449.0	68.507	1967.6	565.57	66.347	4251.8	78.204	237.12	0.27876999999999996	28294.0	0.027844999999999998	869.01	22.21	387.58	610.93	601.24	2672.1	4.7391	1.2513	418.24	533.98	158.6	0.083954	376.89	111.05	0.097207	1248.1	14.39	0.41815	0.06942000000000001	828.03	13.66	0.0	84.664	0.17033	0.033510000000000005	0.018213999999999998	162.66	0	146.4	876.83	0.084117	0.0	0.055221000000000006	0.08621799999999999	1.2513	246.19	16.892	45.983999999999995	449.83	54.743	0	3792.9	0.0	0.10209	0	0.052489	0.023443000000000002	0.063127	0.062352
TCGA-DJ-A2PO	THCA_1	143420.0	0	0	0	10028.0	2321.0	0	4775.3	367.58	0	0	1.5304	2235.2	1134.3	5954.8	81.406	171.06	244190.0	0	8551.9	2885.1	4.5912	5785.2	2232.7	5.0206	0	175.72	1174.5	434.28	1520.5	657.7	865.34	82.84	4.5912	0	402.37	1780.5	68.49600000000001	966.83	718.31	21.12	5065.8	70.64699999999999	175.36	0.91824	29062.0	0.018847	988.7	3246.2	280.08	649.1	621.84	8442.5	2.9078	0.0	586.34	228.08	154.92	0.04629	327.72	102.92	0.071412	1141.5	20.441	1.2243	0.13557	1267.0	20.813000000000002	0.0	96.579	0.08859299999999999	0.089568	0.019305000000000003	163.53	0	353.24	1300.3	0.063162	0.0	0.14228	0.30444	22.593000000000004	535.05	16.496	22.234	441.1	286.18	0	3518.0	0.0	0.068896	0	0.060814	0.28876999999999997	0.071326	0.090052
TCGA-DJ-A2PP	THCA_3	8011.4	0	0	0	9122.4	11860.0	1	2056.4	1299.7	1	1	4.6382	401.52	15706.0	1848.0	8.6703	234.7	47870.0	0	39.465	3233.4	57.368	5669.2	712.16	168.92	0	118.39	1572.6	24.217	142.61	15.248	1.7939	114.81	2.1971	0	962.4	8.9693	1175.6	1160.0	578.22	30.515	7272.6	113.91	4.7836	7.5677	11674.0	0.67643	521.71	1714.5	106.73	8.0724	588.68	9770.5	2.1971	104.94	1417.7	40.661	7.7734	0.42015	215.47	89.39399999999999	0.053908000000000005	1656.0	8.6703	2.1971	0.25449	1223.1	11.474	0.0	42.972	0.11085999999999999	0.08288200000000001	0.015316999999999999	83.115	0	1939.2	422.15	0.6349899999999999	0.0	0.013312000000000001	0.20565	0.0	648.78	28.701999999999998	86.70299999999999	1088.3	486.73	0	3803.9	0.299	0.056981	0	0.044793	0.083425	0.13874	0.069953
TCGA-DJ-A2PQ	THCA_1	105040.0	1	1	1	7108.2	1888.5	0	2762.5	320.75	0	0	2.8979	3532.7	9961.7	6455.1	98.22399999999999	164.82	176680.0	0	31039.0	2252.5	9.493	5111.5	2676.5	2.7747	0	558.27	286.9	215.32	1586.6	627.08	567.15	86.016	4.6965	0	438.4	3406.8	42.73	630.97	695.34	22.583000000000002	9660.4	90.455	139.29	0.29978	17605.0	0.020482	961.15	109.88	204.77	947.84	607.1	7412.3	2.4981	0.0	433.41	384.02	365.15	0.044156	325.53	128.75	0.029033999999999997	1432.8	54.93899999999999	0.59956	0.092918	685.9	16.288	0.0	53.923	0.082476	0.04571	0.016934	160.93	0	103.22	1053.3	0.10511	0.0	0.021721	0.072925	2.7747	480.02	10.544	23.307	531.63	174.25	0	3114.3	0.0	0.062278999999999994	0	0.051205999999999995	0.018207	0.053348	0.07304
TCGA-DJ-A2PR	THCA_1	295290.0	1	1	1	13782.0	668.14	0	6336.7	536.31	0	0	2.0892	5088.9	6685.5	7946.9	26.305	114.81	266550.0	0	6417.5	2269.7	3.4819999999999998	4571.5	2507.0	17.021	0	193.42	737.15	1004.2	2643.8	848.25	4019.7	91.603	5.0738	0	230.55	2907.8	81.081	1086.2	831.85	8.7548	6584.3	66.536	412.52	0.79589	21136.0	0.018328	846.71	3781.7	356.82	376.62	534.45	9327.4	1.0943	0.0	2007.5	903.96	139.57	0.047486	291.57	97.48299999999999	0.039497000000000004	878.89	6.8083	1.8902	0.06924	962.45	17.112000000000002	0.0	21.465	0.1423	0.031149	0.017533	137.09	0	1369.4	1409.9	0.073059	0.0	0.015977	0.077124	1.2379	312.25	8.9746	10.831	452.13	192.8	0	3206.4	0.0	0.055109000000000005	0	0.043255	0.016266	0.048626	0.37928
TCGA-DJ-A2PS	THCA_1	204130.0	1	1	1	8254.0	1991.1	0	4056.9	399.15	0	0	6.3	5775.1	18788.0	7857.9	36.779	174.99	170910.0	0	4558.3	2775.1	10.369000000000002	4311.6	3579.9	10.066	0	353.85	82.84899999999999	311.27	2278.8	788.23	502.13	74.719	4.5938	0	345.72	2113.1	153.7	283.0	693.38	31.763	4762.3	82.462	98.72200000000001	1.8375	23019.0	0.048916	869.14	1806.3	213.32	819.2	592.72	10698.0	1.575	0.3871	914.83	269.07	89.431	0.092861	234.43	127.76	0.050069999999999996	1470.0	18.195999999999998	0.65625	0.16612000000000002	929.54	16.8	0.13125	86.90299999999999	0.16990999999999998	0.089314	0.036287	85.17200000000001	-1	1470.4	938.83	0.081089	0.0	0.022461000000000002	0.14747000000000002	1.9357	530.0	11.614	36.005	576.07	408.83	0	3661.6	0.0	0.10098	0	0.079565	0.083901	0.12654	0.084425
TCGA-DJ-A2PT	THCA_1	671590.0	1	1	1	17181.0	1175.7	0	1709.6	343.18	0	0	3.2897	1663.5	2914.1	11733.0	6.3042	126.48	405640.0	0	7816.8	1439.7	20.835	3893.6	2007.9	5.5162	0	494.09	65.406	311.27	1531.9	435.78	2211.6	92.98700000000001	3.6553	0	367.22	4913.7	69.346	752.56	431.44	24.307	5344.8	67.376	50.038999999999994	0.0	11676.0	0.030661	983.45	54.373000000000005	367.22	1403.1	440.9	1269.9	2.9242	0.39399999999999996	652.88	1358.2	243.1	0.062148	162.04	104.02	0.076638	884.95	26.793000000000003	0.0	0.093141	1386.9	9.5037	0.36553	33.802	0.10239	0.046445	0.034062	77.62	0	44.917	1102.4	0.068801	0.0	0.016487	0.11285999999999999	0.7879999999999999	161.94	4.3341	30.339000000000002	612.29	13.79	0	2497.6	0.0	0.098274	0	0.073924	0.024645	0.067954	0.26947
TCGA-DJ-A2PU	THCA_1	332640.0	1	1	1	11896.0	1280.7	0	6163.6	370.15	0	0	3.0964	3813.2	10315.0	8399.1	236.79	131.76	242480.0	0	24434.0	2649.6	17.546	5164.5	3188.7	5.0923	0	187.14	941.76	816.04	1578.3	917.57	2446.8	79.885	8.2571	0	169.64	2824.3	30.554000000000002	1339.3	622.22	16.308	8185.6	54.106	87.524	0.20643000000000003	26498.0	0.025841000000000003	1103.4	2718.0	254.93	671.87	573.52	5011.5	1.2386	0.3183	789.94	610.12	141.95	0.055886	163.56	104.39	0.046407	968.49	68.74600000000001	1.2386	0.10697999999999999	768.3	31.996	0.0	25.089000000000002	0.12555999999999998	0.046426	0.016464	93.25299999999999	0	208.78	1504.5	0.060654999999999994	0.0	0.061818	0.10055	2.5461	159.45	9.8663	9.5481	460.54	118.71	0	3286.1	0.0	0.06980599999999999	0	0.054332000000000005	0.037344999999999996	0.068882	0.039869
TCGA-DJ-A2PV	THCA_1	296790.0	1	1	1	9269.6	730.58	0	4827.2	561.28	0	0	2.0549	3673.5	14486.0	7552.4	87.76100000000001	117.56	230310.0	0	11542.0	2277.9	7.6591	7010.4	2550.3	4.912	0	412.61	38.968	478.76	2446.5	718.13	1793.5	87.76100000000001	6.1646	0	434.55	2681.3	54.358999999999995	1672.0	623.5	37.922	5034.8	67.458	208.6	1.4945	39980.0	0.03512	1119.6	307.82	236.76	603.52	584.2	6593.2	2.6153	0.3275	442.73	686.7	840.28	0.048786	261.11	100.2	0.050599	961.11	82.522	1.4945	0.1293	465.98	21.203000000000003	0.37361	25.873	0.10192999999999999	0.036575	0.015995	90.053	0	432.58	1425.8	0.072322	0.0	0.11739000000000001	0.18986	3.2747	147.03	7.2043	7.5317	491.85	36.676	0	4095.0	0.0	0.062544	0	0.061013	0.047645	0.25963	0.053095
TCGA-DJ-A2PW	THCA_1	390550.0	1	1	1	16832.0	1366.6	0	3323.3	465.17	0	0	0.62646	3721.0	6052.8	12352.0	272.53	138.4	228130.0	0	6164.6	1592.4	14.722000000000001	3334.4	4286.5	6.9036	0	461.56	596.01	608.17	2820.6	449.06	2770.0	107.5	10.65	0	268.91	3908.8	28.601	995.43	705.15	15.347999999999999	5515.0	60.818000000000005	93.69200000000001	0.62646	14094.0	0.02284	807.39	1966.8	290.61	739.67	648.28	2273.3	1.8794	1.6437	1982.0	808.38	756.77	0.040462	214.17	79.556	0.3049	1011.9	33.861	2.5058	0.087435	981.3	22.866	0.31323	26.438000000000002	0.10885	0.051516	0.016288	68.37899999999999	0	1264.3	1139.8	0.06818400000000001	0.0	0.018101	0.09427	1.9725	167.66	10.52	25.313000000000002	441.5	64.434	0	2540.5	0.0	0.072719	0	0.059392999999999994	0.058645	0.031506	0.069208
TCGA-DJ-A2PX	THCA_1	46595.0	0	0	0	16053.0	1801.9	0	2691.9	417.22	0	0	4.4253	3839.6	13164.0	4144.9	47.77	124.39	136000.0	0	3655.4	2330.8	8.1425	4216.2	2234.7	10.236	0	323.23	1717.9	156.65	700.43	615.74	252.5	75.378	7.9655	0	326.33	1590.1	61.729	794.73	647.07	27.791	5773.4	77.86	265.84	3.1862	18004.0	0.036043	1084.8	1502.9	194.8	243.81	732.07	7935.2	4.7793	2.1714	616.36	237.92	192.32	0.048782	318.87	119.12	0.048487999999999996	1319.6	64.521	0.70805	0.086738	867.93	27.436999999999998	0.0	96.257	0.12938	0.068547	0.058738	157.58	0	1701.1	785.11	0.095389	0.0	0.097952	0.095927	3.102	454.44	23.575	4.3428	768.05	200.08	0	2992.2	0.0	0.07906200000000001	0	0.060703	0.022357	0.073374	0.09552999999999999
TCGA-DJ-A2PY	THCA_1	881640.0	1	1	1	16333.0	781.25	0	3585.1	354.17	0	0	4.4457	1627.9	7432.9	16738.0	115.74	126.74	276540.0	0	11266.0	1872.7	23.026	4450.8	3434.6	2.8935	0	331.02	182.29	467.59	2774.9	936.92	1244.2	60.763999999999996	4.2177	0	672.45	3482.6	54.977	1004.6	840.86	10.829	3850.1	72.917	74.074	0.34198	21732.0	0.041519	1034.1	170.14	248.84	953.12	731.48	4721.6	4.1037	0.0	800.93	553.82	136.0	0.069098	209.58	92.014	0.040891000000000004	1162.0	15.046	0.68395	0.09074700000000001	730.32	10.943	0.11399000000000001	43.466	0.102	0.063934	0.017935	113.43	0	75.81	898.15	0.087952	0.0	0.017111	0.13639	1.1574	472.8	5.2083	26.62	521.41	188.08	0	3663.8	0.0	0.062648	0	0.053965	0.017334	0.029917000000000003	0.094111
