LUSC	Labels	N:GEXP::AKR1C3:8644:	B:MUTA:LOF:HIST1H3C::	N:GEXP::AKR1C1:1645:	N:GEXP::TNFSF13B:10673:	N:GEXP::CLCA2:9635:	N:GEXP::FOXA1:3169:	N:GEXP::AKR1C2:1646:	N:GEXP::TXNRD1:7296:	N:GEXP::CYP4F3:4051:	N:GEXP::CD74:972:	N:GEXP::NQO1:1728:	N:GEXP::ABCC5:10057:	N:GEXP::MAOA:4128:	N:GEXP::NTRK2:4915:	N:GEXP::C3AR1:719:	N:GEXP::FGFR2:2263:	N:GEXP::SOX2:6657:	N:GEXP::GPX2:2877:	N:GEXP::SELPLG:6404:	N:GEXP::SFN:2810:	N:GEXP::CTSS:1520:	N:GEXP::BCL2:596:	N:MIR::hsa-miR-205-5p:Corrected:	N:METH:cg02275294:SOAT1:TssU388:Shore	N:GEXP::ARHGDIB:397:	N:GEXP::HLA-DMB:3109:	N:GEXP::CYP4F11:57834:	N:MIR::hsa-miR-193b-3p:Corrected:	N:GEXP::SLC9A3R1:9368:	N:GEXP::KLF5:688:	N:GEXP::ME1:4199:	N:GEXP::LCP2:3937:	N:GEXP::C3orf58:205428:	N:GEXP::TMEM116:89894:	N:GEXP::SERINC2:347735:	N:GEXP::ARRB1:408:	N:GEXP::ADAM23:8745:	N:MIR::hsa-miR-142-3p:Corrected:	N:GEXP::TP63:8626:	N:MIR::hsa-miR-196b-5p:Corrected:	N:GEXP::PTPRZ1:5803:	N:GEXP::ADH7:131:	N:GEXP::SRGN:5552:	N:GEXP::PHLDB1:23187:	N:GEXP::HLA-DRA:3122:	N:GEXP::SAMSN1:64092:	N:GEXP::CD86:942:	N:METH:cg24237439:RANBP3L:TssU89:NA	N:MIR::hsa-miR-429:Corrected:	N:MIR::hsa-miR-944:Corrected:	N:GEXP::CCRL2:9034:	N:GEXP::TMEM51:55092:	N:GEXP::DPYD:1806:	N:GEXP::PMEPA1:56937:	N:GEXP::HLA-DPA1:3113:	N:METH:cg19237753:SIRPA:TssD272:Shore	N:GEXP::APCDD1L:164284:	N:GEXP::PHC2:1912:	N:GEXP::CSF2RB:1439:	N:GEXP::RAB6B:51560:	N:GEXP::IL21R:50615:	N:MIR::hsa-miR-31-3p:Corrected:	N:GEXP::RAC2:5880:	N:GEXP::SCN9A:6335:	N:MIR::hsa-miR-378a-3p:Corrected:	N:GEXP::PITX1:5307:	N:GEXP::TRIM16L:147166:	N:GEXP::SOX2OT:347689:	N:GEXP::PTPRC:5788:	N:GEXP::FOXE1:2304:	N:METH:cg16970828:UBA7:TssD13:NA	N:GEXP::ITGAL:3683:	N:GEXP::PTPN22:26191:	N:MIR::hsa-miR-193a-5p:Corrected:	N:GEXP::C12orf54:121273:	N:GEXP::TINAGL1:64129:	N:GEXP::C1orf38:9473:	N:GEXP::ACSL5:51703:	N:GEXP::FHL2:2274:	N:GEXP::GBP6:163351:	N:GEXP::LOC730101:730101:	N:GEXP::LAPTM5:7805:	N:GEXP::CXXC5:51523:	N:GEXP::S100A16:140576:	N:GEXP::SNX31:169166:	N:GEXP::BEND5:79656:	N:GEXP::CHST10:9486:	B:MUTA:COMP:NFE2L2::	N:GEXP::SGEF:26084:	N:GEXP::TALDO1:6888:	N:GEXP::TMEM176B:28959:	N:GEXP::OSGIN1:29948:	N:GEXP::FAM107B:83641:	N:GEXP::PHLDA2:7262:	N:METH:cg18110535:LPIN2:TssU467:Shore	N:MIR::hsa-miR-152-3p:Corrected:	N:GEXP::GJB3:2707:	N:GEXP::TXN:7295:	N:GEXP::HLA-DOA:3111:	N:GEXP::CRIP2:1397:	N:GEXP::C12orf53:196500:	N:GEXP::PYGL:5836:	N:GEXP::C18orf1:753:	N:GEXP::MGAT4A:11320:	N:GEXP::ADCY3:109:	N:GEXP::CYSLTR1:10800:	N:GEXP::CXCR3:2833:	N:METH:cg21692936:SLC3A2:TssD353:Shore	N:GEXP::TMEM170B:100113407:	N:GEXP::SULT1C4:27233:	N:GEXP::FRAS1:80144:	N:MIR::hsa-miR-376c-3p:Corrected:	N:GEXP::FMO4:2329:	N:GEXP::HAPLN4:404037:	N:GEXP::MAGED4:728239:	N:GEXP::BLCAP:10904:	N:GEXP::SEMA4D:10507:	I:CNVR::ASIC2:40:	I:CNVR::RD3L:647286:	N:GEXP::TDRD7:23424:	I:CNVR::LOC100132781:100132781:	I:CNVR::GPATCH3:63906:	I:CNVR::ATP11B:23200:
TCGA-63-A5MJ	LUSC_2	8361.1	0	25331.0	66.771	4953.9	215.67	18298.0	18891.0	2496.2	15594.0	11613.0	13326.0	2157.7	11029.0	224.14	2679.0	6122.3	20837.0	260.81	17093.0	1069.6	438.56	15592.0	0.48788000000000004	1190.0	433.23	3432.3	99.602	8028.8	5807.2	3662.7	307.52	1953.9	312.85	1146.1	78.997	1959.2	1303.4	30414.0	259.06	1643.6	8035.1	870.22	1033.2	5771.8	130.72	228.84	0.08892699999999999	61.773	618.2	54.545	175.86	145.45	731.03	1946.4	0.055351	11.285	1317.9	176.49	1548.3	78.97800000000001	1.4366	1957.4	942.56	409.9	746.08	1210.8	68.025	457.37	4132.0	0.086846	303.76	38.245	167.6	11.285	1321.6	262.7	108.78	2220.4	4454.2	564.26	2558.6	47.022	676.49	7.837000000000001	35.11	366.14	1	693.73	9635.7	830.72	3666.8	407.52	115.05	0.49515	303.12	900.63	13602.0	180.25	649.53	33.229	1638.9	101.25	260.81	3008.1	6.8966	41.379	0.045641	58.306999999999995	8.1505	46.708999999999996	5.2674	39.498000000000005	8.4639	423.92	3016.3	1151.4	1	0	558.31	1	-1	1
TCGA-63-A5ML	LUSC_2	1927.3	0	71405.0	52.958999999999996	2235.2	309.97	46803.0	27275.0	7129.8	19378.0	12686.0	14636.0	3955.3	46097.0	242.99	3138.6	9926.3	14252.0	250.26	29970.0	1293.9	203.53	11720.0	0.41591999999999996	1321.4	680.17	9557.6	112.27	4228.4	3605.4	3736.8	462.62	2480.8	329.18	1757.0	66.97800000000001	7663.0	926.45	15845.0	548.67	1487.5	8486.0	1084.1	1070.6	7382.1	234.68	173.42	0.048357	41.976000000000006	184.3	35.825	137.59	268.95	392.0	3353.6	0.039154	10.902999999999999	1264.3	166.15	2477.2	68.692	10.432	1586.7	390.82	67.311	462.62	6143.9	1798.0	829.7	1405.5	0.027948	459.5	66.459	120.71	4.6729	4816.2	519.73	167.71	608.0	1879.5	373.31	3190.0	63.343999999999994	2898.2	6.2305	78.40100000000001	394.6	1	1142.3	8941.3	1516.1	4895.1	345.27	135.0	0.26013000000000003	456.52	172.9	26990.0	504.67	298.55	61.786	1129.8	545.17	449.12	4639.0	17.653	31.671999999999997	0.4614	189.51	18.692	214.95	0.9935200000000001	223.78	26.101	85.852	2167.7	2158.4	1	-1	1501.0	1	-1	1
TCGA-63-A5MM	LUSC_1	584.43	0	733.36	149.84	1798.1	170.67	1741.5	1468.1	36.668	72496.0	3020.8	1018.1	1980.5	132.19	854.23	334.99	25.803	52.06	775.92	25786.0	5700.8	149.84	14402.0	0.08333099999999999	3746.5	2198.3	159.35	94.29	2397.9	2923.5	305.12	910.37	394.75	96.42399999999999	8606.2	182.89	18.56	3333.2	2616.6	42.858999999999995	2.7162	2.7162	3319.6	2976.5	27664.0	357.18	698.05	0.18975999999999998	27.43	29.144000000000002	228.16	555.0	1398.8	4416.2	11566.0	0.042373	44.817	4730.2	632.41	133.54	219.1	95.514	4179.3	33.898	169.23	772.29	130.56	0.4527	1605.2	1.8108	0.02653	659.12	149.84	205.23	201.45	8589.4	779.54	4073.8	2172.9	236.31	43.006	9102.8	152.1	8898.1	2.7162	6.3377	118.15	0	19.919	3108.7	2693.5	317.34	613.4	1239.0	0.13577999999999998	178.78	2795.4	5745.1	575.37	4024.0	2.2635	2528.8	183.79	515.62	1280.9	29.878	80.579	0.041701	52.965	10.865	137.62	8.5718	33.047	5.9665	68.67399999999999	9131.3	656.86	0	0	456.77	0	0	0
TCGA-63-A5MN	LUSC_1	1430.6	0	736.71	196.7	20.651	232.32	1114.1	7445.5	3.0976	181010.0	7562.2	764.58	1285.5	33.556999999999995	862.67	143.52	29.943	9.809	2276.7	7210.7	6838.9	363.45	2523.8	0.15525	5591.6	4125.4	52.141999999999996	104.14	3870.9	1215.8	764.58	1347.4	307.18	139.91	3971.1	382.03	5.1626	3017.9	1111.0	5.9663	7.7439	0.5163	4666.0	2335.1	64047.0	661.33	789.88	0.096723	83.8	15.187000000000001	108.42	953.54	1848.2	6324.6	21080.0	0.072683	127.0	3916.4	1109.5	341.77	649.68	9.4919	3037.7	357.25	188.48	879.71	535.63	3.6138	3562.2	4.6464	0.023007	1892.1	389.26	214.79	0.5163	1364.5	1843.1	2304.1	362.42	362.93	105.32	11185.0	801.75	6972.6	0.0	30.459	69.695	0	173.98	3574.6	6949.9	219.41	1805.9	738.25	0.063038	113.09	1035.6	3989.2	3502.8	4279.3	22.715	3348.0	332.99	1380.0	946.7	85.18299999999999	183.27	0.027616	116.16	21.166999999999998	17.553	3.5256	57.821000000000005	8.4874	64.553	1334.5	2193.6	0	0	620.03	0	0	0
TCGA-63-A5MP	LUSC_5	21250.0	1	86371.0	73.49600000000001	2964.7	489.37	35911.0	13126.0	892.19	38902.0	3652.0	20252.0	2502.9	56993.0	423.05	4010.2	8643.3	11427.0	706.53	9571.0	3435.8	850.7	11267.0	0.17029	3185.4	1541.4	1876.6	36.129	5080.9	7774.6	1630.7	597.7	803.33	2287.1	1012.3	197.18	2353.1	4318.0	19386.0	614.19	2138.0	12829.0	2277.1	703.46	16726.0	433.04	351.09	0.037764	105.42	326.64	78.873	186.94	360.31	327.79	7111.6	0.061916	15.620999999999999	1740.3	600.0	3872.7	201.54	2.0380000000000003	1557.2	703.64	1224.1	857.36	1461.1	1471.2	2140.6	4117.8	0.24301	723.69	150.32	143.96	28.169	1009.2	1137.5	383.36	306.02	2464.5	3831.5	5383.4	78.617	3554.2	59.155	42.766000000000005	883.23	0	704.48	9652.2	1991.0	619.97	977.21	82.971	0.042667000000000004	239.56	1338.3	13457.0	944.17	554.42	175.93	938.8	191.55	598.72	3454.0	39.949	100.64	0.45869	181.05	26.375999999999998	1041.0	1.1117	108.83	4.0973	236.32	2725.7	2059.7	0	-1	542.12	1	-1	1
TCGA-63-A5MR	LUSC_3	1362.1	0	618.82	23.801	9264.9	59.998000000000005	1430.5	2299.7	26.776	14144.0	1872.3	3685.1	2212.0	2813.4	149.25	1312.5	2700.4	239.0	224.12	31881.0	1048.7	40.164	21352.0	0.10184	988.22	377.84	18.346	174.71	3842.8	6243.2	222.14	200.82	594.02	660.96	5586.2	53.056000000000004	516.18	2544.9	15879.0	165.09	2024.0	223.63	869.22	2122.2	4868.2	98.67399999999999	186.44	0.082944	101.44	206.54	37.684	446.76	563.28	2798.6	1597.6	0.044061	242.97	2007.2	183.46	175.03	64.27199999999999	181.12	1908.5	50.021	498.95	3137.2	206.38	26.776	290.57	2563.0	0.024253999999999998	189.91	26.776	202.65	20.33	6819.9	438.82	706.58	4231.6	869.22	126.94	1705.7	338.17	12356.0	2.9751	11.9	206.77	0	116.52	3369.8	549.4	217.18	815.67	1438.5	0.14347000000000001	396.36	3027.2	4526.1	236.02	1186.6	10.909	4769.6	26.776	81.815	1712.5	6.9419	15.370999999999999	0.058317999999999995	32.23	4.9585	32.23	7.5563	191.89	6.7782	198.21	3158.1	347.59	0	0	373.37	0	-1	1
TCGA-63-A5MS	LUSC_1	282.41	1	1688.9	148.38	493.02	1305.2	2152.4	1503.0	43.07899999999999	60286.0	1059.4	9901.9	2015.2	4418.0	812.13	3382.5	1145.6	1022.7	923.81	11030.0	3090.6	501.0	11731.0	0.15314	2964.5	2318.3	31.910999999999998	79.189	2007.2	2412.4	520.14	729.16	1608.3	244.12	1673.7	207.42	422.82	3990.6	6586.4	473.35	1817.3	711.61	2978.9	1528.5	28062.0	644.6	547.27	0.060204999999999995	143.03	166.39	102.11	493.02	673.32	3499.4	10219.0	0.052514	111.69	2758.7	524.93	374.95	222.0	10.9	1038.7	49.461999999999996	362.58	703.63	112.55	15.955	1900.3	328.68	0.03636	861.59	108.5	199.31	157.96	1190.3	1922.6	430.79	963.7	395.69	521.74	6643.8	250.5	2348.6	78.181	196.25	545.67	0	761.07	2946.9	2262.5	309.53	1375.3	173.91	0.050907	359.24	587.16	2535.3	1451.9	1351.4	14.36	899.88	435.58	564.82	1091.7	43.07899999999999	108.5	0.1884	151.58	74.99	2618.3	9.3425	248.9	20.741999999999997	391.56	3152.8	987.63	0	0	268.05	-1	1	1
TCGA-63-A5MT	LUSC_3	144.86	0	519.4	116.77	158.03	790.17	235.29	1360.8	4.3898	28530.0	2309.9	1827.9	1228.3	164.18	476.73	1813.9	501.32	265.14	518.88	21489.0	1234.4	264.27	32641.0	0.07489	2036.9	1075.5	241.44	164.8	1098.3	2360.8	600.53	366.11	100.09	377.52	12197.0	559.26	3.5119	3818.2	7186.1	512.08	1438.1	94.82	2481.1	1009.7	12549.0	303.77	454.79	0.09617200000000001	171.4	133.43	82.52799999999999	669.01	629.5	2663.7	3838.4	0.039295	384.55	2806.0	396.84	55.312	85.95299999999999	37.971	2919.2	9.6576	366.52	110.62	108.71	31.607	930.64	196.66	0.022209	237.05	55.312	385.25	79.895	6604.0	1155.4	786.65	1345.9	30.729	116.77	3485.5	429.32	5322.2	21.949	11.414000000000001	27.217	0	34.241	2539.9	1511.8	316.07	1630.4	427.57	0.16053	233.63	2187.9	8609.3	331.87	2128.2	11.414000000000001	3919.2	122.92	424.93	1033.1	13.169	29.851	0.025141999999999998	76.383	16.680999999999997	402.99	9.7564	54.434	7.0237	130.83	3151.0	1476.7	0	0	599.65	1	0	1
TCGA-63-A5MU	LUSC_2	18895.0	0	56365.0	12.279000000000002	6252.5	2723.0	29388.0	7440.6	1116.4	4229.4	7264.7	10456.0	4317.8	11647.0	49.607	2967.1	3635.6	25504.0	63.851000000000006	36842.0	677.31	178.78	40223.0	0.053287	548.13	143.91	4015.7	99.866	5853.6	15704.0	3078.1	108.06	2301.1	633.1	2042.7	19.646	1996.6	1750.5	18073.0	395.15	1871.3	6305.0	466.11	345.78	1982.8	94.794	87.426	0.039744999999999996	331.12	583.93	17.191	143.91	248.03	194.25	897.84	0.047119	1.9646	1036.3	78.094	277.01	17.191	174.52	716.11	1776.9	1697.1	2555.0	2436.8	55.992	183.2	2717.6	0.038945999999999995	55.01	19.646	138.35	98.23200000000001	542.73	121.32	52.063	600.2	14955.0	1197.0	695.48	28.978	9086.9	180.25	2.4558	432.71	0	975.44	8565.3	146.37	1669.0	535.86	143.91	0.29635	344.72	1223.0	7845.8	77.60300000000001	262.28	11.788	6564.3	25.049	45.678000000000004	2038.4	2.947	7.8585	0.032888	23.576	1.4735	186.15	2.6542	225.93	0.9823	448.31	3401.8	823.18	1	1	448.43	0	0	1
TCGA-63-A5MV	LUSC_6	2828.5	0	1079.6	66.861	1556.2	1691.9	1434.6	1948.2	4.845	33266.0	756.78	13701.0	6316.4	4099.8	420.54	3380.3	3093.0	1160.4	602.23	9519.4	3192.3	372.09	14915.0	0.10586	2976.3	1411.8	0.0	61.221000000000004	5525.7	4331.4	493.22	508.24	2431.2	195.74	1476.3	294.57	656.01	4094.4	7888.6	390.87	952.52	1438.0	2079.0	1609.0	14772.0	358.53	366.28	0.083817	208.3	179.86	74.128	291.67	398.74	1227.7	6351.8	0.071503	113.86	2195.7	525.19	650.19	98.27	7.2451	743.22	528.35	503.9	1542.2	119.67	111.92	1482.6	532.95	0.035929	625.0	124.52	235.65	73.15899999999999	399.71	864.83	437.01	925.87	1435.1	1144.9	4923.0	140.02	4380.8	130.81	107.56	1122.1	0	864.83	2177.3	1695.7	239.34	915.21	49.419	0.027437	359.72	546.51	2053.8	593.02	616.28	109.5	1163.8	187.5	728.68	1552.1	45.058	47.481	0.027481000000000002	423.93	68.798	2348.3	19.018	289.24	13.285	736.79	2991.8	674.9	1	0	302.33	-1	-1	1
TCGA-63-A5MW	LUSC_6	301.38	1	124.15	23.116999999999997	143.41	78.342	24.83	1465.0	4.7091	10427.0	130.14	3662.0	262.0	439.23	144.7	2122.1	2251.8	5.9934	197.78	2520.2	492.31	225.61	15485.0	0.080246	2259.5	512.86	25.258000000000003	102.87	569.8	417.83	307.8	204.2	802.69	108.31	1972.7	129.71	418.25	1739.3	8082.5	3669.2	3039.5	8.9901	865.62	2410.2	5825.2	136.56	176.38	0.14649	168.08	84.042	23.974	296.25	753.88	12290.0	1914.0	0.03462	769.3	2267.7	176.81	256.43	61.21	106.53	398.99	68.49600000000001	209.68	159.68	105.0	32.536	365.17	232.46	0.19053	153.69	53.083999999999996	727.14	6.8496	829.66	281.69	225.61	2286.1	29.967	404.56	1668.7	299.24	1813.4	4.7091	105.31	541.55	0	572.8	1241.1	806.11	47.946999999999996	1115.6	109.17	0.05064	414.59	129.29	1397.8	762.45	2155.1	406.69	370.74	664.41	365.17	1623.0	8.9901	19.692999999999998	0.02667	345.9	600.62	6926.2	19.675	137.42	536.34	591.01	2422.6	419.11	1	-1	186.65	-1	1	1
TCGA-63-A5MY	LUSC_2	9488.6	0	65261.0	2.7797	2336.8	5155.5	31651.0	12478.0	3883.3	814.46	4729.2	13392.0	4265.5	8310.9	28.724	9526.1	7402.9	17577.0	82.465	9665.1	250.18	712.07	54412.0	0.02266	331.71	41.233000000000004	1904.6	163.2	9597.9	10988.0	2770.0	72.273	5158.2	530.93	2243.7	111.19	1699.3	1465.1	18937.0	143.73	2620.3	1202.7	282.14	689.37	408.16	18.067999999999998	19.458	0.054962000000000004	531.79	480.33	26.406999999999996	47.255	28.724	49.108000000000004	142.23	0.11169000000000001	3.2430000000000003	1177.7	36.6	1507.1	5.3278	0.0	45.865	7.8759	2396.1	7904.6	1579.8	82.465	79.685	403.06	0.48208999999999996	28.261	9.2657	144.19	86.635	371.56	119.99	16.215	87.561	3514.5	14029.0	312.26	13.899000000000001	7130.9	1090.6	20.385	302.06	1	531.39	3783.2	81.539	1636.8	730.6	5.5594	0.044689	340.31	405.84	3746.6	18.532	110.26	69.03	833.45	13.435	511.01	1765.3	2.3164	3.2430000000000003	0.028105	263.15	2.3164	466.07	3.2455	108.41	10.655999999999999	524.48	4172.8	640.73	0	0	162.15	-1	0	1
TCGA-66-2727	LUSC_5	68139.0	1	143840.0	119.52	823.43	837.34	80638.0	28843.0	4781.1	41690.0	18305.0	12598.0	8629.6	3907.3	391.73	4673.7	3532.4	7268.5	348.56	39461.0	3163.1	535.16	13047.0	0.45019	2209.8	2082.5	7711.6	115.71	7814.7	4974.1	7906.0	513.75	2437.5	738.51	5468.2	173.75	1914.1	8437.0	26468.0	1028.7	3546.7	24306.0	1419.6	310.03	23157.0	169.82	345.71	0.032992	293.21	767.55	143.42	249.38	493.77	479.5	4917.7	0.052154	9.9896	1581.9	285.06	1126.0	85.625	23.625999999999998	1229.4	476.51	708.19	500.19	3661.7	99.539	1022.5	763.85	0.029868000000000002	367.83	92.404	59.369	15.698	2112.8	386.38	411.71	682.86	1830.2	169.47	4918.1	110.6	6554.9	16.412	23.904	253.31	0	892.28	19274.0	1461.0	4403.6	814.51	424.56	0.2814	951.11	283.99	17906.0	1290.1	202.29	9.276	916.54	231.9	549.43	2114.0	45.667	48.878	0.217	120.23	18.552	217.63	4.2406	43.526	5.3516	25.709	1800.6	917.97	0	0	899.78	0	0	1
TCGA-66-2734	LUSC_3	2190.3	0	2032.9	99.79700000000001	25528.0	934.13	5474.6	1867.6	81.328	29768.0	1692.0	3395.0	1925.6	563.46	741.35	1234.8	1233.5	1096.1	682.05	24360.0	2791.7	64.479	11159.0	0.031866000000000005	3150.1	1646.3	49.898	54.787	6140.1	3465.7	589.06	1540.4	709.27	77.44	11587.0	215.15	237.18	10647.0	7790.0	442.07	3719.0	75.49600000000001	5576.3	1405.9	16313.0	350.58	440.66	0.047581	190.81	128.47	251.44	778.28	1713.4	4378.4	5043.0	0.04465	98.501	3507.8	1280.5	135.76	59.068000000000005	90.682	3074.9	45.323	347.61	2300.2	152.06	14.905	1906.8	275.09	0.031265	371.97	115.67	206.87	19.441	5016.1	1079.0	782.5	2284.9	2525.7	85.86399999999999	9617.1	330.82	11311.0	17.820999999999998	13.933	53.138000000000005	0	130.58	5313.5	1689.1	231.67	1056.9	873.87	0.26459	607.38	1605.2	3604.3	767.27	1700.1	15.552999999999999	3507.8	151.96	631.5	1376.3	51.193999999999996	27.865	0.021705000000000002	94.61200000000001	17.820999999999998	87.80799999999999	7.5568	323.04	5.8323	289.35	2944.7	444.55	0	0	228.43	-1	0	1
TCGA-66-2737	LUSC_5	22376.0	0	50257.0	166.21	3159.6	689.98	20421.0	10952.0	3650.2	44221.0	16977.0	9732.6	2123.4	9810.9	783.22	1967.4	3588.5	12566.0	639.3	10766.0	3448.7	221.34	6620.2	0.08278300000000001	2410.1	2385.3	5281.9	64.668	6199.7	3336.4	3815.6	633.63	3122.7	639.71	909.29	163.78	2884.0	4745.3	16199.0	344.15	1982.8	4259.4	2562.9	1659.7	25623.0	320.67	474.71	0.054859000000000005	52.031000000000006	95.14299999999999	80.268	288.23	432.15	2468.8	6924.1	0.042911000000000005	47.431000000000004	1847.4	289.45	996.86	242.57	2.2299	1131.0	461.57	118.93	2104.8	4248.7	366.07	1432.2	972.94	0.033513	477.96	132.56	131.56	21.486	2285.6	575.66	439.04	1284.7	1532.4	595.12	7599.9	171.89	5457.0	39.323	62.43	268.77	0	714.3	10422.0	2929.0	3522.8	1219.4	307.29	0.24234	953.29	206.75	8728.9	846.05	695.65	40.539	2072.4	366.88	653.9	2204.4	49.458	62.025	0.079428	115.94	45.403999999999996	307.69	5.2031	237.56	23.971	254.03	1673.9	771.87	0	-1	676.19	-1	-1	1
TCGA-66-2742	LUSC_4	2581.0	0	2743.0	80.009	3797.6	1267.0	2480.3	2902.9	41.417	25035.0	2730.7	11320.0	2000.2	5545.6	342.16	2102.4	3832.4	2016.2	409.93	10286.0	3053.5	230.62	5041.6	0.030025	2303.8	1224.6	238.62	32.738	9919.8	11896.0	1141.8	681.49	3188.1	210.85	2613.0	119.54	461.7	7566.5	12364.0	423.95	4834.9	1018.5	2985.3	702.67	13359.0	187.32	321.92	0.033873	113.76	81.844	190.14	446.64	3586.3	3185.3	3740.7	0.059457	72.008	2367.8	606.66	193.91	80.009	0.81844	719.14	361.17	91.665	530.89	274.73	117.66	1263.2	250.85	0.032098	363.34	94.59899999999999	189.06	19.296	2617.2	582.66	731.38	751.15	2342.9	485.23	5724.4	224.97	7999.5	76.715	61.653999999999996	373.22	0	691.38	3234.7	757.74	208.97	1259.0	229.67	0.41841000000000006	1019.0	1295.7	3542.5	555.36	709.73	24.944000000000003	1562.5	299.33	461.23	1742.8	130.84	30.121	0.022778	174.14	16.942999999999998	1076.4	3.2738	1249.6	3.2945	350.38	3914.3	613.72	1	0	360.04	-1	-1	1
TCGA-66-2744	LUSC_1	174.87	0	118.27	307.87	75.932	189.6	33.134	1763.9	3.2214	82761.0	393.0	588.59	988.03	214.91	1052.0	1237.5	324.9	17.487000000000002	1257.7	7793.1	8222.7	237.92	4096.6	0.054613999999999996	6867.0	3857.8	32.214	33.33	630.92	1038.2	316.61	1221.8	373.22	123.33	2913.9	463.42	257.71	15558.0	3499.3	888.42	173.03	6.4427	7330.4	1814.1	45383.0	653.01	997.7	0.034911000000000005	88.87899999999999	48.883	204.33	559.6	877.13	8425.7	11196.0	0.068615	162.91	3225.0	965.95	81.454	350.63	54.809	3148.6	67.648	123.32	296.82	110.6	5.9825	3368.6	202.49	0.024345	1074.5	261.85	70.362	19.788	6323.5	1373.2	1059.4	5844.9	148.18	106.77	13580.0	429.82	3100.8	0.9204	28.072	365.85	0	169.81	3449.2	2555.9	107.69	2359.4	291.76	0.056121000000000004	431.43	676.48	3412.3	1430.7	1314.3	45.099	2442.2	509.43	1005.5	1049.0	96.18	174.87	0.020725999999999998	126.55	19.788	387.94	18.146	62.586000000000006	17.487000000000002	200.18	3827.4	953.52	0	1	760.7	1	0	1
TCGA-66-2753	LUSC_3	359.53	1	1058.4	72.851	8940.4	2295.8	935.26	2428.7	34.739000000000004	26032.0	977.08	1596.7	1758.9	24840.0	528.51	1539.0	1250.3	595.29	408.77	7696.8	1917.7	160.21	10334.0	0.033598	1830.4	784.5	417.88	55.205	3432.1	4258.4	412.15	637.11	941.33	163.24	7675.7	196.29	18.887	10974.0	12523.0	486.11	2337.0	39.124	2443.5	1090.1	11713.0	321.42	254.3	0.031883	254.56	232.32	77.91	458.35	909.29	1388.5	4387.6	0.042589	36.425	3477.3	503.21	359.53	69.205	94.309	651.95	52.183	326.63	2660.8	108.67	26.307	1262.8	270.16	0.22144	265.77	77.91	99.676	92.413	2503.2	694.78	421.93	1820.6	894.78	346.72	4142.1	128.84	7344.1	117.03	30.691999999999997	61.04600000000001	0	238.45	3538.3	1216.5	78.247	1269.8	706.25	0.064224	518.31	1092.1	1599.7	615.86	1070.8	5.3964	2341.3	127.15	916.03	1443.0	50.591	41.821999999999996	0.024914	211.13	20.236	242.16	5.3672	215.52	3.0355	407.84	4898.2	624.29	-1	-1	278.59	-1	0	1
TCGA-66-2754	LUSC_1	11196.0	0	38752.0	40.436	7.7238	1003.6	14505.0	39318.0	2346.7	10751.0	42180.0	1506.6	259.43	7.2694	171.74	18.174	1984.1	15954.0	122.67	1471.8	1012.7	327.58	178.43	0.027476	789.19	949.57	366.65	23.324	2074.1	412.08	2848.2	164.93	901.41	327.12	324.85	194.91	241.71	2798.9	8.6324	823.34	7.2694	0.0	959.56	1239.0	6505.7	94.95700000000001	144.93	0.041593	509.63	5.831	47.706	313.95	379.83	338.48	2311.7	0.38369000000000003	2.2717	5124.9	73.149	245.34	12.999	9.3296	215.36	273.05	191.26	833.26	3538.4	12.267000000000001	331.67	0.0	0.072744	139.94	28.169	327.7	0.4543	86.324	298.05	285.32	1129.5	0.4543	419.81	2477.1	212.63	638.35	4.9977	11.812999999999999	350.75	0	248.98	7613.4	4795.6	2791.0	510.68	155.84	0.045055	205.25	4.0891	7777.8	185.82	203.09	5.4521	1423.0	235.8	4109.9	461.41	18.628	34.984	0.02445	547.02	12.267000000000001	171.74	0.0	9.5411	12.058	9.9228	3055.9	335.3	1	-1	990.0	0	0	1
TCGA-66-2755	LUSC_1	224.83	0	642.83	233.37	141.94	39.843	311.28	2828.9	13.517999999999999	85233.0	447.88	700.82	432.94	4395.2	1129.8	660.98	1691.9	815.37	1342.6	6442.0	6176.1	1605.1	11890.0	0.040254000000000005	5497.3	3634.7	13.517999999999999	57.411	3930.6	493.77	629.67	2158.7	1448.6	171.82	490.93	430.45	259.69	10487.0	3879.1	213.7	193.17	1.7787	27043.0	1410.5	46910.0	561.37	537.53	0.022391	101.43	70.807	275.35	715.05	607.97	1433.3	10808.0	0.042068	36.641999999999996	2284.9	5071.5	168.98	563.38	5.1032	4346.9	16.759	264.73	410.53	1422.0	29.526999999999997	3280.7	577.02	0.02935	986.48	175.74	236.02	71.149	3290.6	1510.8	746.71	337.6	73.639	849.88	10639.0	133.05	1730.7	3.5575	46.603	50.16	0	54.073	4924.6	4717.9	45.891000000000005	1055.8	278.55	0.046535	211.78	1187.5	3786.9	1587.7	867.31	4.9804	292.78	641.05	874.07	1335.2	188.9	139.45	0.019873	135.18	91.427	94.272	4.4653	43.757	6.3216	62.43	937.39	2534.0	0	-1	858.06	0	-1	1
