CESC	Labels	N:GEXP::TMPRSS2:7113:	N:GEXP::DSP:1832:	N:GEXP::KRT5:3852:	N:GEXP::TOX3:27324:	N:GEXP::EPCAM:4072:	N:GEXP::CYP4F3:4051:	N:GEXP::ABCC5:10057:	N:GEXP::SPRR3:6707:	N:GEXP::C17orf28:283987:	N:GEXP::PVRL1:5818:	N:GEXP::AKR1B10:57016:	N:GEXP::SOX2:6657:	N:GEXP::A2ML1:144568:	N:GEXP::TRIM2:23321:	N:GEXP::GPX2:2877:	N:GEXP::SPRR1A:6698:	N:GEXP::AGR2:10551:	N:GEXP::C5orf32:84418:	N:GEXP::SH3BGRL2:83699:	N:GEXP::SFN:2810:	N:GEXP::FUT6:2528:	N:MIR::hsa-miR-3074-5p:Corrected:	N:GEXP::CLDN3:1365:	N:GEXP::KRT13:3860:	N:MIR::hsa-miR-193b-3p:Corrected:	N:GEXP::PRR15:222171:	N:GEXP::TTC39A:22996:	N:GEXP::PKP1:5317:	B:MUTA:COMP:ERBB2::	N:GEXP::DNALI1:7802:	N:GEXP::ABCA13:154664:	N:GEXP::TMPRSS4:56649:	N:GEXP::CXCL17:284340:	N:GEXP::C10orf81:79949:	N:GEXP::CEACAM5:1048:	N:GEXP::SPRR1B:6699:	B:MUTA:COMP:EYA4::	N:GEXP::DSC3:1825:	N:GEXP::ADH7:131:	N:MIR::hsa-miR-944:Corrected:	N:GEXP::UGDH:7358:	N:GEXP::C3orf54:389119:	N:GEXP::EMP1:2012:	N:GEXP::C10orf99:387695:	N:GEXP::BNC1:646:	N:GEXP::ZNF385A:25946:	N:GEXP::ASRGL1:80150:	N:GEXP::ARHGEF38:54848:	N:GEXP::TMPRSS11A:339967:	N:GEXP::JUP:3728:	N:GEXP::SHROOM3:57619:	N:GEXP::RARG:5916:	N:GEXP::THBD:7056:	N:METH:cg12275348:SOCS2:TssD133:Island	N:GEXP::FAM83C:128876:	N:GEXP::ARMC3:219681:	N:GEXP::C9orf125:84302:	N:GEXP::CRYM:1428:	N:GEXP::TMPRSS11D:9407:	N:GEXP::VSNL1:7447:	N:GEXP::B4GALT4:8702:	N:GEXP::CSTA:1475:	N:GEXP::LOC642587:642587:	N:GEXP::ATP7B:540:	B:MUTA:LOF:CYP7B1::	N:MIR::hsa-miR-181c-3p:Corrected:	N:GEXP::DSG3:1830:	N:GEXP::PRICKLE3:4007:	N:METH:cg05140069:PDPN:TssD78:Island	N:GEXP::KLK12:43849:	N:GEXP::IVL:3713:	N:GEXP::SPRR2C:6702:	N:GEXP::GPR87:53836:	N:GEXP::ATP13A4:84239:	N:GEXP::BICD2:23299:	N:GEXP::TMEM40:55287:	N:GEXP::RAD51AP2:729475:	N:GEXP::IGSF3:3321:	N:METH:cg03794550:GAS2:TssU592:Shore	N:GEXP::SPRR4:163778:	N:GEXP::SPINK5:11005:	N:GEXP::C8orf31:286122:	N:GEXP::C9orf3:84909:	N:GEXP::CLCA3P:9629:	N:GEXP::CPA6:57094:	N:METH:cg25970832:DSC3:TssD1057:Island	N:GEXP::C2orf70:339778:	B:MUTA:COMP:DKK3::	N:GEXP::FREM2:341640:	N:GEXP::OSBPL10:114884:	N:GEXP::TMPRSS11B:132724:	N:GEXP::TMEM79:84283:	N:GEXP::BMPER:168667:	N:GEXP::CTNNBIP1:56998:	N:GEXP::CHRNB4:1143:	N:GEXP::OAS2:4939:	N:MIR::hsa-miR-449c-5p:Corrected:	N:GEXP::PLCE1:51196:	N:GEXP::C4orf19:55286:	N:GEXP::BSN:8927:	N:GEXP::C2orf39:92749:	N:GEXP::?:729884:	N:GEXP::RNF126P1:376412:	N:METH:cg04553707:RP11-763E3.1:TssD27631:Shore	N:GEXP::LOC643008:643008:	N:METH:cg03393638:ATN1:TssU132:Island	N:GEXP::BTBD10:84280:	I:CNVR::LRRC38:126755:	N:GEXP::CYP2C18:1562:	N:GEXP::C1orf194:127003:	N:METH:cg06899953:ZNF878:TssD76:Shore	N:GEXP::PGAM2:5224:	N:METH:cg24310038:CAMK1G:TssD2180:NA	N:METH:cg27382164:RP11-46H11.12:TssD308:Island	N:METH:cg17147211:RP4-712E4.2:TssU41:Island	N:GEXP::HOXB4:3214:	N:GEXP::RPL13AP17:399670:	I:CNVR::MIR601:693186:	I:CNVR::ULK4:54986:	I:CNVR::PID1:55022:	I:CNVR::PCNP:57092:	I:CNVR::DLGAP2:9228:	I:CNVR::EMR4P:326342:	I:CNVR::hsa-mir-548i-4:-1221:	N:METH:cg08855288:NKAIN3:TssD66:Island	N:METH:cg01924448:NFIB:TssD624:Island	N:METH:cg02232320:RP11-345M22.2:TssU222:NA	N:METH:cg13690989:MEF2C:TssD240:Island	N:METH:cg16218980:RGMA:TssU108:Island
TCGA-C5-A2LV	CESC_2	0.36700000000000005	20016.0	386810.0	0.0	2008.8	2.9358	733.21	9.1743	32.661	3571.0	11.743	2.2018	1.4679	52.477	1.4679	15.78	176.51	569.17	87.339	66922.0	1.4679	7.6160000000000005	0.36700000000000005	22.752	1302.3	58.716	18.349	6763.7	0	8.0734	0.0	13.945	47.339	0.36700000000000005	5.1376	43.303000000000004	1	10908.0	3.6697	72.919	599.27	126.24	1043.7	6.2385	3385.7	1097.6	15.046	0.0	0.0	15823.0	771.74	2319.3	1070.5	0.058413	1.1009	0.0	19.083	0.7339	4.0367	806.61	653.95	1820.5	3332.1	16.147000000000002	0	20.903000000000002	4169.2	144.22	0.027073000000000003	0.36700000000000005	40.734	1.1009	3173.6	0.0	1744.2	448.07	1.1009	1924.0	0.64904	0.7339	2.2018	0.36700000000000005	1230.4	0.0	0.0	0.016013	0.0	0	0.0	926.24	0.36700000000000005	171.74	24.954	1064.6	4.0367	2248.4	0.0	230.46	32.294000000000004	4.7706	0.0	1.1009	0.7339	0.056866999999999994	0.0	0.16061	699.08	0	0.36700000000000005	0.0	0.11547	15.413	0.033597	0.18235	0.019015	61.284	0.0	1	-1	0	0	-1	0	-1	0.7195	0.037905	0.066152	0.81511	0.061302999999999996
TCGA-C5-A2LX	CESC_2	69.707	15232.0	503870.0	1.8539	2576.6	48.943000000000005	1933.6	115.68	126.07	2757.5	705.23	829.07	1541.3	242.12	878.38	228.03	332.59	970.71	200.96	68483.0	10.011000000000001	18.086	4944.8	24445.0	170.1	14.46	107.53	11238.0	0	100.11	8.527999999999999	660.36	774.93	10.753	168.34	123.47	1	6987.4	372.64	128.66	391.55	518.73	1238.0	18.91	370.78	2409.0	321.1	0.0	4.4494	15140.0	333.7	3206.5	1291.4	0.11004000000000001	44.123000000000005	0.3708	76.381	1.8539	49.31399999999999	442.71	575.08	5466.8	7615.5	19.281	0	31.593000000000004	9057.8	192.81	0.023299	0.3708	24.101	11.865	1029.7	0.7416	1489.4	319.99	1.8539	1031.5	0.47213	0.3708	195.4	10.382	1797.0	0.3708	0.0	0.09969700000000001	0.0	0	1.1123	73.786	0.3708	347.42	70.449	1185.8	6.6741	3188.4	0.0	31.517	29.956	8.1572	0.0	20.393	2.2247	0.30256	110.86	0.18334	597.33	-1	2.9663	0.0	0.63894	35.224000000000004	0.28774	0.022838999999999998	0.014668	35.224000000000004	0.0	0	-1	0	0	0	0	-1	0.53633	0.08405	0.10224	0.6358600000000001	0.040632
TCGA-C5-A2LY	CESC_2	41.18600000000001	27455.0	428680.0	0.5491	538.17	25.261	2342.7	66.447	34.047	2995.6	6472.3	2.7457	141.68	41.18600000000001	462.93	114.22	47.776	170.78	17.573	92683.0	8.2372	8.4891	5.4915	257.55	248.07	14.277999999999999	248.22	14883.0	0	4.9423	7.6881	510.71	4535.4	8.2372	115.87	543.11	0	19609.0	1.0983	96.682	380.01	535.42	437.12	386.6	1130.7	2755.6	73.586	0.0	0.0	19164.0	67.545	2728.7	1779.2	0.062429	623.28	0.5491	182.32	0.5491	18.122	838.55	319.06	9832.5	8921.5	23.064	1	75.931	9758.9	348.71	0.023553	1.6474	143.33	0.0	1927.0	2.1966	2204.3	238.33	4.9423	855.02	0.42916000000000004	0.0	192.2	1.0983	2655.7	0.0	0.5491	0.012813	0.0	0	0.5491	324.0	0.0	1347.6	8.7864	993.96	15.376	3896.2	0.0	8.2372	21.416999999999998	3.2949	1.0983	2.7457	0.5491	0.24846999999999997	41.18600000000001	0.092128	572.76	0	1.0983	0.5491	0.58032	20.319000000000003	0.022449	0.022635	0.015777	127.4	0.0	0	0	-1	0	-1	0	0	0.09736	0.083881	0.062474	0.44778999999999997	0.055802
TCGA-C5-A2LZ	CESC_1	511.8	42731.0	181440.0	0.3472	770.82	462.14	2784.7	6102.0	172.22	13830.0	556.24	1916.3	1749.3	992.69	1949.3	6462.7	285.76	312.15	472.56	49363.0	882.62	3.5968	28.125	86602.0	210.05	12.152999999999999	583.32	24419.0	0	5.2082	412.84	5490.5	8058.9	9.0276	8278.0	7348.5	1	37835.0	4390.9	73.014	238.88	389.23	7354.0	4360.7	1222.9	3423.2	67.013	0.0	2389.2	58451.0	313.19	3126.0	1167.3	0.057508000000000004	2072.5	0.0	444.44	0.0	11875.0	795.82	1289.6	11842.0	4128.4	46.873999999999995	0	36.327	39833.0	342.7	0.027206	67.013	2846.1	233.33	1954.8	118.05	4378.1	1034.0	9.0276	3894.7	0.06018099999999999	5.2082	3923.5	1.7361	2264.1	23.958000000000002	0.6944	0.10533	0.0	0	0.3472	219.79	1831.6	2430.9	2.7777	1588.5	150.34	3051.7	0.0	297.22	208.33	10.415999999999999	0.3472	2379.8	2.0833	0.29036999999999996	382.98	0.076485	961.44	1	52.082	0.3472	0.34683	109.37	0.024741	0.018571999999999998	0.02015	325.69	0.0	0	0	-1	1	0	0	0	0.34323000000000004	0.12165	0.06388300000000001	0.73655	0.065095
TCGA-C5-A2M1	CESC_3	681.37	5389.5	395.23	146.87	9634.3	112.68	484.49	1.0551	4198.6	2375.0	36.295	19.413	0.8441	3584.5	46.423	8.0186	16913.0	1592.1	1247.7	4128.1	1308.9	7.1886	4545.1	63.516000000000005	224.87	1167.1	3159.7	14.138	0	2035.7	11.395	5526.9	5889.4	8348.6	4277.1	4.8533	0	12.027999999999999	0.0	0.67393	8286.8	9.2847	983.75	0.42200000000000004	7.8076	643.6	4935.6	42.203	0.42200000000000004	7700.4	3706.5	939.44	186.33	0.12662	1.2661	194.56	985.65	42.203	4.2203	2.5322	777.8	289.3	4.0093	416.12	1	13.254000000000001	8.8626	200.89	0.29115	11.817	0.8441	0.0	5.9084	1.4771	488.71	10.972999999999999	0.0	509.18	0.1016	0.0	16.881	207.22	331.46	1.2661	0.0	0.39471	42.625	1	85.461	852.71	0.0	100.65	0.8441	1508.1	1.0551	1927.6	0.22464	465.29	646.46	8.6516	32.496	0.8441	2.9542	0.59788	17.725	0.11310999999999999	696.56	0	4.2203	20.68	0.14740999999999999	7.3855	0.019225	0.025404	0.023716	448.41	0.0	0	0	0	0	0	0	0	0.016385	0.059722000000000004	0.13774	0.81494	0.60556
TCGA-C5-A2M2	CESC_3	3069.9	4238.2	457.32	1362.2	32595.0	96.43799999999999	2258.4	16.129	1629.7	350.81	0.336	2380.4	196.57	1701.6	15.120999999999999	0.0	44567.0	3104.8	2012.4	2837.8	488.24	11.419	5093.8	118.62	27.733	1151.5	1680.1	2.0161	1	2633.7	47.715	5358.9	15774.0	12964.0	4312.5	2.0161	1	0.672	0.336	0.0	1834.0	6.7204	902.22	92.742	0.336	654.57	1401.2	76.613	1.0081	8023.5	3001.0	1234.9	26.21	0.53537	7.7285	859.88	999.33	648.86	5.0403	5.0403	3199.3	47.715	25.201999999999998	2830.3	1	64.275	7.7285	181.45	0.90785	1.3441	1.3441	0.0	38.978	744.96	485.55	29.57	0.0	869.62	0.075112	0.0	33.938	35.954	407.64	1.3441	0.0	0.55487	60.483999999999995	1	688.51	1240.9	0.0	304.44	0.672	851.14	0.336	1023.2	0.0	663.31	1955.0	18.480999999999998	1407.9	3.0242	0.672	0.89135	284.61	0.083881	755.71	0	683.93	264.45	0.09083200000000001	28.561999999999998	0.017418	0.33510999999999996	0.9077700000000001	689.18	1.3441	0	0	0	0	-1	0	0	0.015034	0.037531999999999996	0.47201000000000004	0.92081	0.80207
TCGA-C5-A3HD	CESC_2	16.285	42146.0	215000.0	10.967	2573.7	222.01	1180.5	43.205	111.0	6464.2	10.302999999999999	118.65	45.864	212.37	39.882	78.767	2023.0	599.56	105.69	23559.0	20.605999999999998	7.1355	6.647	23270.0	767.34	83.42	112.0	6616.4	1	6.9793	24.261999999999997	2645.5	520.13	49.52	1060.2	792.65	1	9444.7	19.941	65.318	952.51	203.06	5602.1	348.63	981.09	1745.8	19.941	0.3323	23.264	19773.0	305.1	3543.2	764.74	0.043742	3.3235	0.0	341.32	1.3294	9.6381	1276.2	1179.2	3262.3	2653.5	111.67	0	161.92	11189.0	491.54	0.022127	0.0	12.962	0.0	1778.1	1.3294	944.2	436.37	12.629000000000001	909.64	0.063962	1.6617	1850.2	0.997	859.38	8.6411	0.0	0.018571999999999998	9.3058	0	1.9941	271.2	0.0	341.65	24.926	1140.6	33.235	1606.6	0.0	237.96	14.956	19.941	0.0	20.938000000000002	0.0	0.5110899999999999	5.3176	0.10545999999999998	1336.0	-1	8.3087	0.0	0.7812899999999999	24.926	0.25416	0.016561000000000003	0.4825	5.3176	0.0	0	0	-1	0	-1	-1	-1	0.77837	0.035797	0.037403	0.057540999999999995	0.052788
TCGA-C5-A3HE	CESC_3	284.39	7404.0	10829.0	93.913	7553.5	28.401	652.85	9.0883	1939.2	2097.9	32.945	43.927	273.03	982.67	921.33	1.5147	22745.0	1482.9	2001.7	7916.7	372.24	2.1037	1443.5	1660.1	77.047	196.53	872.1	113.6	0	10.603	0.7574	477.89	1332.6	1454.9	65.512	7.9523	0	191.23	0.0	13.148	1237.2	50.743	700.18	1064.8	98.07799999999999	1596.1	1615.8	87.854	0.0	13542.0	1552.6	2626.9	229.1	0.11117	0.3787	45.82	269.24	74.221	0.0	12.118	689.58	151.47	175.71	106.03	1	40.496	203.73	192.75	0.3117	3.0294	0.0	0.0	228.34	20.449	1014.1	36.732	0.3787	469.19	0.072826	0.0	347.63	113.22	528.04	2.6508	0.3787	0.35344000000000003	9.0883	1	117.77	1146.6	0.3787	181.39	1.136	587.71	5.6802	3490.3	0.0	40.898	524.7	16.283	6.0589	0.3787	1.5147	0.46221999999999996	7.1949	0.33174000000000003	466.53	0	682.59	1.5147	0.081633	22.721	0.025636000000000003	0.018222	0.02112	260.15	0.0	0	1	-1	1	0	-1	0	0.017103	0.055066	0.042241	0.67119	0.054415
TCGA-C5-A3HF	CESC_3	808.54	9294.3	16263.0	1475.4	9505.8	219.6	762.94	12136.0	3280.4	2515.8	407.18	501.62	1390.7	1742.6	144.24	819.86	35704.0	1303.0	3171.7	7938.2	1251.3	2.7875	2131.0	57055.0	75.08800000000001	956.01	1064.0	1444.0	0	213.78	18.435	6264.9	4989.6	2850.6	31617.0	1552.7	0	1128.4	177.56	4.007	990.3	34.929	7188.2	76.32600000000001	143.92	508.73	1936.0	58.538000000000004	972.19	12386.0	2505.2	1532.7	638.1	0.1202	148.12	23.285999999999998	714.1	249.03	985.12	78.59	1133.6	1761.3	123.55	2669.2	1	66.9	2100.9	256.47	0.22479000000000002	19.405	1238.4	10.026	220.25	150.39	789.46	243.85	0.3234	877.43	0.097897	0.0	4027.8	64.683	453.94	5.1746	2.2639	0.38715	3.2342	0	346.05	951.49	279.43	447.28	0.9702	984.8	13.583	2746.1	0.17422	564.68	968.76	10.026	4.2044	883.89	4.8512	0.456	64.683	0.06729299999999999	621.6	1	193.13	7.4386	0.096374	23.609	0.021922	0.02075	0.019019	114.81	0.0	0	1	0	1	0	0	0	0.027863	0.086661	0.44314	0.032271	0.049399
TCGA-C5-A3HL	CESC_1	979.85	70021.0	589850.0	0.3198	983.69	140.71	9767.8	26962.0	58.203	21205.0	5681.2	2449.6	8850.7	2637.7	1055.0	11053.0	408.38	661.34	565.08	66456.0	151.9	2.7841	14.071	534270.0	93.79	35.817	374.8	45955.0	0	3.8375	1810.0	7166.9	2506.2	101.06	1640.9	11382.0	1	31895.0	1710.3	62.99100000000001	1237.6	220.02	8581.7	2287.2	2324.3	2518.7	77.71	1.2792	5881.4	37254.0	430.44	4237.6	3936.4	0.07174900000000001	1511.3	0.0	699.39	5.1167	10927.0	1328.1	1431.1	13468.0	1060.1	142.95	0	48.026	45513.0	375.76	0.024638	169.81	4412.9	31.66	5071.9	540.45	7293.6	2080.9	1.599	7195.7	0.070713	4.7969	2704.8	0.6396	1391.2	39.015	191.56	0.082508	0.0	0	85.705	1070.0	133.67	2845.2	3.8375	3165.3	101.69	1073.2	0.0	288.45	808.61	9.9137	0.3198	1866.0	0.3198	0.048658	285.9	0.11944	1370.3	0	408.7	0.0	0.093877	35.178000000000004	0.023344	0.017437	0.018293	109.69	0.0	0	0	0	0	0	0	0	0.018597	0.058298	0.037696	0.054589	0.048644
TCGA-C5-A7CG	CESC_1	276.6	18928.0	166610.0	0.3668	2413.8	46.588	3186.3	526.41	60.895	3769.3	395.82	2669.5	718.63	595.01	311.08	222.67	498.53	618.49	737.34	16958.0	406.82	4.771	30.448	17725.0	12.214	0.7337	133.9	7936.2	0	18.709	196.99	2116.3	4991.9	3.3015	2977.3	183.05	1	12094.0	4080.3	41.412	785.77	158.84	4774.0	536.32	1737.7	2482.0	86.20700000000001	0.0	108.95	14773.0	425.53	3959.3	298.61	0.047349	665.81	0.0	497.43	4.7689	1308.5	1339.0	540.35	4677.9	1460.0	26.046	0	22.519000000000002	9412.0	326.12	0.032056	9.9046	35.95	1.1005	789.8	42.553000000000004	1569.0	661.04	13.573	2294.6	0.5008	0.0	2589.5	3.3015	2380.7	5.1357	171.68	0.068595	0.3668	0	0.3668	229.64	660.67	1026.0	3.6684	1721.2	17.975	10439.0	0.0	274.39	8.9949	25.679000000000002	1.1005	147.1	1.4674	0.39945	142.7	0.21386999999999998	516.51	0	28.247	1.4674	0.073612	48.788999999999994	0.028576	0.016413999999999998	0.42413	209.1	0.0	1	0	-1	0	1	1	0	0.63472	0.33721	0.050045	0.48706000000000005	0.05449400000000001
TCGA-C5-A7CH	CESC_1	119.17	93051.0	360340.0	1.4896	1338.6	755.21	2096.8	9482.6	183.22	14320.0	3540.2	620.16	13041.0	166.34	203.57	17662.0	1439.9	502.98	177.26	85156.0	306.36	2.4092	8.4409	45401.0	210.0	48.163000000000004	487.09	48176.0	0	9.9305	11.917	2566.0	748.26	0.4965	3506.0	42140.0	1	18988.0	138.03	161.42	337.64	286.99	10403.0	173.78	1835.2	4101.8	43.198	0.0	32.771	53077.0	628.1	4323.7	3405.2	0.044575	663.36	0.0	188.18	1.9861	785.5	1447.9	433.47	12338.0	3808.8	48.163000000000004	0	40.154	25817.0	754.72	0.020447999999999997	752.73	9480.6	297.42	2467.2	20.358	5163.9	1243.8	9.434	2859.0	0.060907	112.22	1237.3	0.4965	917.09	4.4687	4.9652	0.020118	0.0	0	0.4965	581.43	15.889000000000001	2711.0	5.9583	2511.4	34.26	2148.5	0.0	293.94	11.202	9.9305	0.0	333.17	1.9861	0.7401800000000001	85.402	0.14849	845.58	1	170.26	0.0	0.43793999999999994	188.68	0.028551	0.038051	0.03193	53.625	0.0	1	-1	0	-1	1	1	1	0.6287699999999999	0.20338	0.049727	0.66919	0.05285700000000001
TCGA-C5-A7CJ	CESC_1	377.26	45227.0	316700.0	7.6387	740.1	1153.4	3536.3	3531.6	125.61	14259.0	2319.2	584.36	12683.0	740.95	2809.3	1439.5	1159.8	463.84	199.45	65396.0	99.727	3.2784	37.344	190320.0	45.47	21.218000000000004	896.27	40378.0	0	48.803000000000004	390.42	6136.4	2809.3	124.77	2642.1	3841.8	1	27150.0	350.11	178.17	587.75	143.86	8424.2	627.22	2603.1	4098.6	133.25	0.0	3344.0	28716.0	205.82	3627.9	3127.6	0.03134	1590.1	0.8487	202.42	18.672	5751.9	1422.9	896.27	2306.4	2302.2	23.34	0	37.488	25205.0	331.01	0.039147	86.99600000000001	6565.9	271.6	3404.7	60.261	4618.0	516.46	11.458	5917.0	0.05197	7.6387	2089.6	8.062999999999999	1823.1	96.33200000000001	5.5168	0.05064	0.0	0	4.6681	289.85	36.92	2096.4	2.9706	2634.1	151.92	2558.5	0.0	266.5	351.97	5.5168	0.8487	1044.0	0.4244	0.061992	84.45	0.083857	1488.7	1	128.58	0.0	0.51322	55.593	0.020285	0.017916	0.029901999999999998	245.29	0.0	0	-1	0	1	0	0	-1	0.58577	0.1246	0.04239	0.41736999999999996	0.057926
TCGA-C5-A7CK	CESC_1	63.692	42443.0	359780.0	0.0	3206.1	258.17	8632.1	2924.1	125.34	12408.0	840.6	3819.5	1470.0	2971.7	3385.2	6594.4	433.58	483.99	231.61	43171.0	13.624	3.7863	12.943	8788.5	79.70100000000001	6.812	23.500999999999998	47256.0	0	20.436	211.17	5628.4	459.47	32.696999999999996	3469.7	5701.3	1	23279.0	1275.9	145.58	864.1	139.65	9985.4	116.14	2852.5	4667.2	118.19	0.3406	28.27	26987.0	377.04	4574.9	236.38	0.031583	299.05	0.0	283.04	0.6812	599.8	1123.6	2431.9	2078.0	1412.1	80.041	0	55.848	17236.0	434.26	0.023402000000000003	2.0436	2064.0	7.1526	1305.5	8.1744	11342.0	605.93	14.305	4307.6	0.15103	15.668	567.44	2.3842	2455.3	1.0218	32.696999999999996	0.042567	0.0	0	2.0436	620.57	12.262	846.73	2.3842	1007.1	114.78	2853.5	0.18930999999999998	369.89	56.727	26.226	0.3406	182.9	0.6812	0.38165	21.116999999999997	0.10037	1141.7	0	88.215	0.0	0.57902	48.706	0.018994999999999998	0.017166999999999998	0.49076000000000003	214.24	0.0	1	-1	-1	1	-1	0	0	0.59324	0.051535000000000004	0.040317	0.8315600000000001	0.044892
TCGA-C5-A7CL	CESC_1	1659.3	46316.0	292780.0	0.0	1926.2	517.56	2627.7	492.1	76.383	9405.2	556.19	704.57	6146.2	228.27	489.9	4317.4	259.44	1023.7	243.2	41011.0	84.723	1.9983	10.097000000000001	3764.7	89.211	30.729	155.4	37510.0	0	15.802999999999999	934.15	6294.6	2510.5	3.5119	1395.5	4471.0	1	11855.0	46.532	36.111999999999995	329.24	200.62	4115.0	171.64	2154.1	3441.6	110.18	0.0	363.04	34270.0	141.79	3454.8	3940.7	0.032668	113.7	0.439	732.22	1.7559	5084.7	244.51	1275.2	8148.8	9581.2	156.28	0	27.976	13385.0	519.32	0.019651	0.0	673.4	137.4	2625.6	3.0729	7607.6	509.22	9.2186	3819.1	0.059939	3.9508	1859.5	1.7559	2342.9	44.336999999999996	11.414000000000001	0.011422	0.878	0	1.7559	354.7	1.7559	1796.3	4.3898	1666.8	62.773999999999994	3952.6	0.0	55.312	119.03	14.047	0.439	487.71	0.0	0.11105999999999999	39.508	0.062138	661.98	0	100.5	0.0	0.45285	153.21	0.018272999999999998	0.018042	0.01841	271.29	0.0	1	-1	0	1	0	0	0	0.18232	0.039885000000000004	0.030438999999999997	0.44869	0.035422
TCGA-C5-A7CM	CESC_3	4002.6	7278.3	96.675	122.76	12578.0	147.31	480.31	1184.1	5802.1	386.7	1.5345	2611.2	555.5	1754.5	25.575	167.78	47381.0	1886.4	1291.6	2367.0	515.6	7.5035	1291.0	33.248000000000005	52.523999999999994	770.33	459.85	345.27	0	512.53	337.6	8113.6	940.66	1505.4	68832.0	15.857000000000001	0	1410.2	0.0	0.30014	460.87	26.087	637.85	0.0	0.5115	351.41	1074.2	34.783	0.0	13559.0	1300.8	1773.9	203.07	0.04547	1.023	2.5575	804.6	0.5115	12.276	104.35	1201.0	6.6496	0.0	1806.1	0	47.122	41.431999999999995	185.68	0.05407000000000001	1.023	1.023	0.0	3.5806	97.698	579.54	0.5115	0.0	755.5	0.07091599999999999	0.0	10.23	101.79	680.75	0.0	0.0	0.27007	53.708	0	362.66	3586.7	0.0	285.93	0.0	516.62	2.5575	351.92	0.0	304.35	1027.3	32.225	0.0	1.5345	7.6726	0.76882	37.34	0.074619	450.13	-1	265.51	2.046	0.091478	78.77199999999999	0.023795	0.12247999999999999	0.018869999999999998	17.903	1.5345	0	0	0	0	0	0	0	0.014990999999999999	0.050102	0.039434	0.49508	0.057554999999999995
TCGA-C5-A7UE	CESC_1	530.78	51839.0	159650.0	0.5546	1132.6	74.875	6553.0	65129.0	98.72399999999999	14632.0	5138.1	3964.5	2912.9	752.63	8921.8	59601.0	14.42	626.18	93.73299999999999	181040.0	206.88	3.3419	25.513	133540.0	90.631	95.397	232.94	54897.0	0	6.6556	1023.3	4729.3	1905.2	0.5546	1134.8	54975.0	1	24303.0	1513.0	351.7	1493.6	359.4	8457.0	4367.7	1895.7	6766.5	349.42	0.0	3770.4	84094.0	198.0	4983.9	926.79	0.053611	1898.0	0.0	636.72	12.757	14580.0	1917.4	7463.1	27898.0	4387.1	5.5463	0	42.107	38081.0	383.81	0.033597	46.034	11796.0	842.49	3538.0	513.03	7937.9	1734.9	7.2102	4412.1	0.076628	2427.6	2478.1	0.0	3382.2	42.707	34.942	0.06745599999999999	0.0	0	22.74	222.41	1036.0	4591.2	3.3278	2980.6	28.840999999999998	4394.9	0.0	57.681999999999995	429.25	7.2102	0.5546	4440.4	2.7732	0.33066999999999996	224.63	0.11545	1091.5	0	1893.5	0.0	0.51879	40.488	0.037479000000000005	0.028193	0.3223	53.245	0.0	1	-1	-1	1	0	0	0	0.5707300000000001	0.065069	0.046573	0.38877	0.054601
TCGA-DG-A2KH	CESC_3	2960.1	3040.2	21.839000000000002	895.12	15804.0	289.84	561.88	3.7746	2517.9	1035.9	7.2796	712.86	16.986	1696.7	292.53	2.6961	26776.0	3084.4	1409.3	5801.2	1547.9	14.923	6095.4	76.57	504.92	380.7	4410.4	257.21	0	2175.2	33.431999999999995	8959.6	1486.1	7054.2	108390.0	1.8873	0	4.8531	0.0	0.0	3031.3	2.1569	1984.4	55.001000000000005	0.8088	146.94	4881.6	50.688	0.0	8929.9	2341.1	744.67	169.59	0.049497	1.0785	204.64	578.59	337.29	0.0	0.5392	925.86	5.3923	0.5392	4333.5	1	27.945999999999998	0.2696	246.7	0.086947	0.0	0.2696	0.0	1.3481	209.49	525.75	0.8088	0.5392	448.1	0.07975499999999999	0.0	15.638	74.14399999999999	460.29	0.0	0.0	0.5867	44.756	0	370.45	1728.2	0.8088	135.08	17.525	1322.2	20.221	1113.2	0.27132	981.13	1515.3	31.275	55.271	0.2696	29.118000000000002	0.65656	95.713	0.07762100000000001	585.6	1	127.74	42.06	0.09977899999999999	13.481	0.018915	0.021547999999999998	0.021067	233.22	0.0	0	1	-1	1	-1	0	0	0.016944	0.043574	0.042334	0.49501000000000006	0.04451
