SKCM	Labels	N:GEXP::TIMP1:7076:	B:MUTA:COMP:BRAF::	B:MUTA:nons:BRAF::	B:MUTA:HOTS:BRAF:pV600:	B:MUTA:HOTS:NRAS:pQ61:	B:MUTA:nons:NF1::	N:METH:cg08195943:TRH:TssD955:Island	B:MUTA:nons:NRAS::	B:MUTA:COMP:NF1::	B:MUTA:COMP:NRAS::	B:MUTA:COMP:SPTA1::	B:MUTA:nons:SPTA1::	N:GEXP::TFAP2A:7020:	N:GEXP::ETV1:2115:	N:GEXP::TIMP2:7077:	N:GEXP::SPRY2:10253:	N:GEXP::KIT:3815:	N:GEXP::NF1:4763:	B:MUTA:COMP:APOB::	B:MUTA:LOF:NF1::	B:MUTA:COMP:SETD2::	N:GEXP::DTX4:23220:	B:MUTA:nons:SETD2::	N:MIR::hsa-miR-4746-5p:Corrected:	N:METH:cg10205753:RGS20:TssD66:Island	N:MIR::hsa-miR-125b-1-3p:Corrected:	N:MIR::hsa-miR-942-5p:Corrected:	N:GEXP::NUMA1:4926:	N:GEXP::CALU:813:	N:GEXP::LMNA:4000:	N:METH:cg01522826:LRRIQ1:TssD4:NA	N:GEXP::PLXNA1:5361:	N:MIR::hsa-miR-153-5p:Corrected:	N:MIR::hsa-miR-1:Corrected:	N:GEXP::CSDE1:7812:	N:GEXP::EGR1:1958:	B:MUTA:nons:KEL::	B:MUTA:LOF:FOXA1::	N:GEXP::TF:7018:	N:GEXP::NUDT19:390916:	N:GEXP::SNX19:399979:	N:MIR::hsa-miR-615-3p:Corrected:	N:MIR::hsa-miR-212-3p:Corrected:	B:MUTA:HOTS:BRAF:pK601:	B:MUTA:COMP:KEL::	N:METH:cg22376940:MPZL3:TssD24:NA	B:MUTA:LOF:UNCX::	N:GEXP::CASC2:255082:	N:MIR::hsa-miR-16-2-3p:Corrected:	N:GEXP::ALDH1A3:220:	N:GEXP::BMPER:168667:	N:METH:cg19430897:HIST1H2AB:TssU348:Shore	N:GEXP::ART5:116969:	I:CNVR::PARP12:64761:	N:MIR::hsa-miR-671-5p:Corrected:	N:MIR::hsa-miR-382-5p:Corrected:	N:GEXP::GSPT2:23708:	N:METH:cg06078334:GABBR1:TssD163:Island	N:GEXP::LOC401431:401431:	N:MIR::hsa-miR-431-3p:Corrected:	B:MUTA:nons:MAP2K1::	B:MUTA:COMP:MAP2K1::	N:METH:cg19190714:GMPR:TssD129:Island	N:GEXP::H19:283120:	N:MIR::hsa-miR-671-3p:Corrected:	N:MIR::hsa-miR-33a-5p:Corrected:	N:METH:cg02569458:RASSF9:TssD256:NA	B:MUTA:HOTS:NRAS:pG13:	N:GEXP::HSPA8:3312:	N:GEXP::PYROXD2:84795:	N:METH:cg04829853:HAPLN3:TssD537:Island	N:GEXP::SPTBN1:6711:	N:METH:cg15700487:GOLPH3L:TssU138:NA	I:CNVR::FRMD3:257019:	I:CNVR::NFASC:23114:	I:CNVR::FUCA1:2517:	B:MUTA:HOTS:NRAS:pG12:	N:METH:cg26789869:BASP1:TssD1350:Shore	N:METH:cg20072442:LRRTM1:TssD1145:Island	N:METH:cg14263942:CDKL2:TssU61:Island	N:MIR::hsa-miR-337-3p:Corrected:	N:MIR::hsa-miR-1249:Corrected:	N:GEXP::BAGE:574:	N:METH:cg06626655:RSPO1:TssD373:Island	I:CNVR::DAAM1:23002:	I:CNVR::ZNF493:284443:	I:CNVR::ATAD5:79915:	I:CNVR::GRAMD1B:57476:	I:CNVR::MIR4533:100616362:	I:CNVR::PRKCE:5581:	I:CNVR::ABHD15:116236:	I:CNVR::FLJ46257:400932:	I:CNVR::MIR490:574443:	I:CNVR::ARHGEF19:128272:	I:CNVR::KPNA3:3839:	I:CNVR::BTBD6:90135:	N:GEXP::ZC3H13:23091:	N:GEXP::CFL1:1072:	N:MIR::hsa-miR-504-5p:Corrected:	N:METH:cg18791121:CYB5R2:TssU81:Island	N:METH:cg07057636:CYP1B1-AS1:TssD81:Island	N:METH:cg09290941:COCH:TssU36:Island	N:METH:cg15945016:HIST1H3A:TssU21:Island	N:METH:cg12991522:PPL:TssD405:Island
TCGA-DA-A1IB	SKCM_3	23845.0	1	1	0	0	0	0.12539	0	0	0	0	0	3337.4	1466.8	10027.0	1314.6	722.38	1601.1	0	0	0	1017.1	0	4.9022	0.058177	3.7584	24.348000000000003	5865.8	11782.0	7829.4	0.19974	3423.4	9.3142	0.81703	10798.0	5735.4	0	0	27.13	240.03	1642.0	14.87	25.982	0	0	0.067866	0	6.8973	22.714000000000002	791.78	8.2768	0.18847	0.9196	0	8.4971	1.6341	176.57	0.070518	71.907	0.32681	0	0	0.029751999999999997	1565.2	10.295	10.948	0.27523000000000003	0	20294.0	157.26	0.33541	6575.5	0.059163	0	0	0	0	0.16072	0.20739000000000002	0.35234	1.1438	5.7192	0.0	0.16323	0	0	0	0	0	0	0	1	0	0	0	0	4157.7	19938.0	3.2681	0.11599000000000001	0.31961999999999996	0.31279	0.16701	0.17057
TCGA-DA-A1IC	SKCM_4	5182.9	0	0	0	0	1	0.73027	0	1	0	1	1	3842.7	3147.6	32636.0	992.38	2265.5	348.98	0	0	0	1088.2	0	8.759	0.042198	3.0775	6.6284	7369.0	16896.0	17516.0	0.040808	9931.0	0.47346000000000005	3.5509	10223.0	877.26	0	0	2.4067	430.0	1830.7	12.547	31.485	0	0	0.84486	0	17.248	9.2324	56978.0	22.463	0.10522999999999999	0.4011	1	12.783	24.62	21.660999999999998	0.073464	32.527	8.2855	0	0	0.040023	90.654	19.412	14.44	0.60215	0	22148.0	4000.8	0.65349	23622.0	0.42041999999999996	-1	1	0	0	0.23936	0.15306	0.70504	10.89	8.5222	0.0	0.07219600000000001	0	0	0	0	0	0	0	0	1	0	-1	0	3740.5	15595.0	0.0	0.027402	0.063289	0.75268	0.071576	0.084162
TCGA-DA-A3F3	SKCM_2	2946.3	0	0	0	1	0	0.57233	1	0	1	0	0	7966.2	2619.2	45309.0	6427.3	54.818000000000005	3003.8	0	0	0	68.956	0	9.2566	0.042533999999999995	7.8166	1.6456	8109.2	4532.6	18806.0	0.029862	9043.3	0.4114	6.9938	13996.0	1724.5	0	0	319.96	497.4	726.77	3.7026	10.902000000000001	0	0	0.063356	0	17.887999999999998	7.1995	2633.8	2.3081	0.10137	2.5967	0	1.2342	1.2342	214.66	0.037307	24.818	0.6171	0	0	0.047263	2627.5	3.4969	12.136	0.058325999999999996	0	20644.0	503.75	0.013290999999999999	9393.2	0.7573	0	1	0	0	0.054927	0.019072	0.010862	3.9083	4.7311	0.0	0.040879	0	0	0	-1	0	0	0	0	0	0	1	0	11439.0	11612.0	0.6171	0.030189999999999998	0.055768	0.025681	0.064205	0.03085
TCGA-DA-A3F5	SKCM_1	42044.0	1	1	1	0	0	0.56283	0	0	0	0	0	426.03	631.33	13738.0	4302.2	3.1646	1737.0	0	0	0	56.566	0	8.8487	0.067762	34.153	16.456	5556.1	53442.0	17008.0	0.036954	4274.5	1.2419	1.0867	7274.1	3163.8	0	1	15.032	372.23	1539.2	6.5201	21.889	0	0	0.045511	1	12.658	24.839000000000002	18226.0	0.0	0.10564000000000001	7.5158	1	28.875	21.578000000000003	386.87	0.067637	123.32	2.6391	0	0	0.025831	807.75	60.699	7.9173	0.062763	0	62235.0	104.43	0.62152	11571.0	0.6432	-1	1	-1	0	0.46843	0.55998	0.041023000000000004	13.815999999999999	4.3467	3.3584	0.044172	-1	0	-1	-1	1	1	-1	1	1	-1	0	-1	1933.9	17938.0	3.2601	0.57605	0.54885	0.5816399999999999	0.07469400000000001	0.050719
TCGA-DA-A3F8	SKCM_1	12526.0	1	1	1	0	0	0.43283999999999995	0	0	0	1	1	1093.4	602.89	17502.0	2236.9	604.49	1371.4	1	0	0	1575.3	0	8.7501	0.04848	2.6923	24.230999999999998	7199.2	10385.0	19942.0	0.06766799999999999	6322.6	1.0096	1.3462	9119.4	1587.2	1	0	19220.0	424.72	1822.8	28.27	27.933000000000003	0	1	0.039341	0	5.1364	31.635	1221.3	0.9631	0.10418	1.6051	1	8.4136	2.6923	302.09	0.04092	80.639	1.0096	0	0	0.0339	595.51	21.875	17.5	0.13625	0	32137.0	193.58	0.018506	27601.0	0.049745	0	-1	-1	0	0.099356	0.029653	0.015036	3.702	5.0482	0.0	0.068713	0	0	0	0	0	1	0	0	1	-1	0	0	2552.8	22850.0	9.0867	0.48508	0.094027	0.045598	0.057438	0.041734
TCGA-DA-A95V	SKCM_4	8543.9	0	0	0	0	1	0.5459	0	1	0	0	0	17209.0	87.54799999999999	75956.0	395.29	55.711999999999996	332.28	0	0	0	605.54	0	3.2396	0.049804	2.0248	10.529000000000002	5194.1	7867.4	43706.0	0.78117	8648.0	1.6198	0.8099	5853.1	713.65	0	0	495.44	234.12	1008.1	1.6198	2.0248	0	0	0.052509	0	3.3162	4.0495	114.67	1.3265	0.067326	2.653	0	12.958	2.4297	95.507	0.029799000000000003	35.881	0.40495	0	0	0.034748	955.07	10.529000000000002	9.3139	0.049122000000000006	0	26899.0	43.773999999999994	0.015212	13998.0	0.23344	0	-1	1	0	0.055865	0.7320800000000001	0.44719	2.0248	10.124	0.0	0.08292100000000001	0	1	0	-1	0	1	0	1	0	1	-1	-1	613.5	32613.0	1.2149	0.025633999999999997	0.082012	0.020588	0.038926	0.034605000000000004
TCGA-DA-A95W	SKCM_1	4998.2	1	1	1	0	0	0.80881	0	0	0	1	1	2958.4	1449.0	9056.9	1230.8	22.523000000000003	1501.1	0	0	0	480.5	0	9.3322	0.052711	13.368	9.08	6424.1	6270.0	12272.0	0.06971799999999999	5697.9	0.50445	0.0	9265.1	338.35	0	1	5769.0	265.78	1463.5	9.8367	5.0445	0	0	0.065459	1	3.5036	11.602	54.542	2.0021	0.63132	8.5088	1	22.448	3.0267	597.62	0.73245	53.13	0.25222	0	0	0.028622	1383.9	5.8011	14.124	0.44856999999999997	0	33928.0	129.63	0.37993000000000005	7401.7	0.63743	0	0	0	0	0.43236	0.82988	0.7907	3.7833	9.3322	355.86	0.094523	0	0	0	0	0	0	0	0	1	0	1	0	1952.5	17534.0	2.0178	0.86944	0.74083	0.7965	0.37108	0.20351
TCGA-DA-A95X	SKCM_2	6982.7	0	0	0	1	1	0.46421	1	1	1	0	0	2500.9	2299.3	32751.0	3105.0	5.561	557.41	1	1	0	6.2152	0	10.808	0.36682	3.3774	7.4304	10505.0	12575.0	13942.0	0.049513	6588.8	2.0265	0.45032	17892.0	7480.9	1	0	2599.6	235.85	2260.7	0.45032	5.6291	0	1	0.51459	0	25.515	8.1058	5665.2	0.3271	0.058517999999999994	1.3085	0	11.934000000000001	5.8542	233.89	0.53455	93.772	2.9271	0	0	0.40146	1277.1	4.5032	0.6754899999999999	0.047786	0	24896.0	2238.5	0.52449	17299.0	0.074191	-1	0	0	0	0.057463	0.020696	0.014449000000000002	3.6026	1.8013	0.0	0.048228	0	0	-1	0	0	0	-1	-1	0	0	-1	0	3625.4	15450.0	2.4768	0.63826	0.39261	0.023030000000000002	0.034631	0.6379
TCGA-DA-A95Y	SKCM_3	10675.0	1	1	0	0	0	0.78283	0	0	0	0	0	8145.7	563.09	64953.0	1295.8	8173.1	1255.4	0	0	0	591.52	0	21.854	0.052746	0.26650999999999997	9.0614	29553.0	14790.0	12083.0	0.8579100000000001	547.63	1.8656	1.5991	5223.9	1691.8	0	0	3.99	724.69	1299.8	8.7949	21.587	0	0	0.06287899999999999	0	14.464	5.8633	464.21	11.470999999999998	0.057430999999999996	7.98	1	45.306999999999995	11.727	264.34	0.027882999999999998	166.92	0.0	0	0	0.027821	1044.4	9.3279	3.4647	0.63493	0	21436.0	94.76299999999999	0.016112	14154.0	0.54195	0	1	1	0	0.04693	0.032514999999999995	0.013722999999999999	1.8656	7.9954	0.0	0.051177	0	-1	0	-1	1	0	0	0	1	1	0	0	3967.6	35369.0	1.0659999999999998	0.024825	0.05474	0.036608999999999996	0.046370999999999996	0.031854
TCGA-DA-A95Z	SKCM_4	4884.4	1	1	0	0	1	0.77951	1	1	1	1	1	4622.0	1112.7	31996.0	1739.9	10.116	470.38	1	0	0	71.532	0	49.56	0.8726200000000001	7.8253	14.345999999999998	4607.2	21072.0	49314.0	0.8714299999999999	9010.1	0.8694799999999999	2.1737	7750.7	2044.8	0	1	30.346999999999998	523.12	973.27	42.17	7.8253	0	0	0.080096	1	2.1676	16.52	41.336999999999996	0.7225	0.084132	3.6127	1	45.648	4.7821	256.5	0.8211	52.088	5.6516	0	0	0.027551999999999997	1725.4	29.128	21.737	0.074324	0	32304.0	338.87	0.27123	12275.0	0.09535199999999999	0	1	0	0	0.6441399999999999	0.39586	0.8373799999999999	6.5211	23.910999999999998	0.0	0.24048000000000003	0	1	0	-1	1	0	0	1	1	0	0	0	7161.9	20100.0	3.9127	0.88756	0.7872899999999999	0.8415299999999999	0.06879500000000001	0.86103
TCGA-DA-A960	SKCM_2	5358.4	0	0	0	1	0	0.9078299999999999	1	0	1	0	0	16178.0	1086.7	34615.0	677.3	4941.3	855.87	1	0	0	372.45	0	29.656	0.030989	0.6447	9.0258	7410.7	1663.3	35938.0	0.90722	9542.1	0.32235	9.3482	7635.2	436.22	0	0	3.8265	336.74	668.37	6.447	9.9929	0	0	0.044581	0	3.8265	6.7694	6237.9	0.0	0.038723	0.0	0	6.7694	3.2235	6.3776	0.082826	75.255	0.32235	0	0	0.025475	16519.0	4.8353	2.5788	0.49776000000000004	0	7216.8	156.89	0.78284	7452.8	0.9153700000000001	-1	1	1	0	0.4525	0.54461	0.26755	2.2565	17.407	0.0	0.033879	-1	0	0	-1	0	0	0	0	0	1	0	-1	11764.0	40531.0	0.32235	0.051966	0.067057	0.024138999999999997	0.064308	0.10165
TCGA-EB-A1NK	SKCM_2	10300.0	0	0	0	1	0	0.6095	1	0	1	0	0	3759.2	806.57	46385.0	1002.2	1585.3	1031.3	0	0	0	485.87	0	15.308	0.057491999999999994	0.0	5.1025	6932.2	14159.0	32533.0	0.047202	10697.0	0.0	5.6695	9507.6	597.05	0	0	0.5345	327.92	1082.1	17.575	12.472999999999999	0	0	0.05284	0	21.113000000000003	1.7008	143.91	3.2071	0.077684	13.363	1	8.5042	23.811999999999998	203.11	0.033111	64.97	14.174000000000001	0	0	0.025657	218.35	10.772	0.0	0.063742	0	33657.0	250.95	0.014088	9717.6	0.053199	0	0	0	0	0.084995	0.020548	0.013147999999999998	6.2364	11.905999999999999	0.0	0.11807999999999999	0	-1	0	0	1	0	0	1	1	0	0	0	1825.1	32126.0	5.1025	0.032066000000000004	0.06957100000000001	0.023303	0.1035	0.035405
TCGA-EB-A24C	SKCM_1	5278.3	1	1	1	0	0	0.75659	0	0	0	0	0	12929.0	1993.2	36141.0	3341.0	2244.9	3521.0	0	0	0	1325.1	0	9.2287	0.038301999999999996	2.1027	9.5791	8098.2	9487.9	19979.0	0.051055	6581.7	0.93455	0.23364000000000001	6358.7	1553.8	0	1	420.87	430.0	1927.0	21.261	40.887	0	0	0.059383000000000005	0	13.687000000000001	1.8691	1008.4	4.8474	0.15078	0.5703	1	4.4391	11.215	329.63	0.032369999999999996	90.194	4.0887	0	0	0.039983	549.19	7.9437	16.822	0.21444000000000002	0	39173.0	40.49	0.014985	10174.0	0.06905399999999999	-1	1	-1	0	0.5604100000000001	0.024361	0.014977	14.017999999999999	7.5932	0.0	0.040951	0	0	0	-1	0	-1	0	0	1	-1	1	0	8434.6	18115.0	3.5046	0.023696000000000002	0.06638200000000001	0.015889	0.056403999999999996	0.2527
TCGA-EB-A24D	SKCM_1	1877.4	1	1	0	0	0	0.81743	0	0	0	0	0	16068.0	1994.2	39272.0	1995.5	228.61	2095.4	0	0	0	262.01	0	14.564	0.042613	4.2958	6.2865	5122.8	19006.0	20723.0	0.37903000000000003	11608.0	0.20955	0.31433	11142.0	818.38	0	1	42.692	300.57	1267.3	5.3435	5.9722	1	0	0.84321	0	16.182000000000002	9.1155	101.97	7.2302	0.09422799999999999	1.3772	1	9.2202	11.525	419.35	0.039092	30.033	3.6671	0	0	0.48491999999999996	89.516	8.2773	13.935	0.57171	0	38028.0	96.05799999999999	0.47643	2732.3	0.070272	1	1	-1	0	0.89095	0.045348	0.7055100000000001	10.373	2.9337	0.0	0.082923	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	-1	4797.0	10075.0	1.3621	0.76786	0.050694	0.020941	0.52876	0.38581
TCGA-EB-A299	SKCM_1	37104.0	1	1	1	0	0	0.6227699999999999	0	0	0	0	0	2805.4	1312.5	7586.1	2266.2	1649.8	918.99	0	0	0	589.03	0	6.5264	0.045312	2.1115	4.031000000000001	9626.3	3663.7	24293.0	0.13463	6234.9	1.1517	2.1115	10463.0	2247.6	0	0	1322.8	612.01	1490.4	12.285	20.730999999999998	0	0	0.060066999999999995	0	36.662	8.6378	11531.0	50.349	0.10254	5.3771	1	3.6471	11.709000000000001	256.63	0.042614	121.29	4.7988	1	1	0.035327	883.3	13.629000000000001	6.9103	0.076847	0	14954.0	1665.4	0.015881	9037.9	0.064648	-1	1	1	0	0.077098	0.047322	0.013880000000000002	18.043	10.557	43.975	0.039553	0	1	0	0	1	0	0	0	1	1	0	0	2237.3	24402.0	1.9195	0.03712	0.14219	0.039122000000000004	0.096105	0.05001
TCGA-EB-A3HV	SKCM_1	41175.0	1	1	1	0	0	0.6662100000000001	0	0	0	0	0	2589.1	1447.1	17670.0	2455.6	446.23	1246.3	0	0	0	727.17	0	2.94	0.051625	1.3363	3.1404	11235.0	7990.1	32533.0	0.40176999999999996	8201.2	0.33409	0.80181	9164.2	6744.9	0	1	353.09	380.57	1326.1	6.1472	5.5458	0	0	0.065899	0	6.8709	3.675	1744.3	39.698	0.07659400000000001	8.016	1	5.8799	13.029000000000002	273.31	0.24101999999999998	266.72	1.8041	0	0	0.045606	891.69	5.8131	4.5436	0.090113	0	31562.0	239.34	0.31973	22558.0	0.054876	0	0	0	0	0.55674	0.65685	0.020694999999999998	6.8154	1.4032	0.0	0.066936	0	0	0	-1	0	0	0	0	1	0	0	0	13496.0	32581.0	2.0713	0.77158	0.33437	0.024319999999999998	0.10021000000000001	0.13804
TCGA-EB-A3XB	SKCM_1	7696.9	1	1	1	0	0	0.61612	0	0	0	0	0	7165.6	1563.9	40207.0	1470.3	8351.0	1741.2	0	0	0	1013.2	0	8.5901	0.037443000000000004	0.44051999999999997	15.638	4162.3	22434.0	17251.0	0.6594300000000001	29323.0	0.66078	0.8810399999999999	13274.0	764.87	0	0	656.82	573.65	802.95	19.602999999999998	16.299	0	0	0.084496	0	34.201	18.942	13833.0	81.617	0.063502	0.0	1	61.012	26.651	209.09	0.048098	43.187	17.18	0	0	0.027977999999999996	1110.0	35.902	13.876	0.26933	0	32056.0	544.89	0.017503	14133.0	0.061438	-1	1	1	0	0.093516	0.6188100000000001	0.044183999999999994	24.449	12.775	0.0972	0.08315700000000001	-1	-1	0	-1	0	-1	0	0	1	1	-1	-1	2704.6	15304.0	2.2026	0.034253	0.19702	0.034268	0.20181	0.5552199999999999
TCGA-EB-A3XC	SKCM_1	5956.9	1	1	1	0	0	0.81247	0	0	0	0	0	4299.1	836.84	19944.0	1119.5	679.32	960.49	0	0	0	234.48	0	23.156999999999996	0.04376	3.4736	153.22	5434.2	27499.0	21015.0	0.05923	10160.0	4.2455	3.0876	10797.0	652.64	0	0	63.622	471.52	881.99	15.052	15.052	0	0	0.068786	0	5.6439	33.578	1368.8	2.5654	0.04337	1.5393	1	71.40100000000001	65.612	244.74	0.070936	193.64	26.245	0	0	0.04344	541.3	83.365	13.894	0.08593300000000001	0	43016.0	74.39699999999999	0.013356	8918.9	0.6342300000000001	-1	1	1	0	0.23340999999999998	0.46391000000000004	0.011099	35.121	18.14	83.027	0.055166	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	11573.0	30410.0	1.5438	0.022407	0.39799	0.021106	0.065799	0.037407
TCGA-EB-A3XD	SKCM_1	3438.1	1	1	1	0	0	0.2416	0	0	0	0	0	6534.4	719.38	38584.0	793.75	5624.4	975.62	0	0	0	1020.0	0	3.113	0.063566	1.4527	8.3013	10097.0	6407.5	25960.0	0.096323	6225.0	2.9055	10.792	10088.0	863.12	0	0	170.0	435.62	875.0	10.792	7.2637	0	0	0.056971	0	10.625	2.0753	6626.7	13.75	0.053205999999999996	5.0	1	1.8678	57.486999999999995	165.0	0.07388	22.506	15.773	0	0	0.029661	950.0	10.584000000000001	3.3205	0.28947	0	30851.0	113.75	0.018022	12524.0	0.26937	-1	1	0	0	0.058205999999999994	0.044923000000000005	0.020189	39.224000000000004	15.773	0.0	0.09787	-1	0	0	0	1	0	0	1	1	0	0	-1	3954.4	29114.0	0.8301299999999999	0.028025	0.061277	0.026465	0.051895000000000004	0.027162000000000002
TCGA-EB-A3XE	SKCM_1	31050.0	1	1	1	0	0	0.6701600000000001	0	0	0	0	0	5643.4	956.41	24065.0	2091.9	806.2	996.85	0	0	0	768.91	0	1.6358	0.038207	3.9531	4.6347	10107.0	4261.0	37002.0	0.15772	8369.2	0.5452600000000001	1.2268	8763.1	712.71	0	0	61.975	448.0	1310.9	14.04	15.812000000000001	0	0	0.056584	0	11.555	5.4526	925.51	11.029000000000002	0.047842	3.6765	0	4.4984	28.625999999999998	282.04	0.11660999999999999	63.051	5.9978	0	0	0.0297	658.61	6.1341	2.181	0.44865	0	18649.0	944.33	0.18835	13796.0	0.14803	-1	0	-1	0	0.24218	0.69947	0.013803999999999999	22.219	4.0894	0.0	0.11047	0	0	0	0	1	0	0	1	0	-1	0	0	2481.1	35078.0	1.3631	0.032048	0.38694	0.017498	0.053817	0.35723
TCGA-EB-A3XF	SKCM_1	9148.0	1	1	1	0	0	0.76484	0	0	0	1	1	6489.9	1249.8	23439.0	1214.8	293.22	1959.7	0	0	0	1684.4	0	4.7591	0.04545	6.4897	14.71	6175.0	16413.0	16755.0	0.044529	8777.9	0.6489699999999999	0.21631999999999998	10080.0	1616.4	0	0	279.37	503.36	1847.7	58.191	10.384	0	0	0.036031	0	8.145	11.898	311.1	0.8145	0.04824	3.6652	1	20.767	10.384	344.53	0.42008	33.407	4.7591	1	1	0.044943000000000004	802.69	13.628	13.412	0.17786	0	42306.0	156.38	0.21993000000000001	7095.9	0.06286599999999999	-1	0	0	0	0.46821	0.5683699999999999	0.01258	8.004	4.7591	0.0	0.058149	0	0	0	0	0	0	0	0	1	0	0	0	3275.5	24562.0	3.2449	0.024599	0.05588099999999999	0.035241	0.056603	0.030388
TCGA-EB-A3Y6	SKCM_1	7155.5	1	1	1	0	0	0.69909	0	0	0	1	1	3761.4	1251.3	29169.0	1347.9	5193.9	1433.6	0	0	0	1767.3	0	11.078	0.045477	1.5825	12.208	4791.6	12395.0	19716.0	0.087983	7476.5	1.5825	1.5825	7529.5	1165.5	0	0	91.35	573.08	891.5	20.347	15.373	0	0	0.09174299999999999	0	25.354	9.7212	1734.6	4.4743	0.05198099999999999	2.61	1	23.285999999999998	33.911	172.63	0.046613	96.339	7.9126	0	0	0.035815	643.18	21.025	33.459	0.12125	0	30958.0	142.43	0.018175	16153.0	0.070249	0	1	-1	0	0.08344700000000001	0.5604600000000001	0.013297	14.017000000000001	5.1997	73.613	0.057004	-1	0	1	-1	1	1	1	0	1	-1	0	-1	7706.2	19943.0	1.3564	0.023117	0.045636	0.028027	0.57504	0.28331
TCGA-EB-A3Y7	SKCM_4	24448.0	0	0	0	0	1	0.044432	0	1	0	0	0	6567.4	311.23	51483.0	66.89	4547.4	354.35	1	0	0	412.95	0	21.848000000000003	0.048699	2.0392	12.526	4861.0	3074.2	37101.0	0.71512	13637.0	0.0	3.4957	4208.0	2190.2	1	0	0.0	337.21	664.48	11.652000000000001	18.935	0	1	0.060522	0	11.056	11.652000000000001	26.391	2.764	0.038793	4.9753	0	12.818	15.731	132.67	0.077342	163.75	2.3305	0	0	0.030227999999999998	1016.1	20.392	2.6218	0.60088	0	10357.0	183.53	0.016689	7581.8	0.48961000000000005	0	1	0	0	0.14385	0.14437	0.012799	4.0783	71.37	0.0	0.078723	0	0	0	-1	0	0	0	0	0	-1	-1	0	1855.8	50198.0	1.1652	0.021433	0.05281	0.026989	0.067091	0.053301999999999995
TCGA-EB-A41A	SKCM_4	7185.8	0	0	0	0	1	0.9159700000000001	0	1	0	1	1	21505.0	1035.2	45958.0	3251.9	1672.6	1195.9	1	1	0	162.67	0	20.309	0.5778399999999999	0.68457	5.0202	9056.7	5618.9	61659.0	0.8659	7768.6	0.0	0.0	12635.0	2846.0	1	1	4.334	543.2	910.72	9.8121	16.43	0	1	0.25593	0	56.053000000000004	8.6712	385.76	6.0676	0.35086999999999996	2.3115	0	3.4228	6.6175	158.62	0.49456999999999995	22.248	3.6510000000000002	0	0	0.034321	251.66	4.5638	5.0202	0.71023	0	15962.0	190.99	0.082599	11693.0	0.50384	0	1	1	0	0.73056	0.89907	0.047538	4.1074	4.1074	0.0	0.083471	-1	0	0	-1	0	0	0	-1	0	-1	0	-1	9366.1	26930.0	0.0	0.9381200000000001	0.75567	0.026215	0.14274	0.86951
TCGA-EB-A41B	SKCM_3	6341.5	0	0	0	0	0	0.87641	0	0	0	0	0	5717.5	192.34	29766.0	3992.5	1900.6	1447.7	1	0	0	702.51	0	14.575999999999999	0.041568	1.3559	15.254000000000001	32912.0	5885.3	22573.0	0.043773	6709.1	1.3559	1.6949	12674.0	981.25	0	0	26.664	767.93	773.62	5.0847	9.4915	0	0	0.052327	0	26.309	12.203	1061.0	1.0666	0.05148	4.6218	0	13.22	8.1355	169.59	0.029218	164.44	4.0678	0	0	0.044504	166.74	7.7966	10.169	0.42183000000000004	0	22511.0	110.57	0.089628	6374.5	0.064307	0	0	0	0	0.062568	0.21243	0.012708	6.4406	6.1017	0.0	0.079682	-1	0	1	-1	0	1	1	0	0	0	-1	-1	804.2	11730.0	2.0339	0.029294999999999998	0.062199000000000004	0.023573	0.060088	0.031495
TCGA-EB-A42Y	SKCM_3	1652.5	0	0	0	0	0	0.8997799999999999	0	0	0	0	0	5017.9	1210.5	45205.0	785.27	8043.5	1844.7	0	0	0	4351.8	0	19.834	0.046151	0.86235	21.99	7982.1	9114.3	17215.0	0.8534	7265.1	2.1559	3.4494	8128.3	4927.5	0	0	9.3857	576.51	3230.1	20.695999999999998	9.0547	0	0	0.035252	0	12.23	15.954	35.728	8.8168	0.040729	3.1286	1	25.008000000000003	4.3118	248.86	0.054172000000000005	258.91	3.0182	0	0	0.030327999999999997	1143.9	12.504000000000001	11.642000000000001	0.05355700000000001	0	49672.0	202.22	0.021902	6100.4	0.69413	0	0	0	0	0.52461	0.84791	0.80556	2.1559	3.4494	2.4289	0.082565	0	0	0	1	0	0	0	0	1	0	0	0	4486.1	37216.0	0.0	0.032338	0.6034	0.025256999999999998	0.070875	0.52609
TCGA-EB-A42Z	SKCM_1	28455.0	1	1	1	0	0	0.85298	0	0	0	0	0	1427.8	3088.2	46948.0	2500.2	130.77	1445.3	0	0	0	469.49	0	7.9385	0.045321	2.4056	2.6462	6353.5	18991.0	32719.0	0.05725499999999999	8583.1	0.96224	0.48112	3865.3	2044.2	0	0	228.93	766.23	1092.0	17.32	15.877	0	0	0.08396	0	8.0723	9.6224	9468.1	9.041	0.036886	1.2916	1	28.386	27.424	75.234	0.17991	278.65	7.9385	0	0	0.038468	3281.9	20.207	12.269	0.073225	0	27824.0	2120.1	0.11613	17581.0	0.059575	-1	-1	0	0	0.50126	0.85188	0.013258	19.004	8.179	0.3229	0.032458	-1	0	0	-1	0	0	0	0	1	0	0	0	6335.8	22060.0	2.6462	0.61279	0.065207	0.040101	0.088684	0.068637
