KIRP	Labels	N:GEXP::KRT7:3855:	N:GEXP::TPX2:22974:	N:METH:cg03588357:GPR68:TssD52:Island	N:GEXP::TXNRD1:7296:	N:GEXP::UGT1A6:54578:	N:GEXP::NQO1:1728:	N:GEXP::SQSTM1:8878:	N:GEXP::HSP90AB1:3326:	N:GEXP::BUB1:699:	N:GEXP::MET:4233:	N:GEXP::RNF43:54894:	N:GEXP::BCL2:596:	N:METH:cg02275294:SOAT1:TssU388:Shore	N:GEXP::SATB2:23314:	N:METH:cg00828602:WNT5A:TssD837:Island	N:GEXP::FHL1:2273:	N:GEXP::QPRT:23475:	N:GEXP::CDCA2:157313:	N:GEXP::RELN:5649:	B:MUTA:COMP:CD70::	N:GEXP::TNFSF13:8741:	N:GEXP::ME1:4199:	N:MIR::hsa-miR-224-5p:Corrected:	N:GEXP::DTL:51514:	N:GEXP::ABCA17P:650655:	N:GEXP::MACC1:346389:	N:GEXP::ACCN2:41:	N:GEXP::CPA3:1359:	N:METH:cg05705583:CAMLG:TssU760:Shore	N:GEXP::TSKU:25987:	N:GEXP::HSD17B14:51171:	N:GEXP::C1orf107:27042:	N:MIR::hsa-miR-126-3p:Corrected:	N:GEXP::GPC4:2239:	N:GEXP::DYNC2LI1:51626:	N:METH:cg07440414:TCF7:TssU23:Island	N:METH:cg09009259:MUM1:TssU189:Island	B:MUTA:COMP:SETD2::	N:MIR::hsa-miR-31-3p:Corrected:	N:GEXP::EXO1:9156:	N:METH:cg13264741:GRIN2B:TssU128:Shore	N:GEXP::MAL2:114569:	N:GEXP::UGT1A9:54600:	N:GEXP::NPM1:4869:	N:GEXP::BRCA1:672:	N:METH:cg20947775:SCD5:TssU229:Island	N:GEXP::GNAI1:2770:	N:GEXP::KCTD15:79047:	N:GEXP::CCDC65:85478:	N:GEXP::CLDN10:9071:	N:GEXP::PBK:55872:	N:GEXP::PLEKHH2:130271:	N:GEXP::HEATR1:55127:	N:GEXP::TES:26136:	N:GEXP::ZNF167:55888:	N:METH:cg19044630:PRUNE2:TssU528:Shore	N:GEXP::METT10D:79066:	N:GEXP::KITLG:4254:	N:GEXP::UCK2:7371:	N:GEXP::WNT5A:7474:	N:GEXP::CHP2:63928:	N:GEXP::SOSTDC1:25928:	N:GEXP::RNF186:54546:	N:GEXP::XK:7504:	N:GEXP::PROM1:8842:	N:GEXP::CHST2:9435:	N:GEXP::WSCD1:23302:	N:GEXP::WDR60:55112:	N:GEXP::GPR125:166647:	N:GEXP::CCL28:56477:	N:METH:cg23097681:ARHGAP24:TssU94:Shore	N:GEXP::ATOX1:475:	N:GEXP::EIF2S3:1968:	N:GEXP::AP1S3:130340:	N:GEXP::ZKSCAN5:23660:	N:GEXP::SIGLECP3:284367:	N:GEXP::CTSC:1075:	N:GEXP::WNT3:7473:	N:GEXP::CCT3:7203:	N:GEXP::ATF5:22809:	N:GEXP::TMEM107:84314:	N:METH:cg18840461:SOWAHA:TssU415:Island	N:GEXP::TLE4:7091:	N:METH:cg05894797:PSEN2:TssU25:Shore	N:GEXP::NONO:4841:	N:MIR::hsa-miR-452-3p:Corrected:	N:GEXP::SBK1:388228:	N:GEXP::CSPG5:10675:	N:GEXP::TNFAIP1:7126:	N:METH:cg21311175:HIRA:TssU520:Shore	N:GEXP::TPK1:27010:	N:GEXP::SDR42E1:93517:	N:GEXP::ISPD:729920:	N:GEXP::BMP6:654:	N:GEXP::C19orf12:83636:	N:GEXP::REXO2:25996:	N:MIR::hsa-miR-1295a:Corrected:	N:GEXP::LOC338758:338758:	N:GEXP::PAK3:5063:	N:GEXP::FLJ32063:150538:	N:GEXP::MEIS3P1:4213:	N:GEXP::C15orf51:196968:	N:GEXP::CCDC13:152206:	I:CNVR::MYO1C:4641:	N:GEXP::FDX1:2230:	I:CNVR::PCSK5:5125:	I:CNVR::LOC101927722:101927722:	I:CNVR::SNCB:6620:	I:CNVR::PTP4A1:7803:	I:CNVR::POLR1D:51082:	N:GEXP::FAM185A:222234:
TCGA-AT-A5NU	KIRP_1	14232.0	22.425	0.041144	1248.4	552.61	1763.5	6452.6	20497.0	10.02	12731.0	521.5	2658.1	0.026170999999999996	1918.5	0.035394	50754.0	117.37	1.6699	4595.5	0	8782.4	15.03	1.8211	8.8269	23.379	4294.9	8.3497	194.43	0.030552	412.95	88.507	269.34	661.23	3277.9	3324.4	0.060677999999999996	0.060443	0	59.184	0.9543	0.082694	6888.3	14.612	2805.0	74.90899999999999	0.045344	1820.0	97.573	177.01	681.33	0.4771	7507.1	546.07	3339.4	250.25	0.034029000000000004	1057.5	1491.3	72.762	1891.1	0.2386	730.24	0.7157	7.3955	3445.6	32.205999999999996	829.49	991.95	2695.8	548.93	0.25876	588.3	1667.3	2489.2	638.63	9.0654	36191.0	8.1112	4383.4	376.69	634.58	0.03461	801.57	0.031118	4054.4	0.18211	902.01	3.5785	2906.1	0.074268	3005.4	86.837	122.86	461.37	357.85	492.87	0.0	47.236000000000004	0.4771	14.314	739.55	13.837	159.12	1	427.51	0	0	0	0	1	112.6
TCGA-B1-5398	KIRP_2	477.25	63.903	0.093957	8770.9	24304.0	13148.0	101130.0	22232.0	52.132	6159.6	53.141000000000005	665.94	0.1042	508.2	0.084912	1915.4	10015.0	5.7176	213.24	0	3405.3	827.38	3.5823	74.329	13.453	1173.1	8.4083	54.15	0.084863	3488.4	381.4	548.56	2014.7	3866.5	357.19	0.11372	0.07427	0	7.8279	9.7536	0.031306	1528.6	921.12	5857.2	45.74100000000001	0.077791	465.82	23.206999999999997	45.74100000000001	1885.5	3.3633	76.684	789.04	1745.9	48.096000000000004	0.1092	506.18	141.26	148.32	116.37	0.0	104.26	39.014	9.7536	4231.7	294.96	609.1	276.46	723.11	64.24	0.19226	2223.8	4022.9	166.48	259.31	31.951999999999998	17722.0	2.3543	5950.7	1981.3	337.0	0.06528099999999999	438.91	0.12539	6824.2	0.6633899999999999	58.522	6.3903	1436.7	0.031422000000000005	238.46	154.04	68.275	53.618	487.01	746.66	0.6633899999999999	15.808	2.6907	0.0	243.84	0.3363	42.714	0	559.32	0	0	1	0	1	96.86399999999999
TCGA-B1-7332	KIRP_1	10366.0	68.671	0.068902	2402.1	7327.0	1233.8	16785.0	25226.0	16.592	12599.0	538.77	1353.2	0.050095	1850.0	0.04002	71451.0	1137.0	2.7653	81.57600000000001	0	10398.0	79.27199999999999	2.3091	40.558	3.6871	2198.4	32.723	209.7	0.061559	578.87	189.42	137.34	530.67	5906.2	1894.2	0.07330700000000001	0.069373	0	30.018	7.835	0.041681	2651.9	397.06	5129.2	121.21	0.050697000000000006	1613.1	24.427	112.45	1151.5	6.4524	2187.3	349.35	3165.2	82.49799999999999	0.039478	818.99	820.83	75.124	703.77	0.9218	139.65	18.896	2.3044	1330.1	54.38399999999999	1002.0	340.59	823.14	254.87	0.1055	933.29	3335.9	788.11	290.82	3.6871	28909.0	39.635999999999996	4630.9	475.17	589.93	0.027977	381.61	0.065487	7362.1	0.20992	329.07	6.9132	3204.9	0.049821	1032.4	3.2262	87.10700000000001	162.67	306.49	619.43	0.0	36.871	5.5306	14.748	468.72	2.3044	154.86	1	485.31	0	-1	0	0	0	134.58
TCGA-B1-A47M	KIRP_1	31956.0	144.52	0.0426	5187.4	895.21	2609.8	18045.0	18782.0	54.07899999999999	15048.0	213.52	1231.2	0.038557999999999995	752.45	0.043405	2089.0	66.20100000000001	19.114	172.03	0	4493.0	212.12	2.2823	56.41	10.722999999999999	2877.4	13.985999999999999	130.07	0.038886000000000004	1959.9	90.443	358.97	796.27	5363.6	2642.0	0.07130299999999999	0.047958999999999995	0	61.115	20.979	0.026601	3828.4	44.181999999999995	4841.0	214.92	0.048174	1021.0	137.53	227.97	366.25	44.755	1520.3	384.15	3721.7	84.382	0.0523	995.8	1208.9	184.62	392.07	0.0	6445.7	1.8648	1.3986	4806.1	51.282	1074.6	921.68	1270.9	191.61	0.26332	1049.0	2024.2	367.37	716.55	9.7902	23335.0	2.7972	4888.1	693.24	682.52	0.043647000000000005	390.68	0.05890499999999999	5214.4	0.25359	965.03	5.1282	1884.6	0.083615	871.79	169.7	281.12	46.516999999999996	391.61	588.35	1.2679	47.552	0.0	15.850999999999999	428.44	8.8578	106.29	1	308.16	0	0	0	0	0	182.28
TCGA-B1-A47N	KIRP_1	48552.0	40.716	0.059736000000000004	617.3	27.293000000000003	813.0	9359.3	8189.1	7.2238	12217.0	325.07	1819.7	0.039216	4237.7	0.040395	32567.0	38.089	4.5969	738.79	0	2853.5	15.104000000000001	3.213	14.447000000000001	19.044	4292.2	9.1939	120.18	0.035186	326.38	106.39	252.18	179.73	1939.9	2586.8	0.047943	0.11250999999999999	0	40.997	3.9402	0.051057	4758.5	4.2292	1931.4	55.82	0.037112	895.09	74.208	221.31	403.58	5.9104	11234.0	349.37	4008.5	279.76	0.032603	1331.1	3126.6	52.536	2074.5	0.0	3093.7	3.9402	7.2238	6691.8	28.895	990.97	1120.3	4498.4	987.03	0.23517	1035.6	1783.6	957.48	580.53	20.358	13319.0	19.701	2546.7	438.68	414.38	0.031833999999999994	715.81	0.052476	2814.0	1.0281	533.25	4.5969	1593.7	0.18378	3180.4	104.42	201.61	141.69	502.38	306.02	0.44981000000000004	82.745	0.0	124.12	584.47	7.8805	43.343	1	216.71	0	0	0	0	0	123.46
TCGA-B1-A654	KIRP_1	34199.0	166.24	0.045146	493.63	180.37	435.49	8929.4	14008.0	34.166	10960.0	287.1	2126.5	0.049144	865.88	0.033317	6582.4	205.0	15.298	987.76	0	3598.2	19.887999999999998	7.5494	37.226	13.767999999999999	3094.3	76.492	201.43	0.030258999999999998	297.81	55.074	207.55	371.54	2894.4	3711.9	0.061986	0.080387	0	39.005	13.767999999999999	0.060463	3542.6	1.6828	4894.9	104.03	0.0433	1400.8	104.03	271.29	314.6	45.895	3055.1	176.44	3321.2	98.929	0.028574000000000002	1795.0	981.64	65.783	691.99	0.0	3594.6	2.5497	2.5497	5535.9	140.24	1402.9	696.58	2207.6	478.33	0.24090999999999999	1693.0	3573.7	607.85	646.61	13.258	18427.0	12.749	5402.4	627.23	695.56	0.030856	298.83	0.072211	3909.2	1.2582	1108.6	1.0199	1511.8	0.21036	1860.8	82.611	151.96	374.13	410.5	454.87	1.9772	28.046999999999997	0.0	49.974	712.9	15.298	117.29	1	480.88	0	0	0	0	0	129.02
TCGA-B1-A655	KIRP_2	88.73100000000001	90.12299999999999	0.04392	5561.9	5046.6	3417.7	47650.0	17320.0	61.938	15371.0	262.71	1216.5	0.049439	424.87	0.080552	1555.8	1820.9	8.0032	1.7398	0	787.16	550.83	2.3287	18.094	4.1756	1856.4	11.135	12.179	0.046697	2672.7	478.8	288.12	1491.1	2917.0	1103.0	0.10895	0.077931	0	1.6301	6.9593	0.035282	152.76	21720.0	6094.6	137.45	0.070137	30.273000000000003	24.706	54.283	1206.2	20.182000000000002	734.21	445.75	785.35	40.016	0.027029	613.12	127.7	192.08	137.79	0.0	1.7398	836.51	1.3919	4.1756	1703.7	505.6	456.53	798.58	8.6992	0.029988	1225.2	3401.7	567.88	313.87	1.0439	13682.0	6.9593	5218.8	720.99	261.67	0.041063	201.47	0.12257	4175.6	0.0	13.919	3.4797	1492.2	0.033279	315.61	208.43	48.715	35.656	1454.5	1476.4	1.8630000000000002	15.31	3.1317	0.348	661.49	11.482999999999999	57.413999999999994	0	663.57	0	0	0	0	0	140.23
TCGA-B1-A656	KIRP_2	7113.5	135.28	0.13176	3478.2	9707.5	7303.3	34653.0	18137.0	35.183	6330.5	129.83	483.65	0.1286	166.5	0.038258	7360.3	1309.2	11.892999999999999	44.599	0	1407.5	371.16	26.070999999999998	28.741	8.4242	717.05	14.866	61.446999999999996	0.067677	2322.6	2352.8	301.29	3095.1	2114.0	744.8	0.29374	0.059079	1	26.070999999999998	12.884	0.078329	464.32	1548.4	12756.0	39.148	0.07722899999999999	153.62	203.17	139.74	1273.0	22.299	60.456	317.64	1248.2	22.795	0.10109	539.64	408.82	144.2	103.07	0.0	884.04	941.53	1.4866	1589.2	647.17	227.95	361.25	619.92	74.827	0.31728	6802.3	4853.8	172.94	318.14	29.732	14952.0	1.4866	6572.8	930.13	424.18	0.058352	273.54	0.09203099999999999	5035.7	2.556	24.776999999999997	0.9911	1113.5	0.02593	582.26	3.4688	98.117	51.095	505.95	806.24	3.0672	14.866	0.4955	0.0	160.56	8.4242	43.608000000000004	0	966.3	0	0	1	0	0	85.728
TCGA-B1-A657	KIRP_1	19113.0	60.576	0.054680999999999993	1471.8	49.658	318.02	10197.0	16396.0	32.400999999999996	10900.0	271.18	1726.4	0.069986	1341.1	0.039047000000000005	36943.0	161.3	5.9872	4758.0	0	3260.4	39.445	5.7635	28.879	3.1697	2091.6	4.9306	170.46	0.036763	737.48	194.06	389.52	991.56	5766.4	2153.6	0.09767999999999999	0.042468	0	123.34	9.509	0.037855	4349.1	0.0	4555.9	178.91	0.035450999999999996	1501.4	40.501	146.51	371.94	21.836	2093.0	479.33	3581.7	280.34	0.041997	964.64	1920.8	95.09	1532.0	0.0	3547.9	4.5784	1.4087	3808.9	58.111000000000004	1196.4	874.48	1901.1	300.77	0.060892999999999996	977.32	2453.0	870.25	501.16	13.030999999999999	28158.0	1.0566	4813.3	590.97	562.44	0.029341000000000002	548.0	0.08279199999999999	5186.3	1.1527	606.47	4.9306	2117.5	0.07999500000000001	1908.5	107.77	301.47	224.01	378.6	824.47	1.1527	47.897	0.0	14.792	642.39	11.622	122.56	1	428.96	0	0	0	0	0	169.75
TCGA-B3-3925	KIRP_1	2757.2	62.25	0.049193	2934.6	1817.5	566.47	7270.9	16352.0	28.456999999999997	16258.0	640.73	3009.3	0.039624	2414.4	0.035653	30513.0	580.7	9.7821	1992.9	0	5040.1	201.42	2.005	21.343000000000004	4.8911	5918.6	32.904	1265.5	0.040999999999999995	321.48	96.04299999999999	586.04	378.12	3913.3	1917.3	0.058462	0.054970000000000005	0	13.868	6.6696	0.068199	3534.5	55.806999999999995	4998.7	201.87	0.051002	2660.7	56.913999999999994	177.86	122.98	4.0018	5848.8	806.58	3419.7	180.53	0.033586000000000005	1061.8	5071.6	68.919	1202.8	0.0	7140.5	7.5589	6.6696	12302.0	87.15	1289.5	1263.2	3181.4	692.75	0.15256	445.09	2781.2	979.55	775.46	43.13	16650.0	23.121	3448.2	370.39	316.58	0.036631	644.73	0.067368	5642.5	0.50126	440.64	0.4446	3025.7	0.061472000000000006	2076.0	243.66	419.74	602.39	388.62	450.87	2.005	22.232	4.8911	7.1143	1216.5	7.5589	102.27	1	293.91	0	-1	0	0	0	144.95
TCGA-B3-3926	KIRP_1	5290.4	207.22	0.050623	1863.6	51.184	790.14	9644.6	16691.0	86.67	13490.0	383.63	4199.3	0.030595999999999998	1101.2	0.036512	31022.0	271.01	11.879000000000001	108.67	0	3240.4	168.06	1.1469	63.792	0.0	1550.4	9.2389	169.82	0.047092	743.95	64.232	393.31	574.29	7967.4	1112.6	0.1062	0.05318099999999999	0	12.185	18.038	0.042145999999999996	2434.2	4.5403	8777.4	181.7	0.053565999999999996	868.9	29.037	150.46	69.714	6.5992	20997.0	859.66	2553.9	199.3	0.033609	1454.5	3705.7	104.71	4970.5	0.0	1.3198	1.3198	1.3198	3647.2	50.593999999999994	1391.1	900.13	934.01	181.26	0.036785000000000005	708.32	6922.6	1899.7	577.65	6.1593	49982.0	6.5992	2673.1	827.1	297.84	0.033336000000000005	417.07	0.049518	5936.2	0.14336	72.59100000000001	3.0796	1746.0	0.042133	550.81	207.66	61.153	612.04	463.26	1567.5	0.0	49.714	16.278	0.8799	862.3	4.8394	132.42	0	311.04	-1	-1	0	-1	-1	167.62
TCGA-B3-4103	KIRP_1	4247.0	78.747	0.043285000000000004	2547.7	1538.8	1370.5	9254.7	13516.0	37.135999999999996	13649.0	405.82	4530.6	0.032522	1644.7	0.038185000000000004	33573.0	689.49	8.9485	2872.5	0	3149.2	151.68	3.9917	40.716	3.5794	4395.1	12.527999999999999	489.04	0.042886	819.69	125.73	658.16	383.7	4170.9	1918.1	0.068221	0.059144	0	20.208	11.633	0.040637	8234.0	161.43	3588.8	224.16	0.047876999999999996	1469.3	151.68	147.2	382.77	18.792	3624.6	776.29	3846.9	252.8	0.037663	1175.8	6762.4	77.852	1570.9	0.4474	7684.6	21.476999999999997	4.9217	2523.9	72.483	583.45	894.41	2443.8	280.98	0.042964999999999996	508.28	2087.2	1083.7	664.43	31.767	34282.0	2.2371	3737.4	616.55	567.78	0.037531999999999996	538.7	0.09144400000000001	4454.6	0.49896	669.8	9.8434	2331.1	0.029245	1496.6	234.0	357.05	478.68	391.95	523.94	0.99792	56.823	2.6846	14.318	779.42	12.527999999999999	145.41	1	377.63	0	0	0	0	0	155.26
TCGA-B3-8121	KIRP_1	3614.2	180.87	0.055557	2200.0	341.38	330.06	10161.0	18614.0	53.552	10652.0	189.62	2042.6	0.06244500000000001	1594.5	0.055973	19866.0	279.24	16.94	2738.8	0	3420.9	297.81	3.1069	60.656000000000006	10.383	1975.4	43.716	713.66	0.032251999999999996	585.79	142.08	643.72	608.15	6102.2	1354.6	0.089518	0.052188	0	31.184	16.94	0.046825	4086.9	16.087	5033.9	276.5	0.054776	1516.4	219.13	118.03	230.52	18.579	2777.6	1025.7	2562.8	189.62	0.07610499999999999	915.85	2102.7	120.77	892.35	0.0	2437.2	1.6393	12.022	2167.2	154.65	1340.4	838.8	1419.1	209.29	0.047295	567.76	2618.6	420.76	597.27	50.82	23583.0	8.1967	4166.1	1179.2	507.65	0.03247	440.44	0.082976	5454.1	0.11507	527.32	7.1038	2262.5	0.036534	531.69	148.09	235.52	372.03	447.0	607.1	1.0356	25.136999999999997	4.918	13.115	584.15	2.1858	75.956	1	336.07	0	0	0	0	1	164.48
TCGA-B9-4113	KIRP_1	11419.0	24.728	0.044449	1829.9	64.818	150.24	7488.8	13534.0	11.615	29507.0	439.87	2896.2	0.034788	2679.3	0.049014999999999996	51039.0	74.934	4.4961	2814.9	0	7543.5	129.26	1.1067	14.987	5.6201	4850.1	13.114	1721.2	0.042082	427.5	134.51	458.97	188.42	4820.5	2375.8	0.071773	0.069035	0	9.8221	2.9974	0.052195000000000005	6553.4	0.0	4531.3	169.73	0.048344	3598.0	61.071999999999996	162.98	398.25	3.372	7502.4	476.21	4485.2	185.84	0.039994	1243.5	6895.1	63.693999999999996	2953.9	0.0	6118.4	1.124	17.235	7433.1	61.821000000000005	954.66	1429.8	3598.0	266.39	0.04203	424.88	2090.3	938.55	891.35	107.91	21135.0	67.441	2783.8	402.02	513.68	0.035649	612.59	0.065291	4550.8	0.0	310.98	3.7467	2711.3	0.10017999999999999	1593.1	69.314	297.86	172.03	417.76	531.66	0.9683799999999999	59.946999999999996	0.0	86.92399999999999	1098.5	8.6175	52.45399999999999	1	433.87	0	0	0	0	0	213.56
TCGA-B9-4114	KIRP_1	7605.1	41.178999999999995	0.038147	1340.3	95.917	771.13	7825.3	13964.0	9.5362	10566.0	245.77	1300.0	0.030410000000000003	1584.3	0.04242	63770.0	131.77	3.9012	808.41	0	6723.9	104.03	1.9435	12.137	5.2016	9098.4	9.1027	3648.5	0.038041000000000005	293.02	49.848	165.58	337.9	3287.8	5503.7	0.064213	0.049986	0	14.437999999999999	9.5362	0.041647	7234.5	3.7885	5689.6	76.29	0.047777999999999994	2424.8	58.083999999999996	410.49	829.48	15.171	8199.8	337.67	3541.4	139.57	0.031372000000000004	780.23	5811.0	65.88600000000001	1150.0	0.0	1607.7	5.635	5.2016	6905.1	179.45	539.66	831.82	1571.3	136.11	0.063716	1420.9	2247.1	693.11	359.34	115.3	39547.0	7.3689	5582.1	492.85	605.98	0.037497	584.31	0.06578200000000001	3300.0	0.83295	410.92	1.7339	3208.6	0.025963999999999997	1382.3	328.13	441.27	194.2	428.69	646.73	0.27765	70.654	3.0342	5.2016	516.25	0.8669	97.096	1	629.82	0	0	0	0	0	119.64
TCGA-B9-4115	KIRP_1	11878.0	162.35	0.050668	1725.0	270.11	572.16	10731.0	14604.0	79.646	32147.0	259.7	1707.6	0.035272000000000005	2054.8	0.042857	42357.0	44.928000000000004	14.975999999999999	2119.5	0	5756.3	232.47	1.3459	114.02	7.8285	6219.5	10.892000000000001	300.55	0.049804	404.36	154.53	330.84	239.43	4681.1	2934.7	0.066862	0.057534	0	18.304000000000002	26.889	0.040402999999999994	6124.2	8.9585	7695.4	205.58	0.04519	3524.2	33.016	209.67	1292.5	96.664	5420.0	509.19	4993.2	183.46	0.032152	1373.4	3393.8	132.4	1762.1	0.0	16838.0	1.7018	7.1477	6944.5	55.82	1060.2	1019.7	1923.8	793.4	0.040487999999999996	1389.4	2677.7	786.25	661.33	12.934000000000001	33541.0	37.781	4984.7	575.22	608.92	0.033192	438.39	0.045369	4442.5	0.26916999999999996	367.6	7.8285	2654.7	0.070604	1905.4	176.65	571.48	160.17	521.78	702.18	0.67293	35.739000000000004	0.3404	37.44	865.89	7.4881	72.498	1	548.33	0	0	0	0	0	344.79
TCGA-B9-4116	KIRP_1	165.54	211.61	0.082979	1886.5	25.409000000000002	264.32	9641.3	17209.0	121.81	49990.0	144.46	1155.7	0.032575	1356.3	0.046361	5185.7	979.19	17.179000000000002	342.4	0	7237.0	128.84	1.3785	216.69	5.0756	1270.8	23.035	1050.6	0.040481	612.97	64.03	814.82	159.9	7423.6	2186.0	0.071852	0.060528	0	2.4124	37.091	0.034516000000000005	8174.4	2.6471	9917.3	310.78	0.051389	1308.3	338.11	172.96	120.58	65.592	6494.8	868.31	11282.0	272.52	0.036942	881.2	11426.0	133.14	755.48	0.7809	46.071000000000005	0.3904	23.426	1619.9	314.69	947.18	1094.4	1290.4	60.126000000000005	0.03379	564.95	6034.8	1623.4	1078.8	101.51	15440.0	40.995	4170.9	540.35	300.63	0.035515	472.81	0.062422000000000005	6239.8	0.0	353.34	8.9798	2127.1	0.024919999999999998	209.66	115.57	67.544	830.08	628.59	509.51	0.34462	26.159000000000002	37.091	2.3426	668.8	3.5139	114.79	0	354.9	0	0	0	0	0	596.96
TCGA-B9-4117	KIRP_1	4974.2	73.068	0.045512000000000004	2425.1	2523.9	1098.3	10948.0	11666.0	49.086999999999996	13617.0	409.56	2412.7	0.034724	2325.1	0.035704	25306.0	1048.8	6.37	656.49	0	2752.0	322.25	3.4739	15.363	11.991	2479.8	13.864	345.86	0.038787	779.77	141.26	423.42	322.01	7635.8	1523.6	0.049112	0.055754	0	16.160999999999998	8.993	0.042218	4523.5	150.05	4746.8	177.24	0.039789	1448.2	44.59	35.597	612.66	6.37	8074.6	709.7	2916.7	194.47	0.033118	1336.6	1299.1	62.576	741.17	0.0	675.22	7.4941	5.9953	6025.3	35.222	698.83	897.42	1816.2	1010.6	0.033931	762.53	5388.7	696.58	568.06	39.344	32092.0	20.984	3316.5	206.09	405.81	0.024471	598.78	0.046653	6250.9	1.2083	358.6	4.4965	1729.2	0.05093	1014.0	139.77	179.86	192.68	354.85	733.68	0.45311	28.478	23.980999999999998	10.117	742.67	17.986	70.07	1	349.98	0	0	1	0	1	151.01
TCGA-B9-4617	KIRP_1	17595.0	93.305	0.047062	1312.8	24.403000000000002	701.58	8294.4	16221.0	14.355	9544.0	385.18	1911.5	0.026039	2102.9	0.035131	32367.0	880.42	5.382999999999999	1424.7	0	6220.2	10.765999999999998	0.79164	19.14	1.7943	7350.8	14.355	3030.0	0.045514	590.33	65.792	311.02	348.45	4018.1	3698.1	0.06068099999999999	0.057227999999999994	0	22.034000000000002	5.382999999999999	0.04036	2709.4	40.791	5858.5	105.86	0.05106	2802.7	34.092	311.62	1149.5	7.1773	8988.4	355.28	4643.1	145.94	0.03092	848.72	1248.8	55.026	3172.4	0.0	14464.0	39.475	0.5981	2162.8	68.782	901.95	1607.1	3006.1	247.62	0.062337000000000004	647.15	2009.6	888.19	644.76	81.941	22554.0	16.747	4533.1	482.67	369.63	0.030535000000000003	467.12	0.033348	5822.6	0.26388	787.11	3.5887	2530.1	0.028158999999999997	5097.1	90.912	695.0	735.57	372.02	553.25	0.39582	58.016999999999996	0.0	71.175	683.64	4.7849	153.12	1	540.09	0	0	0	0	1	229.67
TCGA-B9-5155	KIRP_1	32141.0	52.799	0.058355	1731.9	302.97	362.6	7753.5	20701.0	15.585	23217.0	446.25	3808.8	0.039859	2320.6	0.040635000000000004	67631.0	57.251999999999995	4.1349	6905.9	0	4763.8	13.359000000000002	0.9383600000000001	65.52199999999999	3.4987	5521.9	16.539	1925.9	0.044860000000000004	491.09	41.985	427.48	383.79	8488.5	2365.5	0.064979	0.06443600000000001	1	60.618	13.359000000000002	0.045988	10683.0	9.8346	3679.4	192.43	0.052845	2457.7	204.2	113.87	434.95	15.902999999999999	3058.5	603.05	5747.8	160.31	0.030154000000000004	1203.2	10486.0	60.433	2521.6	0.0	52615.0	1.5903	5.7252	2578.6	61.068999999999996	944.66	858.78	3160.3	219.78	0.19863	472.65	1863.2	1506.4	556.62	31.171	34869.0	9.542	4705.5	685.75	700.06	0.034617	733.46	0.039762	5612.6	0.18767	528.94	5.0891	2765.2	0.08676299999999999	3231.6	166.35	572.52	296.66	335.88	490.14	1.689	62.977	5.4071	33.079	1268.5	5.0891	211.51	1	485.37	0	0	0	0	0	180.66
TCGA-B9-5156	KIRP_1	12204.0	473.61	0.057509000000000005	3099.9	280.04	787.25	13858.0	18931.0	129.11	21251.0	360.77	2144.7	0.040448000000000005	1781.9	0.042501	39051.0	1572.5	36.508	12168.0	0	4800.3	110.52	2.088	217.06	1.9914	4578.2	8.9612	544.31	0.10157000000000001	1008.6	110.52	550.28	1174.5	5789.2	1637.9	0.067239	0.055777	0	30.146	76.00399999999999	0.044344999999999996	6957.9	27.105999999999998	5486.6	457.35	0.061141999999999995	1202.8	22.901	176.9	416.21	116.83	1298.4	761.03	3188.4	106.54	0.07366900000000001	833.39	6901.8	116.83	1202.1	0.0	4106.2	4.3146	4.3146	5772.0	109.86	806.84	519.75	1737.8	141.06	0.47343999999999997	734.48	2525.7	690.67	550.28	19.582	20531.0	5.9741	4562.9	985.4	373.05	0.046455	511.78	0.069663	6062.7	0.7829999999999999	481.58	7.3017	2933.5	0.05675	1456.4	219.05	308.66	50.305	331.56	561.9	1.044	66.047	12.944	7.6336	1243.0	4.3146	137.07	1	422.83	0	0	0	0	0	167.28
TCGA-B9-7268	KIRP_1	14392.0	78.855	0.048941000000000005	2378.1	114.2	1929.4	8649.7	20689.0	20.986	13418.0	466.14	5507.1	0.021054	2237.5	0.039112	62720.0	2572.0	4.7695	6463.6	0	8388.6	11.765	0.44201999999999997	72.814	13.354000000000001	7216.2	3.1797	61.685	0.051967	551.35	32.75	542.45	404.01	3939.6	2414.0	0.067492	0.056922	0	46.191	9.539	0.042476	6183.5	9.8855	3675.4	190.14	0.06942899999999999	1934.2	18.124000000000002	238.16	366.58	7.3132	2448.7	637.84	5491.3	132.91	0.027183999999999996	927.19	7250.2	80.763	780.6	0.0	22078.0	82.98899999999999	4.4515	3622.9	39.746	572.65	679.81	3781.6	602.54	0.12863	688.71	1981.6	1283.9	490.62	1.9078	42376.0	2.5437	4197.1	409.54	539.9	0.026189999999999998	597.14	0.041979	5414.6	0.22100999999999998	1111.6	5.0874	2921.7	0.1321	5039.4	136.09	442.29	737.43	301.75	388.24	1.9891	48.331	1.2719	63.911	1076.0	0.9539	137.04	1	452.15	0	0	0	0	0	103.97
