PRAD	Labels	N:GEXP::TFF3:7033:	N:GEXP::SEPP1:6414:	N:MIR::hsa-miR-200b-3p:Corrected:	N:GEXP::ERG:2078:	N:GEXP::HLA-DMB:3109:	B:MUTA:COMP:SPOP::	B:MUTA:nons:SPOP::	N:METH:cg06816106:RP11-713D19.1:TssD221:Shore	B:MUTA:LOF:SMAD3::	N:GEXP::GHR:2690:	N:GEXP::CACNA1D:776:	N:GEXP::MAGED4B:81557:	N:GEXP::OGDHL:55753:	N:GEXP::LAT2:7462:	N:METH:cg10520594:NT5C:TssU53:Island	N:GEXP::ITPR3:3710:	B:MUTA:COMP:ACVR2A::	N:GEXP::ATP10A:57194:	N:MIR::hsa-miR-582-3p:Corrected:	N:GEXP::TP53I3:9540:	N:METH:cg13376158:NT5C:TssU132:Shore	N:GEXP::AGFG2:3268:	N:METH:cg08378505:NT5C:TssD57:Island	N:METH:cg04554033:C1QTNF1:TssU112:Island	N:GEXP::HDAC1:3065:	N:GEXP::ALOX15:246:	N:GEXP::EML6:400954:	N:GEXP::SEPT9:10801:	B:MUTA:COMP:JAK1::	N:MIR::hsa-miR-629-5p:Corrected:	N:MIR::hsa-miR-3065-3p:Corrected:	N:GEXP::H2AFY2:55506:	N:METH:cg26522057:B3GNT9:TssD556:Island	N:METH:cg23584144:DACT2:TssD86:Island	N:METH:cg07013787:SP5:TssU54:Island	N:METH:cg05145649:NT5C:TssU51:Island	N:METH:cg26020635:NA:NA:Island	N:METH:cg06172475:FLI1:TssU81:Island	N:METH:cg18153124:KCNQ3:TssD47:Island	N:METH:cg21092177:NT5C:TssU140:Shore	N:METH:cg12518360:SLC36A4:TssU173:Island	N:METH:cg25331703:LRRK1:TssU138:Island	N:METH:cg06620911:ANGPTL4:TssU2:Island	N:METH:cg08659394:B3GNT9:TssD200:Island	N:MIR::hsa-miR-99a-3p:Corrected:	N:GEXP::NKAIN1:79570:	N:GEXP::CCDC141:285025:	N:GEXP::TDRD1:56165:	N:GEXP::CNTLN:54875:	N:GEXP::SLC18A3:6572:	N:GEXP::PAX1:5075:	N:METH:cg27306873:LIPT1:TssD439:Shore	N:METH:cg14044057:RP11-713D19.1:TssD277:Shore	N:METH:cg06158040:EXO5:TssD161:Shore	N:GEXP::CHD1:1105:	N:METH:cg15031983:NA:NA:NA	N:METH:cg24016939:ZNF671:TssU142:Shore	N:METH:cg00245192:MGLL:TssD271:Island	N:METH:cg14913925:FAM200A:TssD519:Shore	N:METH:cg12030835:NA:NA:NA	N:GEXP::KIAA0087:9808:	N:GEXP::LOC100190940:100190940:	N:GEXP::CDH7:1005:	I:CNVR::TMPRSS2:7113:	N:GEXP::AMPD3:272:	N:METH:cg01184522:ZNF496:TssU669:Island	N:GEXP::C17orf44:284029:	N:GEXP::KCNH8:131096:	N:GEXP::KCNG3:170850:	N:METH:cg18190030:SLC35F3:TssU1382:Shore	N:METH:cg26937798:CTD-3203P2.3:TssU631:Shore	I:CNVR::GRIK2:2898:	N:GEXP::PKNOX2:63876:	I:CNVR::MINPP1:9562:	N:METH:cg18107409:PPP2R5C:TssU441:Island	I:CNVR::CHD1:1105:	I:CNVR::GPATCH8:23131:	I:CNVR::MIXL1:83881:	N:METH:cg10444953:NA:NA:NA	N:METH:cg25820220:RP11-395G23.3:TssD16:Island	N:METH:cg05689600:ALDH7A1:TssD268:Shore
TCGA-EJ-7784	PRAD_1	592.51	9876.0	1768.9	5875.0	1882.7	0	0	0.11237	0	2297.3	1582.9	833.71	719.37	199.88	0.58978	4407.0	1	322.71	215.83	295.48	0.20618000000000003	2115.4	0.56611	0.6725300000000001	4318.4	539.6	266.09	5388.9	0	102.55	32.509	393.87	0.049492	0.034891000000000005	0.5979899999999999	0.20268	0.020729	0.070811	0.043894	0.17536	0.054742	0.32139	0.025152	0.033671	6.7029	1820.2	46.411	1368.2	170.48	17.017	8.0446	0.056696	0.10851	0.019778	642.95	0.02732	0.024546000000000002	0.052934	0.061461	0.039662	63.119	182.24	138.0	-1	1109.2	0.10812999999999999	118.81	190.9	73.02	0.28986999999999996	0.20176	-1	82.921	0	0.023272	-1	0	1	0.24299	0.11227999999999999	0.029220999999999997
TCGA-EJ-7785	PRAD_1	454.9	8658.1	619.18	8455.2	12295.0	0	0	0.11929000000000001	0	2580.9	4774.6	234.12	575.08	193.45	0.31185999999999997	5882.3	1	488.48	401.43	311.69	0.12272999999999999	892.03	0.24088	0.27176	5032.5	94.366	65.778	6114.1	0	53.523	9.9725	629.2	0.049289	0.034952	0.06139	0.051653	0.020076	0.057371000000000005	0.028825999999999997	0.11112999999999999	0.042141000000000005	0.019341999999999998	0.023787	0.015016	6.6904	627.25	26.921999999999997	1157.9	261.73	9.158999999999999	11.102	0.072702	0.12205999999999999	0.029151999999999997	979.18	0.035205	0.058322000000000006	0.029039999999999996	0.032376999999999996	0.048089	19.983	131.84	102.14	0	1202.6	0.034268	53.843999999999994	54.122	337.5	0.054304	0.035552	0	205.66	0	0.02924	0	0	0	0.046925	0.10454000000000001	0.028798
TCGA-EJ-7786	PRAD_2	16558.0	10798.0	191.5	169.69	261.12	0	0	0.051286	1	783.0	331.91	128.73	30.238000000000003	504.8	0.41947	1357.8	0	317.32	267.38	302.38	0.20508	1972.2	0.45652	0.074296	2556.4	0.7115	13.517999999999999	2988.3	0	93.632	45.403	374.6	0.070801	0.14281	0.16141	0.20604	0.30776	0.16399999999999998	0.15381	0.20406	0.058258000000000004	0.029539999999999997	0.026601999999999997	0.30099000000000004	8.6771	12.095	24.191	12.450999999999999	106.72	0.0	0.7115	0.061516999999999995	0.099509	0.045507	655.28	0.11639000000000001	0.030855	0.28670999999999996	0.07644	0.065194	1.423	17.787	12.450999999999999	0	298.83	0.11840999999999999	100.32	48.736999999999995	6.0477	0.32263000000000003	0.22625	-1	453.93	0	0.033252	0	0	0	0.055014	0.20137	0.040222
TCGA-EJ-7791	PRAD_2	7340.7	9656.8	302.56	332.56	483.56	0	0	0.032371	0	860.35	375.64	299.93	164.43	228.58	0.084508	1434.2	0	349.93	256.88	217.46	0.089276	1297.1	0.043026	0.066356	2236.2	13.895	23.159000000000002	4195.7	0	59.599	71.997	480.31	0.05784500000000001	0.12735	0.088402	0.03263	0.022195	0.048299	0.062766	0.084825	0.059979	0.34109	0.017563	0.012525	11.093	164.43	8.1056	4.6318	187.59	0.0	0.9264	0.027676	0.09359400000000001	0.044485000000000004	733.67	0.045713	0.027624	0.1607	0.044699	0.064135	2.3159	14.127	11.579	0	552.8	0.054851	46.549	33.812	2.5475	0.11757000000000001	0.06031	0	472.67	0	0.031423	0	0	0	0.047585	0.23886	0.030216000000000003
TCGA-EJ-7792	PRAD_2	6827.6	8283.7	123.82	378.48	657.84	0	0	0.035117	0	385.02	343.8	187.69	133.79	266.93	0.10032	1056.5	0	227.35	263.87	159.25	0.086479	821.07	0.049747	0.057279	2605.2	3.5983	27.151	5000.0	0	45.245	29.011999999999997	380.76	0.055107	0.22687	0.065808	0.024156999999999998	0.019267	0.075154	0.34752	0.067372	0.053015999999999994	0.02766	0.0397	0.022705	8.8072	8.8322	24.206999999999997	131.17	189.07	0.0	0.6542	0.044551	0.10055	0.030376	768.07	0.032166	0.036646	0.31235999999999997	0.048697000000000004	0.040168999999999996	1.3085	17.664	11.449000000000002	0	501.14	0.030067	55.61	7.1966	8.8322	0.18792	0.06493099999999999	0	310.76	0	0.027398000000000002	0	0	0	0.057104999999999996	0.1028	0.053274
TCGA-EJ-7793	PRAD_1	1011.8	5040.6	838.2	5334.0	5733.4	0	0	0.047816000000000004	0	2394.7	1818.2	1041.3	865.54	234.23	0.35565	2285.0	0	333.2	1345.1	264.2	0.21472	1111.2	0.5258	0.43508	4178.6	97.397	312.3	6281.1	1	72.247	25.719	707.41	0.05269	0.044802999999999996	0.28614	0.41203	0.020761	0.044587	0.038803	0.18941	0.07069600000000001	0.026644	0.039983	0.018424	6.3128	637.22	23.265	705.05	219.64	20.11	16.167	0.042427	0.045439999999999994	0.027969	529.57	0.044323	0.044239	0.040396	0.035886	0.049308	22.476	258.68	63.092	0	1251.6	0.019384000000000002	87.539	104.89	106.86	0.10417	0.094163	0	237.38	0	0.059698	0	-1	0	0.06863	0.13137000000000001	0.021738
TCGA-EJ-7794	PRAD_2	3579.0	16711.0	664.23	200.47	645.13	0	0	0.050542000000000004	1	951.82	212.13	187.24	38.539	607.24	0.083673	1778.1	0	529.51	295.62	448.55	0.086171	914.9	0.057795000000000006	0.024191999999999998	2418.3	1.2954	11.011	4135.4	0	101.52	10.427999999999999	332.28	0.08243099999999999	0.19902999999999998	0.052364	0.030271	0.021902	0.075218	0.087164	0.08081100000000001	0.052636	0.020172	0.020328	0.46726999999999996	16.813	9.3919	26.88	22.022	153.51	0.0	0.0	0.088804	0.10665	0.034796	725.77	0.3285	0.055692	0.038604	0.038941	0.28288	0.9716	7.7726	16.840999999999998	0	360.78	0.088059	96.834	21.375	20.079	0.30822	0.057668	0	347.82	0	0.026514	0	0	0	0.037025	0.13907	0.032276
TCGA-EJ-7797	PRAD_1	655.03	7339.1	856.8	11656.0	1700.8	0	0	0.032027	0	1396.2	1912.0	922.76	175.01	144.19	0.27643	2521.3	0	353.2	670.82	210.79	0.091767	1451.8	0.11999000000000001	0.25035999999999997	4924.3	43.928999999999995	106.63	7274.1	0	68.295	39.51	948.72	0.06905599999999999	0.032504000000000005	0.1499	0.030382	0.021962	0.039701	0.038631	0.071824	0.058273	0.020958	0.045564	0.015196000000000001	5.6443	244.8	3.8969	743.25	213.98	0.7085	24.444000000000003	0.043355	0.046073	0.033019	660.35	0.032079	0.016544	0.02937	0.033147	0.058252	39.323	58.45399999999999	54.911	0	869.37	0.028310000000000002	37.906	206.89	268.89	0.09303	0.077489	0	561.51	0	0.056415999999999994	0	0	0	0.06267	0.10747999999999999	0.023893
TCGA-EJ-8468	PRAD_3	6074.8	12511.0	743.95	242.49	700.91	1	1	0.57599	1	280.92	620.54	88.665	50.315	981.13	0.10255	1008.0	0	182.39	612.96	251.57	0.09106399999999999	1874.9	0.042668	0.083484	3324.9	51.711999999999996	30.049	2447.9	0	153.9	61.091	283.72	0.34069	0.24659	0.042186	0.03671	0.47273000000000004	0.23936	0.22562	0.071852	0.19851	0.5413	0.44153000000000003	0.63037	11.748	55.206	424.88	22.362	141.86	0.0	0.0	0.18386	0.38364000000000004	0.13253	483.58	0.5777800000000001	0.12929000000000002	0.06060499999999999	0.11613	0.51791	4.8917	3.4941	10.482000000000001	0	282.32	0.24243	180.29	4.8917	7.6869	0.17593	0.19164	-1	194.27	0	0.055621000000000004	-1	0	0	0.051378999999999994	0.24652	0.035408999999999996
TCGA-EJ-8469	PRAD_1	172.09	3863.1	1100.9	9178.0	4718.1	0	0	0.040224	0	714.91	5085.6	569.74	536.38	110.17	0.34521999999999997	2329.7	1	154.4	333.34	235.62	0.078294	838.75	0.1319	0.39743	4529.9	837.14	221.15	3143.5	0	124.17	19.91	1375.1	0.037052	0.56182	0.6249399999999999	0.039739	0.023725	0.05140700000000001	0.043866	0.065801	0.34583	0.028162	0.041407	0.031611	3.6396	1495.8	266.18	393.24	749.49	9.65	106.95	0.098753	0.036417000000000005	0.027821	950.53	0.062543	0.3765	0.18245	0.089806	0.044606	13.671	24.125	151.99	-1	837.95	0.043233	49.858999999999995	25.733	254.92	0.27191	0.20085	0	47.446000000000005	-1	0.061466999999999994	0	0	0	0.27097	0.1039	0.2522
TCGA-EJ-8470	PRAD_2	1777.1	12835.0	721.87	208.62	2011.7	0	0	0.039126999999999995	1	578.63	177.55	153.3	14.267999999999999	395.05	0.070489	1303.3	0	232.09	187.79	214.01	0.065678	790.42	0.029552999999999996	0.23081	3511.1	79.898	9.1947	3217.2	0	149.78	18.924	609.07	0.061360000000000005	0.35135	0.18174	0.030562	0.030919	0.44356999999999996	0.34645	0.06065	0.045301999999999995	0.043543	0.047472	0.053413	9.8664	8.5606	64.363	6.9753	155.36	0.3171	0.9512	0.053644000000000004	0.035184	0.10994000000000001	661.38	0.036877999999999994	0.022411	0.26603000000000004	0.03746	0.058874	0.9512	11.414000000000001	19.658	0	568.49	0.24816999999999997	73.24	13.95	63.729	0.19796	0.040323000000000005	-1	440.08	0	0.051785000000000005	-1	0	-1	0.057384000000000004	0.10522999999999999	0.031611
TCGA-EJ-8472	PRAD_1	356.77	5232.5	1124.4	14908.0	724.72	0	0	0.047469	0	611.55	1952.6	1081.4	881.92	104.02	0.6207	2955.7	1	442.83	384.24	399.8	0.39893	1955.6	0.6814100000000001	0.49498000000000003	6218.5	991.36	189.4	4340.2	0	27.569000000000003	16.566	1657.5	0.054896	0.035634	0.65032	0.55858	0.028636	0.045744	0.043858	0.3812	0.052549	0.031042	0.030694	0.016396	6.1814	1533.5	21.006	923.26	906.32	20.329	111.81	0.049308	0.046143	0.031205	606.81	0.5347	0.01435	0.028963	0.035	0.39283	32.525999999999996	232.42	147.72	-1	1777.4	0.056764999999999996	155.85	569.54	19.651	0.28023000000000003	0.064624	0	80.298	0	0.49758	-1	-1	0	0.57634	0.10624000000000001	0.029039
TCGA-EJ-A46D	PRAD_1	578.09	6052.3	952.31	4669.6	4296.6	0	0	0.041828	0	1544.9	752.33	875.32	332.75	226.11	0.29383000000000004	1426.5	0	289.63	686.53	371.17	0.13876	1187.1	0.36984	0.086806	4357.2	65.851	147.44	5935.9	0	66.184	41.346000000000004	859.56	0.037901	0.030300999999999998	0.31283	0.2431	0.017461	0.042836	0.034336	0.11235999999999999	0.044789999999999996	0.021251	0.016846	0.018895	9.5186	196.97	5.8275	385.78	192.31	4.0793	4.0793	0.039070999999999995	0.057742999999999996	0.023655000000000002	694.64	0.031651	0.17432999999999998	0.062372000000000004	0.032669	0.040632	9.9068	73.42699999999999	28.555	0	712.7	0.038189999999999995	94.988	101.4	106.06	0.15854000000000001	0.069357	0	249.42	0	0.054456	0	0	0	0.040811	0.077515	0.025369
TCGA-EJ-A46G	PRAD_2	4257.6	11282.0	345.3	213.59	429.35	0	0	0.032182999999999996	0	124.46	1906.5	75.696	168.48	250.54	0.040353	560.66	0	338.04	840.69	208.7	0.069093	2631.0	0.021449	0.60959	2592.9	5.4348	14.674000000000001	3297.3	0	68.517	58.457	860.87	0.080473	0.039612	0.022836000000000002	0.015452	0.023415000000000002	0.5323899999999999	0.22389	0.05661	0.071381	0.021169999999999998	0.027099	0.65328	11.690999999999999	575.0	3.2609	1751.1	175.54	0.5435	57.608999999999995	0.028125999999999998	0.039277	0.026632	616.85	0.23904	0.015336	0.033507999999999996	0.022034	0.12522	5.9783	2.1739	78.26100000000001	1	653.26	0.021509	68.47800000000001	142.39	11.957	0.36309	0.045883999999999994	0	69.565	0	0.046629000000000004	0	0	0	0.12828	0.08132400000000001	0.021156
TCGA-EJ-A46I	PRAD_2	3835.5	9089.9	788.39	655.55	381.25	0	0	0.045457	0	465.21	183.44	381.75	51.178999999999995	338.13	0.11947999999999999	1873.4	0	190.34	411.74	273.72	0.091856	1368.6	0.1152	0.072438	2590.6	22.427	28.177	5334.7	0	36.89	56.281000000000006	473.84	0.055476	0.064313	0.13837	0.075037	0.017658	0.12080999999999999	0.17064000000000001	0.10285	0.046838	0.049548	0.037695	0.026392000000000002	13.259	49.45399999999999	31.052	58.653999999999996	124.78	0.0	1.1501	0.033274	0.058538	0.026938999999999998	550.32	0.086049	0.027266000000000002	0.074739	0.036051	0.037827	6.9005	62.68	11.501	0	300.17	0.12482	73.031	50.604	4.0253	0.12475	0.06046	0	430.13	0	0.036966000000000006	0	0	0	0.033443	0.13435999999999998	0.028576
TCGA-EJ-A65E	PRAD_3	6428.7	8205.7	785.44	79.57600000000001	590.94	1	1	0.53635	0	433.2	703.47	70.032	13.184000000000001	846.62	0.062423	757.9	1	327.25	1733.9	310.77	0.0558	1711.1	0.025638	0.026848	2207.4	3.7669	14.126	2830.8	0	106.71	50.373999999999995	816.48	0.33004	0.08274	0.027479000000000003	0.023009	0.33363000000000004	0.46019	0.5261399999999999	0.047735	0.52858	0.029742	0.39959	0.6188600000000001	13.588	56.504	858.39	3.7669	161.98	0.0	0.0	0.058838	0.40058	0.075697	371.04	0.5366	0.014407	0.41847	0.19016	0.32909	0.0	1.8835	42.849	0	257.09	0.13313	139.38	8.9464	19.776	0.11017	0.15155	-1	87.11	0	0.039300999999999996	-1	0	0	0.034134	0.07468	0.020745
TCGA-EJ-A65F	PRAD_1	453.31	5658.4	436.91	8268.5	647.53	0	0	0.14540999999999998	0	965.96	2159.4	866.86	127.2	268.49	0.55067	1659.8	1	256.54	513.9	221.53	0.12782000000000002	1044.9	0.54319	0.55437	5311.3	336.78	80.67399999999999	6969.2	0	63.018	18.047	752.96	0.036298000000000004	0.034959	0.45493999999999996	0.075236	0.018561	0.07138	0.026570999999999997	0.14549	0.057057000000000004	0.020654	0.020464	0.52987	9.1689	420.87	4.2685	1017.6	321.84	0.4268	73.418	0.037362	0.056708	0.027239999999999997	606.98	0.022316	0.022165	0.017584	0.03745	0.032766	23.904	25.611	136.59	-1	186.96	0.02525	44.391999999999996	30.305999999999997	363.25	0.15646	0.12557000000000001	0	181.84	0	0.034508	0	0	1	0.41598	0.066002	0.025011000000000002
TCGA-EJ-A65G	PRAD_2	13427.0	16501.0	254.95	84.54	151.13	0	0	0.040612999999999996	0	246.09	206.72	237.83	142.44	416.91	0.080954	692.29	0	241.46	820.26	333.53	0.07760700000000001	970.47	0.050269	0.039255	2604.5	0.579	2.8952	2206.1	0	128.24	123.65	304.0	0.057413	0.17495	0.036724	0.028881999999999998	0.27095	0.08709800000000001	0.040734	0.063208	0.060096000000000004	0.022397999999999998	0.022481	0.24871999999999997	18.976	4.0533	16.213	13.897	88.014	0.0	0.0	0.063481	0.04983	0.022672	573.25	0.050220999999999995	0.014684000000000001	0.27365	0.05577000000000001	0.051847000000000004	0.579	1.1581	2.8952	0	142.44	0.069911	64.273	16.792	3.4742	0.3092	0.13593	0	349.16	0	0.054988	0	0	0	0.049798	0.15472	0.017665
TCGA-EJ-A65J	PRAD_2	57602.0	14607.0	462.47	155.82	443.68	0	0	0.3851	1	229.9	1146.0	30.605	63.328	95.95100000000001	0.070332	572.39	0	282.1	578.81	97.87	0.06690700000000001	1598.5	0.023253	0.020863999999999997	1810.0	111.3	7.6761	2564.2	0	75.271	79.233	262.14	0.06135499999999999	0.37706	0.47813	0.020117	0.018387	0.19394	0.2999	0.047325	0.5283	0.073529	0.016227000000000002	0.35662	6.4637	378.05	29.553	2.6866	53.733000000000004	0.0	0.0	0.052104	0.27929	0.15337	605.64	0.039713	0.38788	0.030713999999999998	0.025184	0.037393	3.838	0.3838	1.5352	0	618.31	0.051789	76.377	113.22	1.1514	0.33925	0.11381	-1	37.996	-1	0.036327	0	0	0	0.035211	0.09893500000000001	0.021812
TCGA-EJ-A6RA	PRAD_2	9961.8	7587.6	734.33	126.63	325.63	0	0	0.035324	0	506.03	109.55	694.48	81.407	477.89	0.065344	796.04	0	192.97	530.31	327.14	0.04827	906.03	0.052465	0.10736	3498.0	7.5377	12.562999999999999	4844.2	0	30.733	92.29299999999999	756.28	0.041063	0.03123	0.047024	0.020284	0.017824	0.10205	0.22601	0.057438	0.056512	0.022735	0.019733	0.081419	7.66	77.889	7.5377	113.57	91.96	0.0	9.0452	0.032303	0.11945	0.02762	385.93	0.084511	0.016446000000000002	0.091663	0.045114	0.08150800000000001	2.0101	11.558	8.0402	0	595.98	0.047454	38.694	11.558	5.5276	0.10275	0.052351	0	423.62	0	0.060552999999999996	0	0	0	0.075097	0.22937	0.017439
TCGA-EJ-A6RC	PRAD_2	13186.0	7947.6	217.46	268.59	709.83	0	0	0.062612	0	370.33	158.77	154.06	36.994	556.46	0.12639	1154.4	0	197.69	243.59	251.64	0.08038	1289.0	0.055707000000000007	0.057151	2736.0	3.8536	14.258	4938.7	0	40.271	28.976	503.28	0.055223	0.15988	0.1071	0.044713	0.022252	0.26373	0.19003	0.06714099999999999	0.080006	0.027619	0.037079	0.035323	4.9111	32.755	33.141	23.121	124.47	0.0	0.0	0.047781	0.056623	0.043352999999999996	520.23	0.058362	0.040968	0.18356	0.0514	0.05227999999999999	1.5414	3.0829	7.3218	0	414.64	0.054857	51.638000000000005	23.892	4.2389	0.1774	0.082687	0	467.44	0	0.051623	0	0	0	0.06642100000000001	0.12782000000000002	0.030045
TCGA-EJ-A7NF	PRAD_1	603.11	3894.7	1254.3	12106.0	5147.0	0	0	0.12428	0	2964.6	2861.2	1720.7	672.0	166.42	0.66593	2278.8	1	417.76	987.21	536.63	0.42483999999999994	1353.2	0.68313	0.64632	8218.3	272.2	951.0	7776.3	1	46.485	32.781	1226.1	0.059328	0.022167	0.51126	0.56965	0.015717	0.046002999999999995	0.032468000000000004	0.3523	0.07102699999999999	0.023229	0.021603999999999998	0.05776	5.6427	1434.3	6.3076	959.24	225.62	2.426	54.828	0.039022	0.070564	0.027261	517.23	0.041349000000000004	0.28978000000000004	0.027338	0.058642999999999994	0.055385000000000004	26.201	209.12	70.354	0	1304.2	0.13968	84.91	357.59	284.33	0.072825	0.086127	0	102.86	0	0.05260700000000001	0	-1	0	0.16034	0.090226	0.017995
TCGA-EJ-A7NG	PRAD_1	811.42	6686.7	462.87	277.99	370.91	0	0	0.063108	0	657.75	184.65	753.19	83.677	358.44	0.08527699999999999	1121.8	0	239.36	571.27	200.34	0.097025	791.71	0.09940399999999999	0.068339	2763.3	11.264000000000001	42.24100000000001	5187.6	0	34.89	59.54600000000001	566.03	0.06447699999999999	0.028362000000000002	0.075463	0.050198	0.017713	0.065786	0.043632	0.06731799999999999	0.07618899999999999	0.025075999999999998	0.020182	0.013906	5.815	40.229	12.470999999999998	16.092	162.12	0.0	0.4023	0.034155	0.06141799999999999	0.018040999999999998	529.42	0.045028	0.039041	0.052788	0.034275	0.076146	0.8046	39.425	24.54	0	446.95	0.026691000000000003	36.205999999999996	22.528000000000002	5.6321	0.10685	0.045669	0	586.95	0	0.082177	0	0	0	0.079558	0.10136	0.019402000000000003
TCGA-EJ-A7NJ	PRAD_2	259.38	10330.0	931.79	118.23	390.08	0	0	0.052929	0	1137.3	752.42	587.65	150.0	460.86	0.063167	1274.7	0	411.4	700.9	416.99	0.05803	836.87	0.041491	0.020422	3354.3	2.0107	27.748	5213.0	0	46.148	193.58	537.27	0.047408	0.037706	0.097868	0.035729000000000004	0.027966	0.052569000000000005	0.041006	0.072952	0.12730999999999998	0.026749000000000002	0.026311	0.013991	6.5489999999999995	455.63	25.335	8.8472	149.6	0.0	0.4021	0.03317	0.0673	0.025845	548.53	0.033826999999999996	0.038574000000000004	0.020485	0.045	0.040477	3.6193	41.019	35.389	0	468.5	0.029795	35.389	89.27600000000001	8.0429	0.058210000000000005	0.06693400000000001	0	499.06	0	0.052523	0	0	0	0.071805	0.11010999999999999	0.19399
TCGA-EJ-A7NK	PRAD_1	515.56	6426.9	475.95	884.55	617.43	0	0	0.035498	0	1092.8	736.84	492.42	206.0	357.1	0.17285999999999999	2334.2	0	280.7	745.14	461.8	0.11909000000000002	1024.9	0.22912	0.12201	3337.9	61.12	62.818000000000005	6927.0	0	17.4	46.468999999999994	674.59	0.028191	0.049552	0.16677999999999998	0.11727	0.032813	0.06344	0.036262	0.1155	0.077166	0.033428	0.040464	0.036327	4.2989	285.23	26.599	94.51	119.41	0.5659	5.0934	0.037499	0.035749	0.016516	476.51	0.044088	0.01911	0.032692	0.031279	0.053866	91.115	112.05	27.165	0	450.48	0.031788	53.196999999999996	182.23	23.769000000000002	0.078774	0.03318	0	257.5	0	0.041177	0	0	0	0.045052999999999996	0.085075	0.034946
TCGA-EJ-A8FN	PRAD_2	30022.0	6456.4	345.17	205.06	516.38	0	0	0.038189	0	579.44	150.94	65.109	15.392000000000001	329.2	0.07435800000000001	944.98	0	98.80799999999999	738.1	114.2	0.061614999999999996	1252.7	0.0267	0.033488	2411.1	0.993	5.9583	3214.5	0	94.303	117.88	186.69	0.045191	0.050436	0.039412	0.024957	0.023423	0.45245	0.14361	0.051802	0.076939	0.033714999999999995	0.02422	0.013433	7.2541	13.902999999999999	42.701	48.659	80.437	0.0	0.0	0.03715	0.044362	0.029802999999999996	525.82	0.035378	0.023959	0.14515999999999998	0.061657000000000003	0.046186000000000005	3.4757	12.413	5.4618	0	444.39	0.10128	46.673	2.9791	1.9861	0.21081	0.074959	-1	342.11	0	0.050616	0	0	0	0.041599000000000004	0.3056	0.032914
TCGA-EJ-A8FS	PRAD_3	19002.0	9513.3	1462.9	60.693000000000005	292.46	1	1	0.26284	0	545.01	329.53	30.785999999999998	1.6293	569.45	0.039102	927.08	0	94.094	917.82	986.15	0.041851	1765.8	0.02219	0.13576	3844.8	1.222	5.2953	2388.6	0	278.23	36.548	243.99	0.20824	0.12915	0.037841	0.027908999999999996	0.42427	0.43896999999999997	0.19528	0.063306	0.81696	0.39488	0.035887	0.71701	10.965	8.9613	219.96	15.886	130.35	0.0	0.0	0.046018	0.3086	0.41025	305.09	0.71301	0.086116	0.021169999999999998	0.068645	0.6904600000000001	0.0	1.6293	25.662	-1	283.1	0.10958	199.19	22.403000000000002	2.8513	0.30459	0.28669	-1	326.27	0	0.046928	-1	0	0	0.04635	0.13299	0.029769
TCGA-FC-7708	PRAD_1	341.58	7078.4	1152.6	3163.1	1079.7	0	0	0.42107	0	1601.1	680.41	575.35	255.07	159.63	0.40565999999999997	2062.7	0	499.84	187.63	712.0	0.35977	774.82	0.45426000000000005	0.28731	4629.4	338.49	161.69	6731.0	1	68.167	14.655	962.95	0.16851	0.032072	0.35058	0.46946000000000004	0.020752	0.032612	0.033245	0.33237	0.044648	0.02056	0.024536000000000002	0.46508	6.4393	296.95	9.6123	238.25	257.13	1.3732	8.2391	0.057866999999999995	0.29531999999999997	0.028444999999999998	1076.9	0.036161	0.29257	0.027697000000000003	0.17234000000000002	0.045997	12.015	158.26	36.733000000000004	-1	868.88	0.065538	62.823	111.92	125.99	0.17207	0.061459	0	271.2	-1	0.02841	0	0	0	0.26222	0.10549000000000001	0.03745
TCGA-FC-7961	PRAD_3	40835.0	34882.0	689.09	243.49	823.81	1	1	0.501	1	761.13	490.14	84.84700000000001	13.978	511.33	0.08365299999999999	533.75	1	334.12	314.88	211.03	0.066661	1283.7	0.021213	0.034266000000000005	1885.2	157.37	13.075999999999999	2515.2	1	136.92	51.803000000000004	236.28	0.32861	0.24914	0.057601	0.020715	0.45719	0.42396999999999996	0.29925999999999997	0.06761	0.14205	0.43598000000000003	0.38891	0.57693	11.985999999999999	315.18	241.69	8.5672	121.29	0.4509	0.4509	0.35384	0.30885999999999997	0.46434	292.19	0.35636999999999996	0.37872	0.028018	0.47543	0.34479	1.8036	3.6073	10.370999999999999	0	331.87	0.47988000000000003	118.59	80.712	7.6654	0.1701	0.21835	-1	79.36	-1	0.034539	-1	0	1	0.046870999999999996	0.08929400000000001	0.028964
TCGA-FC-A4JI	PRAD_2	2598.2	6463.0	40.486999999999995	54.537	128.97	0	0	0.13389	1	679.87	687.98	7.1783	0.0	67.803	0.034312999999999996	707.78	1	13.265999999999998	722.97	55.273999999999994	0.043852999999999996	454.35	0.018747999999999997	0.048444	1703.5	296.27	4.7904	3059.6	0	247.26	137.37	95.44	0.030383999999999998	0.45701	0.5919800000000001	0.015247	0.020554	0.52573	0.16172999999999998	0.044652	0.68775	0.023472999999999997	0.017613999999999998	0.47791000000000006	18.797	1.474	72.225	6.6329	74.067	0.0	0.0	0.02404	0.079087	0.44296	687.24	0.075222	0.59502	0.18332	0.25499	0.52715	6.2644	0.0	7.7384	0	70.382	0.020047	14.74	0.737	24.689	0.17978	0.043186	-1	45.693000000000005	0	0.034214	-1	0	1	0.051452	0.17411	0.02301
