MESO	Labels	N:GEXP::KRT7:3855:	N:GEXP::SPARC:6678:	N:GEXP::IGF2:3481:	N:GEXP::MT2A:4502:	N:GEXP::KRT8:3856:	N:GEXP::SLPI:6590:	N:GEXP::C3:718:	N:GEXP::TIMP1:7076:	N:GEXP::CLU:1191:	N:GEXP::C4A:720:	N:GEXP::RARRES2:5919:	N:GEXP::MGP:4256:	N:GEXP::PPARGC1A:10891:	N:GEXP::CLDN1:9076:	N:GEXP::KRT17:3872:	N:GEXP::EEF2:1938:	N:GEXP::GAPDH:2597:	N:GEXP::LGALS3BP:3959:	N:GEXP::DHCR24:1718:	N:GEXP::EFEMP1:2202:	N:GEXP::GNAS:2778:	N:GEXP::HSPB1:3315:	N:GEXP::B2M:567:	N:GEXP::C3AR1:719:	N:GEXP::PDZK1IP1:10158:	N:GEXP::ACTB:60:	N:GEXP::ARNTL2:56938:	N:GEXP::COL6A1:1291:	N:GEXP::C7:730:	N:GEXP::HLA-B:3106:	N:GEXP::TPT1:7178:	N:GEXP::FOSL1:8061:	N:GEXP::LY6E:4061:	N:GEXP::HLA-C:3107:	N:GEXP::HLA-A:3105:	N:GEXP::PSAP:5660:	N:GEXP::ALDOA:226:	N:GEXP::DLGAP5:9787:	N:GEXP::KLK10:5655:	N:GEXP::RBP1:5947:	N:GEXP::BST2:684:	N:GEXP::ARHGDIB:397:	N:METH:cg15193782:ARMC3:TssD1:NA	N:GEXP::ACTG1:71:	N:GEXP::DCBLD2:131566:	N:GEXP::TFPI2:7980:	N:GEXP::TMSL3:7117:	N:GEXP::SATB2:23314:	N:GEXP::PARD6B:84612:	N:GEXP::GIMAP4:55303:	N:GEXP::FLI1:2313:	N:GEXP::IL12RB1:3594:	N:GEXP::CCNA2:890:	N:GEXP::SNCG:6623:	N:MIR::hsa-miR-181d-5p:Corrected:	N:GEXP::C19orf21:126353:	N:GEXP::EZR:7430:	N:GEXP::AQP1:358:	N:GEXP::CPB1:1360:	N:GEXP::ADH1B:125:	N:GEXP::CARHSP1:23589:	N:GEXP::CALB2:794:	N:GEXP::CA9:768:	N:GEXP::LARP6:55323:	N:GEXP::CYP17A1:1586:	N:GEXP::PLXND1:23129:	N:GEXP::SOX9:6662:	N:GEXP::ARHGAP10:79658:	N:METH:cg26103512:CSNK1D:TssU204:Island	N:GEXP::MT1E:4493:	N:GEXP::TRPV6:55503:	N:GEXP::FBXO2:26232:	N:GEXP::PLEK:5341:	N:GEXP::IL27RA:9466:	N:GEXP::HSD17B6:8630:	N:GEXP::ARHGEF5:7984:	N:GEXP::MARCH3:115123:	N:GEXP::DNMT1:1786:	N:GEXP::VTN:7448:	N:GEXP::ARHGAP31:57514:	N:GEXP::MS4A6A:64231:	N:GEXP::MARK3:4140:	N:GEXP::LRRC33:375387:	N:GEXP::NT5C3:51251:	N:GEXP::SCARA3:51435:	N:GEXP::RCSD1:92241:	N:GEXP::ARHGEF3:50650:	N:GEXP::GAS2:2620:	N:GEXP::KIAA1737:85457:	N:GEXP::ALDH1A2:8854:	N:GEXP::PPARGC1B:133522:	N:METH:cg21035368:ERCC1:TssD6196:Island	N:MIR::hsa-miR-301a-5p:Corrected:	N:GEXP::ARL3:403:	N:GEXP::C4BPA:722:	N:GEXP::CLIC5:53405:	N:GEXP::TNXB:7148:	N:METH:cg08839858:ARMC3:TssU111:NA	N:GEXP::EARS2:124454:	N:GEXP::KIF7:374654:	N:METH:cg03932406:SPRED2:TssD1431:Island	N:GEXP::C8orf77:286103:	N:GEXP::ARF6:382:	N:GEXP::CARM1:10498:	N:GEXP::SCARF1:8578:	N:GEXP::PARVG:64098:	N:GEXP::ARHGEF35:445328:	N:GEXP::SLC26A6:65010:	N:METH:cg03053575:ZNF69:TssD64:Shore	N:GEXP::ABLIM1:3983:	N:GEXP::ACPL2:92370:	N:METH:cg05207415:MARK3:TssU512:Island	N:METH:cg04857420:TNFRSF11B:TssU190:Island	N:GEXP::CARNS1:57571:	N:GEXP::PORCN:64840:	N:GEXP::ARL2:402:	N:GEXP::PARP9:83666:	N:GEXP::MARCH4:57574:	N:GEXP::RCHY1:25898:	N:METH:cg13764991:DMRT2:TssD431:Island	N:GEXP::NDUFA5:4698:	N:GEXP::ARHGAP30:257106:	N:GEXP::MARVELD3:91862:	N:GEXP::IRAK2:3656:	N:METH:cg02221347:DARS:TssD33:Island	N:METH:cg17385674:ARID1A:TssU821:Shore	N:METH:cg03093695:GSG1:TssD2527:Island	N:METH:cg21940042:ZNF69:TssU92:Shore	N:MIR::hsa-miR-1287-5p:Corrected:	N:GEXP::BIN2:51411:	N:GEXP::SLC7A4:6545:	N:METH:cg23996306:DARS:TssD44:Island	N:GEXP::XAF1:54739:	N:GEXP::CHP:11261:	N:GEXP::ARC:23237:	N:METH:cg13539253:GARNL3:TssD221:Shore	N:METH:cg03894174:NA:NA:Shore	N:METH:cg03608000:ZNF69:TssU11:Shore	N:METH:cg18863156:LHX4:TssD4983:Island	N:GEXP::SYBU:55638:	N:GEXP::INPP5J:27124:	I:CNVR::NEGR1:257194:	N:GEXP::ITLN1:55600:	N:GEXP::STRADB:55437:	N:METH:cg25124633:TARID:TssD106:Island	N:METH:cg06377221:ARRDC2:TssU203:Island	N:METH:cg03040522:ADAR:TssD737:Shore	N:GEXP::HYDIN:54768:	N:GEXP::COL7A1:1294:	N:METH:cg19720265:MARK1:TssU643:Shore	N:GEXP::CALML4:91860:	N:METH:cg20315346:CHP1:TssD13:Island	N:GEXP::FAM64A:54478:	N:GEXP::PYHIN1:149628:	N:GEXP::VASP:7408:	N:GEXP::EPB41L5:57669:	N:METH:cg21958603:NA:NA:Island	N:METH:cg15169189:PTPRM:TssD2110:Shore	N:GEXP::ADAT2:134637:	N:METH:cg14257369:FGF22:TssU314:Island	N:MIR::hsa-miR-151b:Corrected:	N:GEXP::CHST4:10164:	N:GEXP::RSPO1:284654:	N:GEXP::GALNT4:8693:	N:GEXP::MT1L:4500:	N:GEXP::RICH2:9912:	N:GEXP::DTD1:92675:	N:GEXP::DHODH:1723:	N:GEXP::PNCK:139728:	N:GEXP::CTAGE9:643854:	I:CNVR::GATA6:2627:	N:GEXP::SIGLEC1:6614:	N:GEXP::LOC441294:441294:	N:GEXP::FLJ42875:440556:	N:METH:cg05235761:MOXD1:TssD570:Shore	I:CNVR::CSPG5:10675:	I:CNVR::MIR491:574444:	I:CNVR::LINC01107:151171:	I:CNVR::ASCC3:10973:	I:CNVR::TMEM135:65084:	I:CNVR::SYNPR:132204:
TCGA-MQ-A4LJ	MESO_4	15029.0	73581.0	1188.5	15806.0	48646.0	8961.3	231880.0	19984.0	50529.0	17584.0	4741.7	4198.3	30.213	11968.0	5.9574	57823.0	72814.0	30703.0	6737.0	16430.0	18253	17594.0	44220.0	395.75	353.62	147080.0	32.34	36951.0	2035.7	53958.0	50540.0	94.46799999999999	16925.0	28178.0	37961.0	58616.0	48022	78.723	323.4	4515.7	437.02	2766.0	0.022634	147350.0	2476.6	59.575	122830.0	72.766	718.3	516.17	362.55	35.319	159.95	832.77	38.323	1952.3	56263.0	9246.5	360.85	473.62	5784.1	14092.0	2537.5	394.04	2.9787	1649.8	92.766	109.36	0.39637	4603.0	14.043	5925.1	553.19	102.98	2349.4	560.85	81.702	1030.2	6579.6	268.08	795.75	1048.5	118.72	522.13	4519.6	350.64	3783.4	8.0851	447.66	7138.7	64.681	0.018902000000000002	2.2019	874.89	102.13	3025.5	11954.0	0.017141999999999998	1506.8	356.47	0.046173	13.190999999999999	1344.3	1445.5	157.45	382.55	763.4	134.47	0.054310000000000004	3119.2	267.66	0.073259	0.021309	5624.7	189.79	2277.9	1591.5	7.6596	467.66	0.22161	1603.8	556.17	25.294	59.575	0.020156	0.023186000000000002	0.030108999999999997	0.029835000000000004	22.009	231.49	1048.5	0.033139999999999996	655.32	2026.8	40.425	0.054622000000000004	0.036618	0.021317	0.06473999999999999	735.75	57.446999999999996	-1	1025200.0	194.89	0.2467	0.015891	0.030156	369.79	26.808000000000003	0.058317999999999995	1068.9	0.015777	45.106	41.702	1362.5	900.0	0.022584	0.07081799999999999	106.81	0.018366	2.2972	86.383	3092.3	534.19	355.32	1084.3	578.3	95.745	5.5319	277.02	0	85.53200000000001	98.723	26.383000000000003	0.063217	0	-1	0	0	0	0
TCGA-MQ-A4LM	MESO_2	12638.0	326390.0	29196.0	15396.0	44892.0	1067.8	12500.0	17030.0	3773.0	1606.2	1617.6	4891.3	9.0321	360.88	1126.1	73829.0	127540.0	26966.0	9757.6	12515.0	26365	17197.0	99159.0	1326.1	4.1055	188500.0	335.01	63448.0	659.76	104240.0	41891.0	2304.8	9510.0	62393.0	52739.0	58998.0	19247	768.96	22.58	662.22	8859.7	4609.7	0.16563	120530.0	2533.5	362.11	46319.0	254.95	4.1055	1558.5	802.63	189.68	950.09	90.321	8.1872	65.688	10259.0	6031.0	0.0	24.633000000000003	1077.7	343.63	922.95	471.72	11.787	4223.8	172.43	612.54	0.23744	4528.4	0.0	108.8	1360.6	845.33	94.427	32.023	300.52	3169.9	344.04	949.61	2701.8	1510.4	293.54	683.57	1922.2	601.05	897.05	3.2844	299.29	42.696999999999996	24.223000000000003	0.039626999999999996	6.6160000000000005	546.85	0.4106	116.19	1730.7	0.32056	295.19	133.3	0.20895	1.6422	3438.8	2338.5	417.53	672.07	20.528000000000002	397.95	0.20724	347.33	319.41	0.34119	0.50274	11.085	293.13	2805.3	1997.4	821.92	277.12	0.35251	844.09	1164.7	268.65	133.84	0.34226999999999996	0.041743999999999996	0.032878	0.13557	10.453	390.43	3.695	0.27464	4096.9	1760.4	53.782	0.22148	0.18923	0.054776	0.12099000000000001	26.275	16.012	0	91.963	506.21	0.08051699999999999	0.016066	0.045922000000000004	16.012	3811.2	0.17373	284.92	0.019387	302.99	88.26899999999999	3888.7	174.07	0.025800999999999998	0.09149600000000001	94.837	0.019239	0.7972	4.5161	231.55	177.86	490.61	84.573	985.32	110.03	1.2317	6.9794	-1	2084.0	2.8739	9.0321	0.074252	0	-1	0	-1	-1	-1
TCGA-MQ-A4LP	MESO_1	269.31	156420.0	297910.0	6149.4	86930.0	11474.0	144480.0	26395.0	7122.0	116160.0	4112.8	5961.7	3.8201	6747.7	12191.0	55893.0	106410.0	26756.0	5040.6	26948.0	21656	7417.6	24486.0	536.24	586.86	152740.0	32.471	112890.0	1060.1	15229.0	82627.0	149.46	14058.0	5359.9	16470.0	20801.0	35392	475.12	1497.0	10162.0	784.07	4510.1	0.22830999999999999	98124.0	3855.4	10927.0	82700.0	169.99	986.06	687.13	316.59	52.526	357.08	782.64	10.758	310.38	17290.0	27020.0	0.0	45.363	4665.9	998.47	1925.4	361.47	44.848	6272.1	188.62	254.03	0.12378	1672.7	217.74	408.27	609.78	57.301	20.055	262.15	99.79899999999999	1944.9	5914.4	414.48	1226.2	1030.0	210.1	309.43	1759.1	364.82	531.47	14.802999999999999	350.49	6407.7	28.651	0.015319999999999999	15.083	392.51	0.4775	2385.6	27374.0	0.35967	720.56	651.23	0.12414000000000001	37.723	2508.3	1668.9	266.93	629.36	138.48	146.59	0.23126999999999998	2518.9	533.86	0.050287	0.013686000000000002	735.36	139.91	2099.6	1104.6	40.588	284.12	0.012916999999999998	1340.4	633.18	6.5132	68.76100000000001	0.02364	0.028582	0.025235	0.34005	17.912	233.5	1162.7	0.029615	314.68	1817.9	268.36	0.063843	0.30086	0.09246900000000001	0.059233	113.17	8.5952	-1	73195.0	756.85	0.015093	0.016012000000000002	0.051289	18.623	298.92	0.056615	568.24	0.013382	152.32	4.7751	2259.1	2353.6	0.021278000000000002	0.59129	68.28399999999999	0.018111000000000002	0.83604	18.623	452.2	355.77	45.363	1344.2	276.48	232.55	173.81	65.419	0	196.26	28.651	5.2526	0.055577999999999995	-1	-1	0	0	0	-1
TCGA-MQ-A4LV	MESO_2	471.61	131550.0	7624.1	6963.5	154220.0	21600.0	19594.0	20144.0	17877.0	4848.2	3519.2	430.53	3.7729	1946.8	18057.0	69871.0	214530.0	20201.0	17646.0	3367.5	32615	31428.0	59068.0	640.13	858.54	185320.0	151.75	112380.0	22.218000000000004	73288.0	38065.0	1224.5	12004.0	51996.0	62125.0	73227.0	36638	632.16	4015.6	742.0	1558.6	3673.9	0.069908	143930.0	5147.4	226.37	42853.0	53.659	139.18	991.01	429.69	149.66	501.21	90.54899999999999	11.780999999999999	2835.1	64235.0	1578.4	164.33	0.4192	2298.3	9217.1	1794.0	970.88	0.8384	6493.9	171.46	1877.6	0.40101	1089.5	5.0305	347.94	1203.1	510.18	106.06	450.23	323.63	3279.0	3911.6	311.47	1639.1	1488.2	207.09	405.79	5500.4	411.24	768.83	9.6418	382.32	9260.7	28.087	0.040971	5.0091	550.42	3.3537	179.42	3582.8	0.24541999999999997	329.5	420.77	0.35599000000000003	3.3537	3330.2	2160.6	228.89	494.25	164.33	236.47	0.37967	293.44	518.14	0.084949	0.13451	1571.6	335.37	1826.1	1238.8	576.83	272.07	0.41913	600.3	1102.5	14.911	133.73	0.42581	0.10572999999999999	0.028945	0.44386000000000003	14.427999999999999	347.52	280.87	0.32283	992.26	1982.0	320.69	0.14304	0.30979	0.34291	0.27669	59.108000000000004	12.575999999999999	0	108.58	499.7	0.26568	0.037876	0.14712999999999998	81.74600000000001	997.71	0.4564	254.04	0.015238999999999999	257.39	102.71	3798.0	910.52	0.037567	0.07712100000000001	46.951	0.37518	0.044795999999999996	2.9345	1240.0	161.91	20.96	172.29	611.62	84.68	23.476	107.74	0	632.16	37.309	24.314	0.10944000000000001	-1	-1	0	0	-1	-1
TCGA-MQ-A6BL	MESO_2	39127.0	95953.0	19400.0	27686.0	111550.0	8728.9	18115.0	88223.0	1151.2	2238.2	2412.7	7677.6	17.227	2334.4	22530.0	30999.0	74550.0	24713.0	2406.8	22612.0	27484	10234.0	173330.0	1502.2	447.89	196220.0	245.6	15548.0	1097.6	138590.0	42780.0	320.91	20338.0	92446.0	90865.0	54624.0	22737	347.48	719.58	503.01	12341.0	8379.0	0.080527	77534.0	797.83	442.48	73614.0	176.2	12.797	2052.9	1601.1	543.87	445.18	186.05	9.0825	984.87	5509.0	3350.8	20.18	56.108999999999995	3287.3	16478.0	75.782	808.17	0.0	5669.5	94.5	265.78	0.26391	2115.4	0.9844	198.35	2497.3	421.31	88.101	83.67200000000001	141.26	1384.0	18536.0	583.73	3093.4	1339.7	516.8	665.93	3795.7	802.26	825.4	3.4453	313.03	1071.5	10.335999999999999	0.048243	2.4851	379.97	11.32	467.08	1090.2	0.24597	420.82	619.27	0.38594	2.9531	3623.5	1715.3	314.01	896.27	61.031000000000006	200.32	0.18416	353.88	741.23	0.093577	0.17194	111.23	928.26	2885.2	2390.6	1206.8	220.5	0.36145	959.76	1560.7	3.7751	241.17	0.21706999999999999	0.028125	0.050723000000000004	0.25062	17.738	645.26	1573.5	0.18811	3193.8	2830.6	7.875	0.13745	0.24984	0.09454299999999999	0.11402000000000001	31.008000000000003	9.3515	-1	1677.9	353.88	0.19702	0.022614	0.092565	34.453	51.68	0.34779	284.98	0.027901	162.42	174.73	4129.4	276.61	0.032429	0.11457	75.305	0.26766999999999996	1.0782	13.289000000000001	276.12	272.67	45.281000000000006	71.367	936.14	124.52	1.4766	34.453	-1	1169.9	9.8437	9.8437	0.10865	-1	0	0	-1	0	-1
TCGA-MQ-A6BQ	MESO_3	303.16	22128.0	211.86	18579.0	62944.0	23917.0	263600.0	55577.0	17917.0	53183.0	14007.0	7847.1	134.61	425.28	28.872	51786.0	52808.0	67657.0	9351.9	46692.0	16376	14082.0	137070.0	746.39	10180.0	83819.0	23.02	12460.0	2882.9	115260.0	82294.0	35.895	32958.0	60397.0	85519.0	65080.0	44641	51.111999999999995	1886.5	492.0	18708.0	2943.4	0.050270999999999996	99497.0	475.62	87.007	73044.0	24.581	453.38	906.36	264.53	86.227	94.198	1768.2	33.043	5624.3	33144.0	42961.0	28.872	26805.0	6400.4	62913.0	2024.5	68.669	7.4366	2316.0	78.42399999999999	69.84	0.48877	4263.0	114.32	19748.0	875.54	97.542	2241.1	664.46	145.53	858.37	6876.3	139.68	1358.2	1297.7	221.22	2012.9	8099.5	329.69	399.53	25.361	631.68	12702.0	38.236	0.048285	3.0757	178.31	1049.9	9876.3	11057.0	0.20285999999999998	480.69	90.035	0.37603000000000003	15.997	2159.6	1312.9	146.7	531.02	654.31	173.93	0.07353	8006.6	239.17	0.067433	0.026475	2883.7	77.643	1000.0	5087.1	1.9508	768.24	0.19277	977.37	845.49	282.71	44.479	0.095627	0.092676	0.032352	0.21058000000000002	56.888000000000005	287.16	2506.1	0.21939	4402.6	9348.4	3.1213	0.063566	0.48213999999999996	0.031659	0.34711	71.40100000000001	8.1935	0	1218300.0	1515.0	0.017977	0.019856	0.43396999999999997	122.12	29.263	0.06637799999999999	979.32	0.10892	19.118	34.725	1803.8	722.98	0.054985	0.15048	42.919	0.021171000000000002	6.0014	2931.3	3263.8	1060.9	175.58	5089.4	236.83	936.4	21.849	232.15	0	1834.6	103.78	114.71	0.10036	0	0	0	-1	0	0
TCGA-MQ-A6BR	MESO_4	113530.0	92077.0	1012.5	8171.4	63344.0	52651.0	204280.0	62763.0	10276.0	36594.0	11174.0	1117.9	35.115	4062.4	14.151	182030.0	121450.0	37165.0	6904.1	36720.0	19249	9763.1	72790.0	591.2	12112.0	133290.0	49.79	34194.0	303.98	64833.0	163280.0	94.34	66480.0	32923.0	36033.0	42143.0	53026	112.68	751.57	6570.2	6468.0	3323.9	0.024286000000000002	152340.0	1437.1	325.47	158990.0	26.206	428.2	495.28	250.0	34.067	120.3	628.41	28.944000000000003	1116.3	12535.0	8422.1	3608.0	1268.9	8397.0	35014.0	14330.0	949.16	78.742	2243.2	9.9581	150.94	0.025744	2903.6	113.21	4785.1	628.41	121.07	147.28	403.56	464.88	876.83	4918.8	216.98	1019.9	1180.8	175.05	430.82	4349.6	197.59	1881.0	8.9099	384.17	5448.1	51.887	0.025682999999999997	0.7741	887.32	12.055	1445.0	25404.0	0.054947	592.24	259.74	0.039224	22.013	1645.2	1527.8	164.05	407.76	345.39	260.48	0.05114	4605.4	207.02	0.071267	0.018941	1381.5	546.65	4580.2	1188.7	2.6205	300.84	0.15791	1424.5	653.56	6.9706	166.14	0.016493999999999998	0.021662999999999998	0.033136	0.026216000000000003	13.799000000000001	253.15	493.71	0.024375	414.57	4163.0	3.1447	0.06913899999999999	0.034383	0.020416	0.07069500000000001	392.03	30.398000000000003	0	169630.0	326.0	0.014062	0.019624000000000003	0.046579	148.85	153.56	0.053335	460.17	0.015983	51.363	22.013	2137.8	240.57	0.021221	0.08933300000000001	136.79	0.019665000000000002	3.6012	38.26	2716.5	251.94	155.14	1035.1	952.31	291.93	81.237	71.279	0	190.25	22.013	1.5723	0.091267	0	0	0	0	1	0
TCGA-MQ-A6BS	MESO_3	59.021	35159.0	3801.3	3487.0	42031.0	6271.6	125170.0	13455.0	23952.0	220690.0	6275.4	23361.0	30.71	428.5	46.065	114240.0	40982.0	21810.0	6371.9	69195.0	22308	15879.0	22799.0	287.43	3602.2	73055.0	15.835	19565.0	9793.7	17001.0	130770.0	9.1171	12472.0	17513.0	22163.0	30615.0	18443	90.691	1326.3	8414.6	518.23	1101.7	0.16788	131250.0	599.81	551.82	23950.0	33.589	536.47	270.15	152.59	25.912	188.46	102.21	6.6766	5454.4	40364.0	65691.0	58.06100000000001	931.38	5359.0	32830.0	596.13	135.32	5.0432	1623.3	212.09	301.82	0.6891	1070.1	645.39	3325.8	246.64	76.775	374.76	922.75	26.392	911.23	1897.3	352.21	551.82	2337.8	75.816	1819.1	28452.0	200.1	157.39	252.88	932.82	11911.0	44.626000000000005	0.38561999999999996	1.6624	172.75	32.15	2643.0	27159.0	0.05499400000000001	454.89	271.96	0.4796	7.6775	1603.2	1034.5	119.0	185.7	1622.4	86.95299999999999	0.5249	8951.5	153.07	0.35391999999999996	0.047674	3991.8	39.347	820.54	2496.5	3.3589	796.07	0.49688999999999994	759.12	370.92	276.0	66.219	0.61021	0.17047	0.6866	0.66472	22.090999999999998	98.848	5672.7	0.39532	256.24	8302.8	35.029	0.10679000000000001	0.089554	0.5915	0.11664000000000001	1139.2	13.915	-1	143160.0	1803.7	0.31232	0.069649	0.099725	90.691	73.896	0.31301	711.61	0.022926	28.791	19.194000000000003	2815.3	645.39	0.025159	0.2237	35.989000000000004	0.5388	2.2828	809.5	1805.2	2121.9	10.557	3411.7	144.43	377.16	81.094	362.76	-1	267.27	129.08	12.956	0.1311	-1	-1	1	-1	1	-1
TCGA-NQ-A638	MESO_1	59954.0	42089.0	427.38	7378.9	97002.0	45882.0	168490.0	69869.0	44113.0	11148.0	3210.6	862.33	116.2	3892.2	239.16	96223.0	127280.0	46192.0	11169.0	20766.0	11145	22693.0	43588.0	564.67	1379.2	150650.0	60.486000000000004	40952.0	37.406	48789.0	84586.0	31.436999999999998	42923.0	31558.0	41619.0	66543.0	54023	211.3	1707.2	4338.7	2504.6	3635.2	0.34237	178070.0	1327.9	27.06	84854.0	156.79	313.57	657.79	324.72	70.833	288.35	2054.2	17.012	4950.7	76711.0	47914.0	4450.5	127.74	3372.1	24021.0	896.05	2316.0	0.8595	2924.0	271.0	481.9	0.044867000000000004	1905.3	19.101	3725.9	651.42	218.07	3565.9	441.31	91.12700000000001	1100.3	7115.9	220.06	1079.6	1297.7	188.22	822.93	8030.4	336.65	4836.1	3.5814	494.63	8102.0	31.039	0.023108	3.9609	357.35	20539.0	904.51	15339.0	0.28623000000000004	479.12	569.36	0.04675	13.53	1815.0	1982.5	130.12	520.5	340.24	202.95	0.12885	1758.9	493.04	0.061189	0.017071	6350.6	121.77	2971.0	2100.7	11.142000000000001	310.79	0.014752000000000001	1050.2	770.4	35.615	68.843	0.19167	0.029363999999999998	0.035791	0.083136	12.821	267.81	1633.9	0.10597999999999999	1547.6	2926.0	46.161	0.036356	0.41058999999999996	0.03478	0.14237	456.4	55.711000000000006	-1	1027.9	258.66	0.017346	0.020459	0.063128	106.65	172.7	0.10586	1129.7	0.016756999999999998	83.56700000000001	25.866	3413.9	185.84	0.023933000000000003	0.2943	79.189	0.26781	2.0229	94.311	2226.1	649.86	7.9587	691.22	836.86	407.49	45.365	105.45	0	359.34	44.967	13.132	0.090542	0	-1	0	-1	1	0
TCGA-SC-A6LM	MESO_1	6277.1	133280.0	7556.9	3060.6	46279.0	11606.0	49638.0	39222.0	9325.8	67040.0	5479.4	3376.1	24.351	4115.3	181140.0	41394.0	84655.0	30241.0	6139.6	17635.0	24444	13821.0	90934.0	1136.4	364.18	124050.0	82.792	52802.0	96.86200000000001	80323.0	82847.0	109.31	6567.6	34276.0	67689.0	51962.0	26606	490.8	1022.7	8140.1	1602.8	3200.2	0.14718	112070.0	2090.4	513.53	55479.0	148.27	266.77	810.61	301.41	132.58	712.83	327.92	33.52	969.7	16290.0	10115.0	159.09	126.08	4458.4	23466.0	2112.3	324.13	4.8701	4102.8	484.31	300.32	0.18617	71.429	66.558	2377.2	1127.7	877.16	55.195	350.11	29.221	2869.1	418.29	610.93	2162.9	1352.3	186.15	706.17	1912.3	351.73	274.89	75.758	564.39	9536.8	42.748999999999995	0.036472000000000004	8.6468	316.56	324.68	176.95	1435.2	0.34242	711.04	451.72	0.13209	9.1991	2168.8	2890.2	217.53	534.63	406.93	77.51100000000001	0.1364	6813.3	863.64	0.069758	0.023201	1654.2	99.02600000000001	1502.7	1977.3	12.446	744.59	0.43327	968.07	1133.7	47.028999999999996	43.831	0.049832	0.16219	0.035419	0.24906	23.728	241.88	195.35	0.048892000000000005	840.91	2445.9	99.56700000000001	0.08136	0.53582	0.15236	0.26608000000000004	114.72	33.55	0	356.6	423.7	0.02854	0.03013	0.071136	64.935	297.62	0.20235	603.9	0.020791	257.04	10.822000000000001	3001.1	1640.7	0.027037000000000002	0.13264	69.264	0.025891	0.9481700000000001	17.857	43.29	241.88	9.7403	370.67	719.16	259.74	71.97	49.242	0	771.1	18.398	16.775	0.07582799999999999	-1	-1	0	0	0	-1
TCGA-SC-A6LN	MESO_1	47330.0	121460.0	58583.0	5521.2	88271.0	2778.1	87712.0	17297.0	16519.0	15241.0	8415.5	15678.0	5.6686	3598.6	293.35	60514.0	78275.0	35025.0	2875.4	9662.1	27758	9392.0	35893.0	470.5	653.78	139320.0	33.539	26966.0	3424.3	40208.0	62262.0	53.379	19924.0	20852.0	33090.0	53146.0	20639	175.25	889.97	4410.6	14162.0	3250.0	0.27115	99012.0	3002.5	1256.5	97117.0	137.94	343.42	374.6	419.0	47.238	268.44	946.66	43.88399999999999	2982.6	7418.8	8025.8	1175.3	147.86	3857.6	1370.9	2038.2	1383.6	5.56	4383.2	240.44	257.45	0.030836000000000002	1107.7	104.87	1572.6	626.38	258.39	393.5	439.79	52.907	1430.4	1521.5	389.25	757.71	895.64	248.47	486.56	6295.9	280.6	507.34	59.993	453.02	8728.2	4.7238	0.028508	6.0607	940.04	9.4477	771.4	1519.8	0.46703	483.25	1335.6	0.05596	19.84	1735.1	1712.9	128.96	466.24	275.87	225.94	0.42431	5597.3	846.51	0.077999	0.032364	607.96	157.78	4910.0	1101.6	14.171	320.28	0.39239	592.37	870.13	131.29	54.324	0.02161	0.039306	0.032985	0.5042399999999999	53.246	195.57	480.42	0.029629000000000003	483.25	2292.5	37.791	0.08511200000000001	0.49396	0.42568	0.3634	270.68	102.03	-1	2037.9	504.98	0.036177	0.020094	0.044379	225.33	336.34	0.18078	870.13	0.020347	153.53	18.895	3381.3	536.63	0.02945	0.20106	103.92	0.5120100000000001	0.42102	50.073	572.06	418.06	70.385	267.84	438.37	224.38	62.827	102.98	0	94.477	19.84	18.423	0.075709	0	-1	0	0	0	0
TCGA-SC-A6LP	MESO_2	15664.0	637660.0	1752.6	26187.0	55648.0	197.91	55751.0	92615.0	4727.1	2528.9	12306.0	14633.0	6.35	143.93	11.113	41116.0	102280.0	32840.0	3594.1	27990.0	30726	39771.0	91517.0	1328.8	20.638	277790.0	151.87	37824.0	447.68	128080.0	65223.0	458.79	10039.0	84168.0	60157.0	58899.0	36198	670.99	3.7042	3654.4	6298.2	5665.8	0.032089	145380.0	1765.3	410.64	114940.0	127.0	3.7042	921.29	724.96	102.13	809.32	129.65	7.0549	25.4	4073.0	1852.1	13.758	68.263	4305.9	5741.0	46.096000000000004	698.5	1.0583	4442.9	59.266999999999996	903.82	0.31674	5956.9	1.0583	118.0	1041.9	278.87	177.27	55.034	390.0	1786.0	434.98	740.84	2699.3	1433.5	346.08	345.55	2276.0	370.95	436.04	1.0583	266.7	33.867	4.2334	0.021116	5.022	1489.6	120.12	46.038000000000004	468.9	0.25506	386.82	620.13	0.22916	4.2334	2693.5	2411.4	274.64	738.19	69.85	466.73	0.038644	227.54	199.5	0.10658	0.049665	15.875	452.97	4346.1	1006.5	276.76	220.13	0.17269	1059.9	1080.0	3.8312	141.29	0.0256	0.039937	0.03713	0.031323000000000004	28.929000000000002	346.61	2.6459	0.021488999999999998	1061.0	2267.0	2.6459	0.069225	0.29591999999999996	0.024303	0.050041	25.929000000000002	32.279	0	200.56	335.49	0.020759	0.022698	0.059122	2.6459	2442.1	0.08691	288.93	0.017621	561.98	19.05	4212.7	207.96	0.023127	0.081002	111.13	0.022991	1.2914	5.2917	58.738	155.05	182.03	68.263	959.39	141.29	5.2917	41.803999999999995	0	940.34	10.583	9.5251	0.09477100000000001	0	0	0	0	0	0
