human_gene_symbol	gs_name
BCAT1	ALLOGRAFT_REJECTION
BCAT1	MTORC1_SIGNALING
BCAT1	XENOBIOTIC_METABOLISM
BCKDHA	ADIPOGENESIS
BCKDHA	OXIDATIVE_PHOSPHORYLATION
BCKDHB	FATTY_ACID_METABOLISM
BCKDHB	UV_RESPONSE_DN
BCL10	ALLOGRAFT_REJECTION
BCL10	APOPTOSIS
BCL10	PEROXISOME
BCL11B	ESTROGEN_RESPONSE_EARLY
BCL2	ESTROGEN_RESPONSE_EARLY
BCL2	ESTROGEN_RESPONSE_LATE
BCL2	HYPOXIA
BCL2	IL2_STAT5_SIGNALING
BCL2A1	TNFA_SIGNALING_VIA_NFKB
BCL2L1	APOPTOSIS
BCL2L1	IL2_STAT5_SIGNALING
BCL2L10	APOPTOSIS
BCL2L11	APOPTOSIS
BCL2L11	MITOTIC_SPINDLE
BCL2L11	UV_RESPONSE_UP
BCL2L13	ADIPOGENESIS
BCL2L2	APOPTOSIS
BCL3	ALLOGRAFT_REJECTION
BCL3	G2M_CHECKPOINT
BCL3	TNFA_SIGNALING_VIA_NFKB
BCL6	ADIPOGENESIS
BCL6	TNFA_SIGNALING_VIA_NFKB
BCR	MITOTIC_SPINDLE
BDH2	OXIDATIVE_PHOSPHORYLATION
BDKRB1	INFLAMMATORY_RESPONSE
BDKRB2	MYOGENESIS
BDNF	EPITHELIAL_MESENCHYMAL_TRANSITION
BDNF	UV_RESPONSE_DN
BEST1	INFLAMMATORY_RESPONSE
BET1	PROTEIN_SECRETION
BGN	APOPTOSIS
BGN	EPITHELIAL_MESENCHYMAL_TRANSITION
BGN	HYPOXIA
BHLHE40	ESTROGEN_RESPONSE_EARLY
BHLHE40	HYPOXIA
BHLHE40	IL2_STAT5_SIGNALING
BHLHE40	MTORC1_SIGNALING
BHLHE40	MYOGENESIS
BHLHE40	TNFA_SIGNALING_VIA_NFKB
BHLHE40	UV_RESPONSE_DN
BID	APOPTOSIS
BID	UV_RESPONSE_UP
BIK	APOPTOSIS
BIK	GLYCOLYSIS
BIN1	MITOTIC_SPINDLE
BIN1	MYOGENESIS
BIRC2	TNFA_SIGNALING_VIA_NFKB
BIRC3	APOPTOSIS
BIRC3	KRAS_SIGNALING_UP
BIRC3	TNFA_SIGNALING_VIA_NFKB
BIRC5	E2F_TARGETS
BIRC5	G2M_CHECKPOINT
BIRC5	MITOTIC_SPINDLE
BLCAP	P53_PATHWAY
BLVRA	FATTY_ACID_METABOLISM
BLVRA	HEME_METABOLISM
BLVRB	ESTROGEN_RESPONSE_EARLY
BLVRB	ESTROGEN_RESPONSE_LATE
BLVRB	HEME_METABOLISM
BLVRB	XENOBIOTIC_METABOLISM
BMF	APOPTOSIS
BMP1	APICAL_JUNCTION
BMP1	COAGULATION
BMP1	EPITHELIAL_MESENCHYMAL_TRANSITION
BMP2	APOPTOSIS
BMP2	IL2_STAT5_SIGNALING
BMP2	KRAS_SIGNALING_UP
BMP2	P53_PATHWAY
BMP2	TGF_BETA_SIGNALING
BMP2	TNFA_SIGNALING_VIA_NFKB
BMP2	UV_RESPONSE_UP
BMP2K	HEME_METABOLISM
BMP6	BILE_ACID_METABOLISM
BMPR1A	TGF_BETA_SIGNALING
BMPR1A	UV_RESPONSE_DN
BMPR1B	ANDROGEN_RESPONSE
BMPR1B	FATTY_ACID_METABOLISM
BMPR1B	KRAS_SIGNALING_DN
BMPR2	IL2_STAT5_SIGNALING
BMPR2	TGF_BETA_SIGNALING
BNIP3	PROTEIN_SECRETION
BNIP3L	APOPTOSIS
BNIP3L	HEME_METABOLISM
BNIP3L	HYPOXIA
BOLA2	DNA_REPAIR
BPGM	HEME_METABOLISM
BPGM	INTERFERON_GAMMA_RESPONSE
BPGM	KRAS_SIGNALING_UP
BPHL	FATTY_ACID_METABOLISM
BPHL	XENOBIOTIC_METABOLISM
BPNT1	GLYCOLYSIS
BRAF	SPERMATOGENESIS
BRCA1	ALLOGRAFT_REJECTION
BRCA1	APICAL_SURFACE
BRCA1	APOPTOSIS
BRCA1	E2F_TARGETS
BRCA2	E2F_TARGETS
BRCA2	G2M_CHECKPOINT
BRCA2	MITOTIC_SPINDLE
BRDT	KRAS_SIGNALING_DN
BRF2	DNA_REPAIR
BRMS1L	E2F_TARGETS
BRPF3	COMPLEMENT
BRS3	HYPOXIA
BSG	HEME_METABOLISM
BSG	UV_RESPONSE_UP
BST2	INFLAMMATORY_RESPONSE
BST2	INTERFERON_ALPHA_RESPONSE
BST2	INTERFERON_GAMMA_RESPONSE
BTBD3	KRAS_SIGNALING_UP
BTC	KRAS_SIGNALING_UP
BTG1	HYPOXIA
BTG1	INTERFERON_GAMMA_RESPONSE
BTG1	P53_PATHWAY
BTG1	TNFA_SIGNALING_VIA_NFKB
BTG1	UV_RESPONSE_UP
BTG2	APOPTOSIS
BTG2	HEME_METABOLISM
BTG2	INFLAMMATORY_RESPONSE
BTG2	KRAS_SIGNALING_DN
BTG2	MTORC1_SIGNALING
BTG2	P53_PATHWAY
BTG2	TNFA_SIGNALING_VIA_NFKB
BTG2	UV_RESPONSE_UP
BTG3	APOPTOSIS
BTG3	ESTROGEN_RESPONSE_LATE
BTG3	TNFA_SIGNALING_VIA_NFKB
BTG3	UV_RESPONSE_UP
BTRC	HEME_METABOLISM
BUB1	G2M_CHECKPOINT
BUB1	MITOTIC_SPINDLE
BUB1	MTORC1_SIGNALING
BUB1	SPERMATOGENESIS
BUB1B	E2F_TARGETS
BUB3	G2M_CHECKPOINT
BUB3	MYC_TARGETS_V1
BYSL	MYC_TARGETS_V2
C1QA	COAGULATION
C1QA	COMPLEMENT
C1QBP	MYC_TARGETS_V1
C1QC	COMPLEMENT
C1R	COAGULATION
C1R	COMPLEMENT
C1R	INTERFERON_GAMMA_RESPONSE
C1S	COAGULATION
C1S	COMPLEMENT
C1S	INTERFERON_ALPHA_RESPONSE
C1S	INTERFERON_GAMMA_RESPONSE
C2	ALLOGRAFT_REJECTION
C2	COAGULATION
C2	COMPLEMENT
C3	ADIPOGENESIS
C3	COAGULATION
C3	COMPLEMENT
C3	HEME_METABOLISM
C3AR1	INFLAMMATORY_RESPONSE
C3AR1	KRAS_SIGNALING_UP
C4BPB	COMPLEMENT
C4BPB	UV_RESPONSE_UP
C5	KRAS_SIGNALING_DN
C5AR1	INFLAMMATORY_RESPONSE
C8A	COAGULATION
C8B	COAGULATION
C8G	COAGULATION
C9	COAGULATION
C9	COMPLEMENT
CA1	HEME_METABOLISM
CA12	ESTROGEN_RESPONSE_EARLY
CA12	ESTROGEN_RESPONSE_LATE
CA12	HYPOXIA
CA2	COMPLEMENT
CA2	ESTROGEN_RESPONSE_LATE
CA2	FATTY_ACID_METABOLISM
CA2	HEME_METABOLISM
CA2	IL2_STAT5_SIGNALING
CA2	KRAS_SIGNALING_UP
CA2	UV_RESPONSE_UP
CA2	XENOBIOTIC_METABOLISM
CA4	FATTY_ACID_METABOLISM
CA6	FATTY_ACID_METABOLISM
CAB39	PI3K_AKT_MTOR_SIGNALING
CAB39L	KRAS_SIGNALING_UP
CAB39L	PI3K_AKT_MTOR_SIGNALING
CACNA1A	UV_RESPONSE_DN
CACNA1B	PEROXISOME
CACNA1F	KRAS_SIGNALING_DN
CACNA1H	GLYCOLYSIS
CACNA1H	MYOGENESIS
CACNA2D2	ESTROGEN_RESPONSE_LATE
CACNG1	KRAS_SIGNALING_DN
CACNG1	MYOGENESIS
CACYBP	MTORC1_SIGNALING
CAD	MYC_TARGETS_V1
CADM1	EPITHELIAL_MESENCHYMAL_TRANSITION
CADM1	PEROXISOME
CADM2	APICAL_JUNCTION
CADM3	APICAL_JUNCTION
CALB2	APICAL_JUNCTION
CALB2	ESTROGEN_RESPONSE_EARLY
CALCB	KRAS_SIGNALING_DN
CALCR	ESTROGEN_RESPONSE_EARLY
CALCR	ESTROGEN_RESPONSE_LATE
CALCRL	INFLAMMATORY_RESPONSE
CALD1	EPITHELIAL_MESENCHYMAL_TRANSITION
CALM1	COMPLEMENT
CALM3	COMPLEMENT
CALML5	KRAS_SIGNALING_DN
CALR	MTORC1_SIGNALING
CALR	PI3K_AKT_MTOR_SIGNALING
CALR	UNFOLDED_PROTEIN_RESPONSE
CALU	EPITHELIAL_MESENCHYMAL_TRANSITION
CAMK1D	KRAS_SIGNALING_DN
CAMK2B	MYOGENESIS
CAMK4	PI3K_AKT_MTOR_SIGNALING
CAMK4	SPERMATOGENESIS
CAMKK2	ANDROGEN_RESPONSE
CANT1	DNA_REPAIR
CANT1	ESTROGEN_RESPONSE_EARLY
CANX	MTORC1_SIGNALING
CANX	MYC_TARGETS_V1
CAP1	APICAL_JUNCTION
CAP2	EPITHELIAL_MESENCHYMAL_TRANSITION
CAP2	UV_RESPONSE_DN
CAPG	ALLOGRAFT_REJECTION
CAPG	EPITHELIAL_MESENCHYMAL_TRANSITION
CAPG	IL2_STAT5_SIGNALING
CAPN2	COAGULATION
CAPN3	IL2_STAT5_SIGNALING
CAPN5	COAGULATION
CAPN5	GLYCOLYSIS
CAPN9	KRAS_SIGNALING_DN
CAPZB	MITOTIC_SPINDLE
CARTPT	ALLOGRAFT_REJECTION
CASP1	APOPTOSIS
CASP1	COMPLEMENT
CASP1	INTERFERON_ALPHA_RESPONSE
CASP1	INTERFERON_GAMMA_RESPONSE
CASP1	P53_PATHWAY
CASP10	COMPLEMENT
CASP2	APOPTOSIS
CASP3	APOPTOSIS
CASP3	COMPLEMENT
CASP3	IL2_STAT5_SIGNALING
CASP3	INTERFERON_GAMMA_RESPONSE
CASP3	UV_RESPONSE_UP
CASP4	APOPTOSIS
CASP4	COMPLEMENT
CASP4	INTERFERON_GAMMA_RESPONSE
CASP5	COMPLEMENT
CASP6	APOPTOSIS
CASP6	GLYCOLYSIS
CASP6	HYPOXIA
CASP6	XENOBIOTIC_METABOLISM
CASP7	APOPTOSIS
CASP7	COMPLEMENT
CASP7	INTERFERON_GAMMA_RESPONSE
CASP7	OXIDATIVE_PHOSPHORYLATION
CASP8	APOPTOSIS
CASP8	INTERFERON_ALPHA_RESPONSE
CASP8	INTERFERON_GAMMA_RESPONSE
CASP8AP2	G2M_CHECKPOINT
CASP9	APOPTOSIS
CASP9	COAGULATION
CASP9	COMPLEMENT
CASQ1	MYOGENESIS
CASQ2	MYOGENESIS
CAST	HEME_METABOLISM
CAT	ADIPOGENESIS
CAT	BILE_ACID_METABOLISM
CAT	HEME_METABOLISM
CAT	PEROXISOME
CAT	REACTIVE_OXYGEN_SPECIES_PATHWAY
CAT	XENOBIOTIC_METABOLISM
CAV1	APOPTOSIS
CAV1	ESTROGEN_RESPONSE_LATE
CAV1	HYPOXIA
CAV1	UV_RESPONSE_DN
CAV2	PROTEIN_SECRETION
CAV3	MYOGENESIS
CAVIN1	ADIPOGENESIS
CAVIN1	HYPOXIA
CAVIN2	ADIPOGENESIS
CAVIN3	HYPOXIA
CBFA2T3	ESTROGEN_RESPONSE_EARLY
CBL	IL6_JAK_STAT3_SIGNALING
CBL	KRAS_SIGNALING_UP
CBLB	COMPLEMENT
CBR1	FATTY_ACID_METABOLISM
CBR1	XENOBIOTIC_METABOLISM
CBR3	FATTY_ACID_METABOLISM
CBR4	KRAS_SIGNALING_UP
CBS	CHOLESTEROL_HOMEOSTASIS
CBX1	G2M_CHECKPOINT
CBX3	MYC_TARGETS_V1
CBX3	MYC_TARGETS_V2
CBX5	E2F_TARGETS
CBX8	KRAS_SIGNALING_UP
CCDC106	KRAS_SIGNALING_DN
CCDC28A	HEME_METABOLISM
CCDC58	FATTY_ACID_METABOLISM
CCDC88A	MITOTIC_SPINDLE
CCK	UV_RESPONSE_UP
CCL11	ALLOGRAFT_REJECTION
CCL13	ALLOGRAFT_REJECTION
CCL17	INFLAMMATORY_RESPONSE
CCL19	ALLOGRAFT_REJECTION
CCL2	ALLOGRAFT_REJECTION
CCL2	INFLAMMATORY_RESPONSE
CCL2	INTERFERON_GAMMA_RESPONSE
CCL2	TNFA_SIGNALING_VIA_NFKB
CCL2	UNFOLDED_PROTEIN_RESPONSE
CCL20	INFLAMMATORY_RESPONSE
CCL20	KRAS_SIGNALING_UP
CCL20	TNFA_SIGNALING_VIA_NFKB
CCL22	ALLOGRAFT_REJECTION
CCL22	INFLAMMATORY_RESPONSE
CCL24	INFLAMMATORY_RESPONSE
CCL25	XENOBIOTIC_METABOLISM
CCL4	ALLOGRAFT_REJECTION
CCL4	TNFA_SIGNALING_VIA_NFKB
CCL5	ALLOGRAFT_REJECTION
CCL5	COMPLEMENT
CCL5	INFLAMMATORY_RESPONSE
CCL5	INTERFERON_GAMMA_RESPONSE
CCL5	TNFA_SIGNALING_VIA_NFKB
CCL7	ALLOGRAFT_REJECTION
CCL7	IL6_JAK_STAT3_SIGNALING
CCL7	INFLAMMATORY_RESPONSE
CCL7	INTERFERON_GAMMA_RESPONSE
CCN1	EPITHELIAL_MESENCHYMAL_TRANSITION
CCN1	HYPOXIA
CCN1	TNFA_SIGNALING_VIA_NFKB
CCN1	UV_RESPONSE_DN
CCN2	EPITHELIAL_MESENCHYMAL_TRANSITION
CCN2	HYPOXIA
CCN5	ESTROGEN_RESPONSE_EARLY
CCN5	ESTROGEN_RESPONSE_LATE
CCN5	HYPOXIA
CCNA1	APOPTOSIS
CCNA1	ESTROGEN_RESPONSE_LATE
CCNA1	KRAS_SIGNALING_DN
CCNA1	SPERMATOGENESIS
CCNA2	G2M_CHECKPOINT
CCNA2	MYC_TARGETS_V1
CCNB2	E2F_TARGETS
CCNB2	G2M_CHECKPOINT
CCNB2	MITOTIC_SPINDLE
CCNB2	SPERMATOGENESIS
CCND1	ANDROGEN_RESPONSE
CCND1	APOPTOSIS
CCND1	ESTROGEN_RESPONSE_EARLY
CCND1	ESTROGEN_RESPONSE_LATE
CCND1	G2M_CHECKPOINT
CCND1	NOTCH_SIGNALING
CCND1	TNFA_SIGNALING_VIA_NFKB
CCND2	ALLOGRAFT_REJECTION
CCND2	ANGIOGENESIS
CCND2	APOPTOSIS
CCND2	IL2_STAT5_SIGNALING
CCND2	KRAS_SIGNALING_UP
CCND2	P53_PATHWAY
CCND2	WNT_BETA_CATENIN_SIGNALING
CCND3	ALLOGRAFT_REJECTION
CCND3	ANDROGEN_RESPONSE
CCND3	HEME_METABOLISM
CCND3	IL2_STAT5_SIGNALING
CCND3	P53_PATHWAY
CCND3	UV_RESPONSE_UP
CCNE1	E2F_TARGETS
CCNE1	IL2_STAT5_SIGNALING
CCNE1	UV_RESPONSE_UP
CCNF	G2M_CHECKPOINT
CCNF	MTORC1_SIGNALING
CCNG1	MTORC1_SIGNALING
CCNG1	P53_PATHWAY
CCNG2	ADIPOGENESIS
CCNG2	HYPOXIA
CCNK	P53_PATHWAY
CCNL1	TNFA_SIGNALING_VIA_NFKB
CCNO	DNA_REPAIR
CCNT1	G2M_CHECKPOINT
CCP110	E2F_TARGETS
CCP110	P53_PATHWAY
CCR1	ALLOGRAFT_REJECTION
CCR1	IL6_JAK_STAT3_SIGNALING
CCR2	ALLOGRAFT_REJECTION
CCR4	IL2_STAT5_SIGNALING
CCR5	ALLOGRAFT_REJECTION
CCR7	INFLAMMATORY_RESPONSE
CCR8	KRAS_SIGNALING_DN
CCRL2	INFLAMMATORY_RESPONSE
CCRL2	INTERFERON_ALPHA_RESPONSE
CCRL2	TNFA_SIGNALING_VIA_NFKB
CCSER2	KRAS_SIGNALING_UP
CCT2	MYC_TARGETS_V1
CCT3	MYC_TARGETS_V1
CCT4	MYC_TARGETS_V1
CCT5	MYC_TARGETS_V1
CCT6A	MTORC1_SIGNALING
CCT6B	SPERMATOGENESIS
CCT7	MYC_TARGETS_V1
CD14	APOPTOSIS
CD14	IL6_JAK_STAT3_SIGNALING
CD14	INFLAMMATORY_RESPONSE
CD151	ADIPOGENESIS
CD160	APICAL_SURFACE
CD1D	ALLOGRAFT_REJECTION
CD1D	FATTY_ACID_METABOLISM
CD2	ALLOGRAFT_REJECTION
CD2	APOPTOSIS
CD207	KRAS_SIGNALING_DN
CD209	APICAL_JUNCTION
CD247	ALLOGRAFT_REJECTION
CD274	APICAL_JUNCTION
CD274	INTERFERON_GAMMA_RESPONSE
CD276	APICAL_JUNCTION
CD28	ALLOGRAFT_REJECTION
CD2AP	MITOTIC_SPINDLE
CD302	ADIPOGENESIS
CD34	APICAL_JUNCTION
CD36	ADIPOGENESIS
CD36	COMPLEMENT
CD36	FATTY_ACID_METABOLISM
CD36	IL6_JAK_STAT3_SIGNALING
CD36	MYOGENESIS
CD36	XENOBIOTIC_METABOLISM
CD37	KRAS_SIGNALING_UP
CD38	APOPTOSIS
CD38	IL6_JAK_STAT3_SIGNALING
CD38	INTERFERON_GAMMA_RESPONSE
CD3D	ALLOGRAFT_REJECTION
CD3E	ALLOGRAFT_REJECTION
CD3G	ALLOGRAFT_REJECTION
CD4	ALLOGRAFT_REJECTION
CD40	ALLOGRAFT_REJECTION
CD40	INFLAMMATORY_RESPONSE
CD40	INTERFERON_GAMMA_RESPONSE
CD40LG	ALLOGRAFT_REJECTION
CD40LG	COMPLEMENT
CD40LG	KRAS_SIGNALING_DN
CD44	APOPTOSIS
CD44	EPITHELIAL_MESENCHYMAL_TRANSITION
CD44	ESTROGEN_RESPONSE_EARLY
CD44	ESTROGEN_RESPONSE_LATE
CD44	GLYCOLYSIS
CD44	IL2_STAT5_SIGNALING
CD44	IL6_JAK_STAT3_SIGNALING
CD44	TNFA_SIGNALING_VIA_NFKB
CD46	COMPLEMENT
CD47	ALLOGRAFT_REJECTION
CD47	INTERFERON_ALPHA_RESPONSE
CD48	IL2_STAT5_SIGNALING
CD48	INFLAMMATORY_RESPONSE
CD55	COMPLEMENT
CD55	INFLAMMATORY_RESPONSE
CD59	COMPLEMENT
CD59	EPITHELIAL_MESENCHYMAL_TRANSITION
CD63	PROTEIN_SECRETION
CD69	APOPTOSIS
CD69	INFLAMMATORY_RESPONSE
CD69	INTERFERON_GAMMA_RESPONSE
CD69	TNFA_SIGNALING_VIA_NFKB
CD7	ALLOGRAFT_REJECTION
CD70	INFLAMMATORY_RESPONSE
CD74	ALLOGRAFT_REJECTION
CD74	INTERFERON_ALPHA_RESPONSE
CD74	INTERFERON_GAMMA_RESPONSE
CD79A	ALLOGRAFT_REJECTION
CD79B	IL2_STAT5_SIGNALING
CD80	ALLOGRAFT_REJECTION
CD80	KRAS_SIGNALING_DN
CD80	TNFA_SIGNALING_VIA_NFKB
CD81	IL2_STAT5_SIGNALING
CD81	P53_PATHWAY
CD82	INFLAMMATORY_RESPONSE
CD82	P53_PATHWAY
CD83	IL2_STAT5_SIGNALING
CD83	TNFA_SIGNALING_VIA_NFKB
CD86	ALLOGRAFT_REJECTION
CD86	APICAL_JUNCTION
CD86	IL2_STAT5_SIGNALING
CD86	INTERFERON_GAMMA_RESPONSE
CD8A	ALLOGRAFT_REJECTION
CD8B	ALLOGRAFT_REJECTION
CD9	CHOLESTEROL_HOMEOSTASIS
CD9	COAGULATION
CD9	ESTROGEN_RESPONSE_LATE
CD9	IL6_JAK_STAT3_SIGNALING
CD9	MTORC1_SIGNALING
CD96	ALLOGRAFT_REJECTION
CD99	APICAL_JUNCTION
CDA	COMPLEMENT
CDA	DNA_REPAIR
CDA	XENOBIOTIC_METABOLISM
CDADC1	KRAS_SIGNALING_UP
CDC14B	ANDROGEN_RESPONSE
CDC20	E2F_TARGETS
CDC20	ESTROGEN_RESPONSE_LATE
CDC20	G2M_CHECKPOINT
CDC20	MYC_TARGETS_V1
CDC25A	E2F_TARGETS
CDC25A	G2M_CHECKPOINT
CDC25A	MTORC1_SIGNALING
CDC25B	APOPTOSIS
CDC25B	E2F_TARGETS
CDC25B	G2M_CHECKPOINT
CDC27	G2M_CHECKPOINT
CDC27	HEME_METABOLISM
CDC27	MITOTIC_SPINDLE
CDC34	UV_RESPONSE_UP
CDC42	MITOTIC_SPINDLE
CDC42BPA	MITOTIC_SPINDLE
CDC42BPA	UV_RESPONSE_DN
CDC42EP1	MITOTIC_SPINDLE
CDC42EP2	MITOTIC_SPINDLE
CDC42EP4	MITOTIC_SPINDLE
CDC42SE2	IL2_STAT5_SIGNALING
CDC45	G2M_CHECKPOINT
CDC45	MYC_TARGETS_V1
CDC5L	UV_RESPONSE_UP
CDC6	ESTROGEN_RESPONSE_LATE
CDC6	G2M_CHECKPOINT
CDC6	IL2_STAT5_SIGNALING
CDC7	G2M_CHECKPOINT
CDCA3	E2F_TARGETS
CDCA8	E2F_TARGETS
CDCP1	IL2_STAT5_SIGNALING
CDH1	APICAL_JUNCTION
CDH1	ESTROGEN_RESPONSE_LATE
CDH1	TGF_BETA_SIGNALING
CDH11	APICAL_JUNCTION
CDH11	EPITHELIAL_MESENCHYMAL_TRANSITION
CDH13	COMPLEMENT
CDH13	MYOGENESIS
CDH13	P53_PATHWAY
CDH15	APICAL_JUNCTION
CDH16	KRAS_SIGNALING_DN
CDH2	EPITHELIAL_MESENCHYMAL_TRANSITION
CDH3	APICAL_JUNCTION
CDH4	APICAL_JUNCTION
CDH6	APICAL_JUNCTION
CDH6	EPITHELIAL_MESENCHYMAL_TRANSITION
CDH8	APICAL_JUNCTION
CDK1	E2F_TARGETS
CDK1	G2M_CHECKPOINT
CDK1	GLYCOLYSIS
CDK1	MITOTIC_SPINDLE
CDK1	PI3K_AKT_MTOR_SIGNALING
CDK1	SPERMATOGENESIS
CDK13	UV_RESPONSE_DN
CDK2	APOPTOSIS
CDK2	MYC_TARGETS_V1
CDK2	PI3K_AKT_MTOR_SIGNALING
CDK2	UV_RESPONSE_UP
CDK4	E2F_TARGETS
CDK4	G2M_CHECKPOINT
CDK4	MYC_TARGETS_V1
CDK4	MYC_TARGETS_V2
CDK4	PI3K_AKT_MTOR_SIGNALING
CDK5R1	COMPLEMENT
CDK5R1	HEDGEHOG_SIGNALING
CDK5R1	P53_PATHWAY
CDK5RAP2	MITOTIC_SPINDLE
CDK6	ANDROGEN_RESPONSE
CDK6	HEDGEHOG_SIGNALING
CDK7	PEROXISOME
CDK8	APICAL_JUNCTION
CDK9	TGF_BETA_SIGNALING
CDKAL1	KRAS_SIGNALING_DN
CDKN1A	APOPTOSIS
CDKN1A	E2F_TARGETS
CDKN1A	HYPOXIA
CDKN1A	INFLAMMATORY_RESPONSE
CDKN1A	INTERFERON_GAMMA_RESPONSE
CDKN1A	MTORC1_SIGNALING
CDKN1A	MYOGENESIS
CDKN1A	P53_PATHWAY
CDKN1A	PI3K_AKT_MTOR_SIGNALING
CDKN1A	TNFA_SIGNALING_VIA_NFKB
CDKN1B	APOPTOSIS
CDKN1B	E2F_TARGETS
CDKN1B	G2M_CHECKPOINT
CDKN1B	HYPOXIA
CDKN1B	PI3K_AKT_MTOR_SIGNALING
CDKN1B	UV_RESPONSE_DN
CDKN1C	HYPOXIA
CDKN1C	IL2_STAT5_SIGNALING
CDKN1C	TGF_BETA_SIGNALING
CDKN1C	UV_RESPONSE_UP
CDKN2A	ALLOGRAFT_REJECTION
CDKN2A	E2F_TARGETS
CDKN2A	P53_PATHWAY
CDKN2AIP	P53_PATHWAY
CDKN2B	P53_PATHWAY
CDKN2B	UV_RESPONSE_UP
CDKN2C	ADIPOGENESIS
CDKN2C	E2F_TARGETS
CDKN2C	G2M_CHECKPOINT
CDKN2D	REACTIVE_OXYGEN_SPECIES_PATHWAY
CDKN3	E2F_TARGETS
CDKN3	G2M_CHECKPOINT
CDKN3	SPERMATOGENESIS
CDO1	UV_RESPONSE_UP
CDO1	XENOBIOTIC_METABOLISM
CDON	UV_RESPONSE_DN
CDR2	HEME_METABOLISM
CDSN	APICAL_JUNCTION
CEBPA	P53_PATHWAY
CEBPB	COMPLEMENT
CEBPB	TNFA_SIGNALING_VIA_NFKB
CEBPB	UNFOLDED_PROTEIN_RESPONSE
CEBPD	TNFA_SIGNALING_VIA_NFKB
CEBPG	UNFOLDED_PROTEIN_RESPONSE
CEBPG	UV_RESPONSE_UP
CEL	FATTY_ACID_METABOLISM
CEL	PEROXISOME
CELF2	UV_RESPONSE_DN
CELSR1	ESTROGEN_RESPONSE_EARLY
CELSR1	HEDGEHOG_SIGNALING
CELSR2	ESTROGEN_RESPONSE_EARLY
CELSR2	ESTROGEN_RESPONSE_LATE
CELSR2	KRAS_SIGNALING_DN
CENPA	G2M_CHECKPOINT
CENPA	GLYCOLYSIS
CENPE	E2F_TARGETS
CENPE	G2M_CHECKPOINT
CENPE	MITOTIC_SPINDLE
CENPF	G2M_CHECKPOINT
CENPF	MITOTIC_SPINDLE
CENPJ	MITOTIC_SPINDLE
CENPM	E2F_TARGETS
CENPN	ANDROGEN_RESPONSE
CEP131	MITOTIC_SPINDLE
CEP192	MITOTIC_SPINDLE
CEP250	MITOTIC_SPINDLE
CEP57	MITOTIC_SPINDLE
CEP72	MITOTIC_SPINDLE
CERCAM	APICAL_JUNCTION
CES1	XENOBIOTIC_METABOLISM
CETN2	DNA_REPAIR
CFB	COAGULATION
CFB	COMPLEMENT
CFB	INTERFERON_GAMMA_RESPONSE
CFB	KRAS_SIGNALING_UP
CFB	XENOBIOTIC_METABOLISM
CFD	COAGULATION
CFD	MYOGENESIS
CFH	COAGULATION
CFH	COMPLEMENT
CFH	INTERFERON_GAMMA_RESPONSE
CFH	KRAS_SIGNALING_UP
CFHR2	KRAS_SIGNALING_UP
CFI	COAGULATION
CFL1	PI3K_AKT_MTOR_SIGNALING
CFLAR	APOPTOSIS
CFLAR	TNFA_SIGNALING_VIA_NFKB
CFP	ALLOGRAFT_REJECTION
CFP	MTORC1_SIGNALING
CFTR	SPERMATOGENESIS
CGRRF1	P53_PATHWAY
CH25H	BILE_ACID_METABOLISM
CHAC1	UNFOLDED_PROTEIN_RESPONSE
CHAF1A	G2M_CHECKPOINT
CHCHD10	ADIPOGENESIS
CHEK1	E2F_TARGETS
CHEK1	G2M_CHECKPOINT
CHEK2	E2F_TARGETS
CHFR	SPERMATOGENESIS
CHGA	PANCREAS_BETA_CELLS
CHKA	CHOLESTEROL_HOMEOSTASIS
CHKA	UV_RESPONSE_UP
CHMP1A	G2M_CHECKPOINT
CHPF	GLYCOLYSIS
CHPF2	GLYCOLYSIS
CHPT1	ESTROGEN_RESPONSE_EARLY
CHPT1	ESTROGEN_RESPONSE_LATE
CHRM4	SPERMATOGENESIS
CHRNA1	MYOGENESIS
CHRNA5	UV_RESPONSE_UP
CHRNB1	MYOGENESIS
CHRNG	KRAS_SIGNALING_DN
CHRNG	MYOGENESIS
CHST1	GLYCOLYSIS
CHST12	GLYCOLYSIS
CHST2	GLYCOLYSIS
CHST2	HYPOXIA
CHST2	INFLAMMATORY_RESPONSE
CHST2	KRAS_SIGNALING_DN
CHST3	HYPOXIA
CHST4	GLYCOLYSIS
CHST6	GLYCOLYSIS
CHST8	ESTROGEN_RESPONSE_LATE
CHUK	ADIPOGENESIS
CIDEA	ADIPOGENESIS
CIDEA	FATTY_ACID_METABOLISM
CIDEA	KRAS_SIGNALING_UP
CIITA	INTERFERON_GAMMA_RESPONSE
CIR1	HEME_METABOLISM
CISH	ESTROGEN_RESPONSE_EARLY
CISH	ESTROGEN_RESPONSE_LATE
CISH	IL2_STAT5_SIGNALING
CIT	E2F_TARGETS
CITED2	GLYCOLYSIS
CITED2	HYPOXIA
CITED2	UV_RESPONSE_DN
CKAP4	IL2_STAT5_SIGNALING
CKAP5	MITOTIC_SPINDLE
CKB	ESTROGEN_RESPONSE_LATE
CKB	MYOGENESIS
CKM	KRAS_SIGNALING_DN
CKM	MYOGENESIS
CKMT2	MYOGENESIS
CKS1B	E2F_TARGETS
CKS1B	G2M_CHECKPOINT
CKS1B	UNFOLDED_PROTEIN_RESPONSE
CKS2	E2F_TARGETS
CKS2	G2M_CHECKPOINT
